"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.29 HS50, MS3, IMU Together.CR1X","7948","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 08:44:22.3",1182,0,0,0,0,0,0
"2023-05-27 08:44:22.35",1183,0,0,0,0,0,0
"2023-05-27 08:44:22.4",1184,0,0,0,0,0,0
"2023-05-27 08:44:22.45",1185,0,0,0,0,0,0
"2023-05-27 08:44:22.5",1186,0,0,0,0,0,0
"2023-05-27 08:44:22.55",1187,0,0,0,0,0,0
"2023-05-27 08:44:22.6",1188,0,0,0,0,0,0
"2023-05-27 08:44:22.65",1189,0,0,0,0,0,0
"2023-05-27 08:44:22.7",1190,0,0,0,0,0,0
"2023-05-27 08:44:22.75",1191,0,0,0,0,0,0
"2023-05-27 08:44:22.8",1192,0,0,0,0,0,0
"2023-05-27 08:44:22.85",1193,0,0,0,0,0,0
"2023-05-27 08:44:22.9",1194,0,0,0,0,0,0
"2023-05-27 08:44:22.95",1195,0,0,0,0,0,0
"2023-05-27 08:44:23",1196,0,0,0,0,0,0
"2023-05-27 08:44:23.05",1197,0,0,0,0,0,0
"2023-05-27 08:44:23.1",1198,0,0,0,0,0,0
"2023-05-27 08:44:23.15",1199,0,0,0,0,0,0
"2023-05-27 08:44:23.2",1200,0,0,0,0,0,0
"2023-05-27 08:44:23.25",1201,0,0,0,0,0,0
"2023-05-27 08:44:23.3",1202,0,0,0,0,0,0
"2023-05-27 08:44:23.35",1203,0,0,0,0,0,0
"2023-05-27 08:44:23.4",1204,0,0,0,0,0,0
"2023-05-27 08:44:23.45",1205,0,0,0,0,0,0
"2023-05-27 08:44:23.5",1206,0,0,0,0,0,0
"2023-05-27 08:44:23.55",1207,0,0,0,0,0,0
"2023-05-27 08:44:23.6",1208,0,0,0,0,0,0
"2023-05-27 08:44:23.65",1209,0,0,0,0,0,0
"2023-05-27 08:44:23.7",1210,0,0,0,0,0,0
"2023-05-27 08:44:23.75",1211,0,0,0,0,0,0
"2023-05-27 08:44:23.8",1212,0,0,0,0,0,0
"2023-05-27 08:44:23.85",1213,0,0,0,0,0,0
"2023-05-27 08:44:23.9",1214,0,0,0,0,0,0
"2023-05-27 08:44:23.95",1215,0,0,0,0,0,0
"2023-05-27 08:44:24",1216,0,0,0,0,0,0
"2023-05-27 08:44:24.05",1217,0,0,0,0,0,0
"2023-05-27 08:44:24.1",1218,0,0,0,0,0,0
"2023-05-27 08:44:24.15",1219,0,0,0,0,0,0
"2023-05-27 08:44:24.2",1220,0,0,0,0,0,0
"2023-05-27 08:44:24.25",1221,0,0,0,0,0,0
"2023-05-27 08:44:24.3",1222,0,0,0,0,0,0
"2023-05-27 08:44:24.35",1223,0,0,0,0,0,0
"2023-05-27 08:44:24.4",1224,0,0,0,0,0,0
"2023-05-27 08:44:24.45",1225,0,0,0,0,0,0
"2023-05-27 08:44:24.5",1226,0,0,0,0,0,0
"2023-05-27 08:44:24.55",1227,0,0,0,0,0,0
"2023-05-27 08:44:24.6",1228,0,0,0,0,0,0
"2023-05-27 08:44:24.65",1229,0,0,0,0,0,0
"2023-05-27 08:44:24.7",1230,0,0,0,0,0,0
"2023-05-27 08:44:24.75",1231,0,0,0,0,0,0
"2023-05-27 08:44:24.8",1232,0,0,0,0,0,0
"2023-05-27 08:44:24.85",1233,0,0,0,0,0,0
"2023-05-27 08:44:24.9",1234,0,0,0,0,0,0
"2023-05-27 08:44:24.95",1235,0,0,0,0,0,0
"2023-05-27 08:44:25",1236,0,0,0,0,0,0
"2023-05-27 08:44:25.05",1237,0,0,0,0,0,0
"2023-05-27 08:44:25.1",1238,0,0,0,0,0,0
"2023-05-27 08:44:25.15",1239,0,0,0,0,0,0
"2023-05-27 08:44:25.2",1240,0,0,0,0,0,0
"2023-05-27 08:44:25.25",1241,0,0,0,0,0,0
"2023-05-27 08:44:25.3",1242,0,0,0,0,0,0
"2023-05-27 08:44:25.35",1243,0,0,0,0,0,0
"2023-05-27 08:44:25.4",1244,0,0,0,0,0,0
"2023-05-27 08:44:25.45",1245,0,0,0,0,0,0
"2023-05-27 08:44:25.5",1246,0,0,0,0,0,0
"2023-05-27 08:44:25.55",1247,0,0,0,0,0,0
"2023-05-27 08:44:25.6",1248,0,0,0,0,0,0
"2023-05-27 08:44:25.65",1249,0,0,0,0,0,0
"2023-05-27 08:44:25.7",1250,0,0,0,0,0,0
"2023-05-27 08:44:25.75",1251,0,0,0,0,0,0
"2023-05-27 08:44:25.8",1252,0,0,0,0,0,0
"2023-05-27 08:44:25.85",1253,0,0,0,0,0,0
"2023-05-27 08:44:25.9",1254,0,0,0,0,0,0
"2023-05-27 08:44:25.95",1255,0,0,0,0,0,0
"2023-05-27 08:44:26",1256,0,0,0,0,0,0
"2023-05-27 08:44:26.05",1257,0,0,0,0,0,0
"2023-05-27 08:44:26.1",1258,0,0,0,0,0,0
"2023-05-27 08:44:26.15",1259,0,0,0,0,0,0
"2023-05-27 08:44:26.2",1260,0,0,0,0,0,0
"2023-05-27 08:44:26.25",1261,0,0,0,0,0,0
"2023-05-27 08:44:26.3",1262,0,0,0,0,0,0
"2023-05-27 08:44:26.35",1263,0,0,0,0,0,0
"2023-05-27 08:44:26.4",1264,0,0,0,0,0,0
"2023-05-27 08:44:26.45",1265,0,0,0,0,0,0
"2023-05-27 08:44:26.5",1266,0,0,0,0,0,0
"2023-05-27 08:44:26.55",1267,0,0,0,0,0,0
"2023-05-27 08:44:26.6",1268,0,0,0,0,0,0
"2023-05-27 08:44:26.65",1269,0,0,0,0,0,0
"2023-05-27 08:44:26.7",1270,0,0,0,0,0,0
"2023-05-27 08:44:26.75",1271,0,0,0,0,0,0
"2023-05-27 08:44:26.8",1272,0,0,0,0,0,0
"2023-05-27 08:44:26.85",1273,0,0,0,0,0,0
"2023-05-27 08:44:26.9",1274,0,0,0,0,0,0
"2023-05-27 08:44:26.95",1275,0,0,0,0,0,0
"2023-05-27 08:44:27",1276,0,0,0,0,0,0
"2023-05-27 08:44:27.05",1277,0,0,0,0,0,0
"2023-05-27 08:44:27.1",1278,0,0,0,0,0,0
"2023-05-27 08:44:27.15",1279,0,0,0,0,0,0
"2023-05-27 08:44:27.2",1280,0,0,0,0,0,0
"2023-05-27 08:44:27.25",1281,0,0,0,0,0,0
"2023-05-27 08:44:27.3",1282,0,0,0,0,0,0
"2023-05-27 08:44:27.35",1283,0,0,0,0,0,0
"2023-05-27 08:44:27.4",1284,0,0,0,0,0,0
"2023-05-27 08:44:27.45",1285,0,0,0,0,0,0
"2023-05-27 08:44:27.5",1286,0,0,0,0,0,0
"2023-05-27 08:44:27.55",1287,0,0,0,0,0,0
"2023-05-27 08:44:27.6",1288,0,0,0,0,0,0
"2023-05-27 08:44:27.65",1289,0,0,0,0,0,0
"2023-05-27 08:44:27.7",1290,0,0,0,0,0,0
"2023-05-27 08:44:27.75",1291,0,0,0,0,0,0
"2023-05-27 08:44:27.8",1292,0,0,0,0,0,0
"2023-05-27 08:44:27.85",1293,0,0,0,0,0,0
"2023-05-27 08:44:27.9",1294,0,0,0,0,0,0
"2023-05-27 08:44:27.95",1295,0,0,0,0,0,0
"2023-05-27 08:44:28",1296,0,0,0,0,0,0
"2023-05-27 08:44:28.05",1297,0,0,0,0,0,0
"2023-05-27 08:44:28.1",1298,0,0,0,0,0,0
"2023-05-27 08:44:28.15",1299,0,0,0,0,0,0
"2023-05-27 08:44:28.2",1300,0,0,0,0,0,0
"2023-05-27 08:44:28.25",1301,0,0,0,0,0,0
"2023-05-27 08:44:28.3",1302,0,0,0,0,0,0
"2023-05-27 08:44:28.35",1303,0,0,0,0,0,0
"2023-05-27 08:44:28.4",1304,0,0,0,0,0,0
"2023-05-27 08:44:28.45",1305,0,0,0,0,0,0
"2023-05-27 08:44:28.5",1306,0,0,0,0,0,0
"2023-05-27 08:44:28.55",1307,0,0,0,0,0,0
"2023-05-27 08:44:28.6",1308,0,0,0,0,0,0
"2023-05-27 08:44:28.65",1309,0,0,0,0,0,0
"2023-05-27 08:44:28.7",1310,0,0,0,0,0,0
"2023-05-27 08:44:28.75",1311,0,0,0,0,0,0
"2023-05-27 08:44:28.8",1312,0,0,0,0,0,0
"2023-05-27 08:44:28.85",1313,0,0,0,0,0,0
"2023-05-27 08:44:28.9",1314,0,0,0,0,0,0
"2023-05-27 08:44:28.95",1315,0,0,0,0,0,0
"2023-05-27 08:44:29",1316,0,0,0,0,0,0
"2023-05-27 08:44:29.05",1317,0,0,0,0,0,0
"2023-05-27 08:44:29.1",1318,0,0,0,0,0,0
"2023-05-27 08:44:29.15",1319,0,0,0,0,0,0
"2023-05-27 08:44:29.2",1320,0,0,0,0,0,0
"2023-05-27 08:44:29.25",1321,0,0,0,0,0,0
"2023-05-27 08:44:29.3",1322,0,0,0,0,0,0
"2023-05-27 08:44:29.35",1323,0,0,0,0,0,0
"2023-05-27 08:44:29.4",1324,0,0,0,0,0,0
"2023-05-27 08:44:29.45",1325,0,0,0,0,0,0
"2023-05-27 08:44:29.5",1326,0,0,0,0,0,0
"2023-05-27 08:44:29.55",1327,0,0,0,0,0,0
"2023-05-27 08:44:29.6",1328,0,0,0,0,0,0
"2023-05-27 08:44:29.65",1329,0,0,0,0,0,0
"2023-05-27 08:44:29.7",1330,0,0,0,0,0,0
"2023-05-27 08:44:29.75",1331,0,0,0,0,0,0
"2023-05-27 08:44:29.8",1332,0,0,0,0,0,0
"2023-05-27 08:44:29.85",1333,0,0,0,0,0,0
"2023-05-27 08:44:29.9",1334,0,0,0,0,0,0
"2023-05-27 08:44:29.95",1335,0,0,0,0,0,0
"2023-05-27 08:44:30",1336,0,0,0,0,0,0
"2023-05-27 08:44:30.05",1337,0,0,0,0,0,0
"2023-05-27 08:44:30.1",1338,0,0,0,0,0,0
"2023-05-27 08:44:30.15",1339,0,0,0,0,0,0
"2023-05-27 08:44:30.2",1340,0,0,0,0,0,0
"2023-05-27 08:44:30.25",1341,0,0,0,0,0,0
"2023-05-27 08:44:30.3",1342,0,0,0,0,0,0
"2023-05-27 08:44:30.35",1343,0,0,0,0,0,0
"2023-05-27 08:44:30.4",1344,0,0,0,0,0,0
"2023-05-27 08:44:30.45",1345,0,0,0,0,0,0
"2023-05-27 08:44:30.5",1346,0,0,0,0,0,0
"2023-05-27 08:44:30.55",1347,0,0,0,0,0,0
"2023-05-27 08:44:30.6",1348,0,0,0,0,0,0
"2023-05-27 08:44:30.65",1349,0,0,0,0,0,0
"2023-05-27 08:44:30.7",1350,0,0,0,0,0,0
"2023-05-27 08:44:30.75",1351,0,0,0,0,0,0
"2023-05-27 08:44:30.8",1352,0,0,0,0,0,0
"2023-05-27 08:44:30.85",1353,0,0,0,0,0,0
"2023-05-27 08:44:30.9",1354,0,0,0,0,0,0
"2023-05-27 08:44:30.95",1355,0,0,0,0,0,0
"2023-05-27 08:44:31",1356,0,0,0,0,0,0
"2023-05-27 08:44:31.05",1357,0,0,0,0,0,0
"2023-05-27 08:44:31.1",1358,0,0,0,0,0,0
"2023-05-27 08:44:31.15",1359,0,0,0,0,0,0
"2023-05-27 08:44:31.2",1360,0,0,0,0,0,0
"2023-05-27 08:44:31.25",1361,0,0,0,0,0,0
"2023-05-27 08:44:31.3",1362,0,0,0,0,0,0
"2023-05-27 08:44:31.35",1363,0,0,0,0,0,0
"2023-05-27 08:44:31.4",1364,0,0,0,0,0,0
"2023-05-27 08:44:31.45",1365,0,0,0,0,0,0
"2023-05-27 08:44:31.5",1366,0,0,0,0,0,0
"2023-05-27 08:44:31.55",1367,0,0,0,0,0,0
"2023-05-27 08:44:31.6",1368,0,0,0,0,0,0
"2023-05-27 08:44:31.65",1369,0,0,0,0,0,0
"2023-05-27 08:44:31.7",1370,0,0,0,0,0,0
"2023-05-27 08:44:31.75",1371,0,0,0,0,0,0
"2023-05-27 08:44:31.8",1372,0,0,0,0,0,0
"2023-05-27 08:44:31.85",1373,0,0,0,0,0,0
"2023-05-27 08:44:31.9",1374,0,0,0,0,0,0
"2023-05-27 08:44:31.95",1375,0,0,0,0,0,0
"2023-05-27 08:44:32",1376,0,0,0,0,0,0
"2023-05-27 08:44:32.05",1377,0,0,0,0,0,0
"2023-05-27 08:44:32.1",1378,0,0,0,0,0,0
"2023-05-27 08:44:32.15",1379,0,0,0,0,0,0
"2023-05-27 08:44:32.2",1380,0,0,0,0,0,0
"2023-05-27 08:44:32.25",1381,0,0,0,0,0,0
"2023-05-27 08:44:32.3",1382,0,0,0,0,0,0
"2023-05-27 08:44:32.35",1383,0,0,0,0,0,0
"2023-05-27 08:44:32.4",1384,0,0,0,0,0,0
"2023-05-27 08:44:32.45",1385,0,0,0,0,0,0
"2023-05-27 08:44:32.5",1386,0,0,0,0,0,0
"2023-05-27 08:44:32.55",1387,0,0,0,0,0,0
"2023-05-27 08:44:32.6",1388,0,0,0,0,0,0
"2023-05-27 08:44:32.65",1389,0,0,0,0,0,0
"2023-05-27 08:44:32.7",1390,0,0,0,0,0,0
"2023-05-27 08:44:32.75",1391,0,0,0,0,0,0
"2023-05-27 08:44:32.8",1392,0,0,0,0,0,0
"2023-05-27 08:44:32.85",1393,0,0,0,0,0,0
"2023-05-27 08:44:32.9",1394,0,0,0,0,0,0
"2023-05-27 08:44:32.95",1395,0,0,0,0,0,0
"2023-05-27 08:44:33",1396,0,0,0,0,0,0
"2023-05-27 08:44:33.05",1397,0,0,0,0,0,0
"2023-05-27 08:44:33.1",1398,0,0,0,0,0,0
"2023-05-27 08:44:33.15",1399,0,0,0,0,0,0
"2023-05-27 08:44:33.2",1400,0,0,0,0,0,0
"2023-05-27 08:44:33.25",1401,0,0,0,0,0,0
"2023-05-27 08:44:33.3",1402,0,0,0,0,0,0
"2023-05-27 08:44:33.35",1403,0,0,0,0,0,0
"2023-05-27 08:44:33.4",1404,0,0,0,0,0,0
"2023-05-27 08:44:33.45",1405,0,0,0,0,0,0
"2023-05-27 08:44:33.5",1406,0,0,0,0,0,0
"2023-05-27 08:44:33.55",1407,0,0,0,0,0,0
"2023-05-27 08:44:33.6",1408,0,0,0,0,0,0
"2023-05-27 08:44:33.65",1409,0,0,0,0,0,0
"2023-05-27 08:44:33.7",1410,0,0,0,0,0,0
"2023-05-27 08:44:33.75",1411,0,0,0,0,0,0
"2023-05-27 08:44:33.8",1412,0,0,0,0,0,0
"2023-05-27 08:44:33.85",1413,0,0,0,0,0,0
"2023-05-27 08:44:33.9",1414,0,0,0,0,0,0
"2023-05-27 08:44:33.95",1415,0,0,0,0,0,0
"2023-05-27 08:44:34",1416,0,0,0,0,0,0
"2023-05-27 08:44:34.05",1417,0,0,0,0,0,0
"2023-05-27 08:44:34.1",1418,0,0,0,0,0,0
"2023-05-27 08:44:34.15",1419,0,0,0,0,0,0
"2023-05-27 08:44:34.2",1420,0,0,0,0,0,0
"2023-05-27 08:44:34.25",1421,0,0,0,0,0,0
"2023-05-27 08:44:34.3",1422,0,0,0,0,0,0
"2023-05-27 08:44:34.35",1423,0,0,0,0,0,0
"2023-05-27 08:44:34.4",1424,0,0,0,0,0,0
"2023-05-27 08:44:34.45",1425,0,0,0,0,0,0
"2023-05-27 08:44:34.5",1426,0,0,0,0,0,0
"2023-05-27 08:44:34.55",1427,0,0,0,0,0,0
"2023-05-27 08:44:34.6",1428,0,0,0,0,0,0
"2023-05-27 08:44:34.65",1429,0,0,0,0,0,0
"2023-05-27 08:44:34.7",1430,0,0,0,0,0,0
"2023-05-27 08:44:34.75",1431,0,0,0,0,0,0
"2023-05-27 08:44:34.8",1432,0,0,0,0,0,0
"2023-05-27 08:44:34.85",1433,0,0,0,0,0,0
"2023-05-27 08:44:34.9",1434,0,0,0,0,0,0
"2023-05-27 08:44:34.95",1435,0,0,0,0,0,0
"2023-05-27 08:44:35",1436,0,0,0,0,0,0
"2023-05-27 08:44:35.05",1437,0,0,0,0,0,0
"2023-05-27 08:44:35.1",1438,0,0,0,0,0,0
"2023-05-27 08:44:35.15",1439,0,0,0,0,0,0
"2023-05-27 08:44:35.2",1440,0,0,0,0,0,0
"2023-05-27 08:44:35.25",1441,0,0,0,0,0,0
"2023-05-27 08:44:35.3",1442,0,0,0,0,0,0
"2023-05-27 08:44:35.35",1443,0,0,0,0,0,0
"2023-05-27 08:44:35.4",1444,0,0,0,0,0,0
"2023-05-27 08:44:35.45",1445,0,0,0,0,0,0
"2023-05-27 08:44:35.5",1446,0,0,0,0,0,0
"2023-05-27 08:44:35.55",1447,0,0,0,0,0,0
"2023-05-27 08:44:35.6",1448,0,0,0,0,0,0
"2023-05-27 08:44:35.65",1449,0,0,0,0,0,0
"2023-05-27 08:44:35.7",1450,0,0,0,0,0,0
"2023-05-27 08:44:35.75",1451,0,0,0,0,0,0
"2023-05-27 08:44:35.8",1452,0,0,0,0,0,0
"2023-05-27 08:44:35.85",1453,0,0,0,0,0,0
"2023-05-27 08:44:35.9",1454,0,0,0,0,0,0
"2023-05-27 08:44:35.95",1455,0,0,0,0,0,0
"2023-05-27 08:44:36",1456,0,0,0,0,0,0
"2023-05-27 08:44:36.05",1457,0,0,0,0,0,0
"2023-05-27 08:44:36.1",1458,0,0,0,0,0,0
"2023-05-27 08:44:36.15",1459,0,0,0,0,0,0
"2023-05-27 08:44:36.2",1460,0,0,0,0,0,0
"2023-05-27 08:44:36.25",1461,0,0,0,0,0,0
"2023-05-27 08:44:36.3",1462,0,0,0,0,0,0
"2023-05-27 08:44:36.35",1463,0,0,0,0,0,0
"2023-05-27 08:44:36.4",1464,0,0,0,0,0,0
"2023-05-27 08:44:36.45",1465,0,0,0,0,0,0
"2023-05-27 08:44:36.5",1466,0,0,0,0,0,0
"2023-05-27 08:44:36.55",1467,0,0,0,0,0,0
"2023-05-27 08:44:36.6",1468,0,0,0,0,0,0
"2023-05-27 08:44:36.65",1469,0,0,0,0,0,0
"2023-05-27 08:44:36.7",1470,0,0,0,0,0,0
"2023-05-27 08:44:36.75",1471,0,0,0,0,0,0
"2023-05-27 08:44:36.8",1472,0,0,0,0,0,0
"2023-05-27 08:44:36.85",1473,0,0,0,0,0,0
"2023-05-27 08:44:36.9",1474,0,0,0,0,0,0
"2023-05-27 08:44:36.95",1475,0,0,0,0,0,0
"2023-05-27 08:44:37",1476,0,0,0,0,0,0
"2023-05-27 08:44:37.05",1477,0,0,0,0,0,0
"2023-05-27 08:44:37.1",1478,0,0,0,0,0,0
"2023-05-27 08:44:37.15",1479,0,0,0,0,0,0
"2023-05-27 08:44:37.2",1480,0,0,0,0,0,0
"2023-05-27 08:44:37.25",1481,0,0,0,0,0,0
"2023-05-27 08:44:37.3",1482,0,0,0,0,0,0
"2023-05-27 08:44:37.35",1483,0,0,0,0,0,0
"2023-05-27 08:44:37.4",1484,0,0,0,0,0,0
"2023-05-27 08:44:37.45",1485,0,0,0,0,0,0
"2023-05-27 08:44:37.5",1486,0,0,0,0,0,0
"2023-05-27 08:44:37.55",1487,0,0,0,0,0,0
"2023-05-27 08:44:37.6",1488,0,0,0,0,0,0
"2023-05-27 08:44:37.65",1489,0,0,0,0,0,0
"2023-05-27 08:44:37.7",1490,0,0,0,0,0,0
"2023-05-27 08:44:37.75",1491,0,0,0,0,0,0
"2023-05-27 08:44:37.8",1492,0,0,0,0,0,0
"2023-05-27 08:44:37.85",1493,0,0,0,0,0,0
"2023-05-27 08:44:37.9",1494,0,0,0,0,0,0
"2023-05-27 08:44:37.95",1495,0,0,0,0,0,0
"2023-05-27 08:44:38",1496,0,0,0,0,0,0
"2023-05-27 08:44:38.05",1497,0,0,0,0,0,0
"2023-05-27 08:44:38.1",1498,0,0,0,0,0,0
"2023-05-27 08:44:38.15",1499,0,0,0,0,0,0
"2023-05-27 08:44:38.2",1500,0,0,0,0,0,0
"2023-05-27 08:44:38.25",1501,0,0,0,0,0,0
"2023-05-27 08:44:38.3",1502,0,0,0,0,0,0
"2023-05-27 08:44:38.35",1503,0,0,0,0,0,0
"2023-05-27 08:44:38.4",1504,0,0,0,0,0,0
"2023-05-27 08:44:38.45",1505,0,0,0,0,0,0
"2023-05-27 08:44:38.5",1506,0,0,0,0,0,0
"2023-05-27 08:44:38.55",1507,0,0,0,0,0,0
"2023-05-27 08:44:38.6",1508,0,0,0,0,0,0
"2023-05-27 08:44:38.65",1509,0,0,0,0,0,0
"2023-05-27 08:44:38.7",1510,0,0,0,0,0,0
"2023-05-27 08:44:38.75",1511,0,0,0,0,0,0
"2023-05-27 08:44:38.8",1512,0,0,0,0,0,0
"2023-05-27 08:44:38.85",1513,0,0,0,0,0,0
"2023-05-27 08:44:38.9",1514,0,0,0,0,0,0
"2023-05-27 08:44:38.95",1515,0,0,0,0,0,0
"2023-05-27 08:44:39",1516,0,0,0,0,0,0
"2023-05-27 08:44:39.05",1517,0,0,0,0,0,0
"2023-05-27 08:44:39.1",1518,0,0,0,0,0,0
"2023-05-27 08:44:39.15",1519,0,0,0,0,0,0
"2023-05-27 08:44:39.2",1520,0,0,0,0,0,0
"2023-05-27 08:44:39.25",1521,0,0,0,0,0,0
"2023-05-27 08:44:39.3",1522,0,0,0,0,0,0
"2023-05-27 08:44:39.35",1523,0,0,0,0,0,0
"2023-05-27 08:44:39.4",1524,0,0,0,0,0,0
"2023-05-27 08:44:39.45",1525,0,0,0,0,0,0
"2023-05-27 08:44:39.5",1526,0,0,0,0,0,0
"2023-05-27 08:44:39.55",1527,0,0,0,0,0,0
"2023-05-27 08:44:39.6",1528,0,0,0,0,0,0
"2023-05-27 08:44:39.65",1529,0,0,0,0,0,0
"2023-05-27 08:44:39.7",1530,0,0,0,0,0,0
"2023-05-27 08:44:39.75",1531,0,0,0,0,0,0
"2023-05-27 08:44:39.8",1532,0,0,0,0,0,0
"2023-05-27 08:44:39.85",1533,0,0,0,0,0,0
"2023-05-27 08:44:39.9",1534,0,0,0,0,0,0
"2023-05-27 08:44:39.95",1535,0,0,0,0,0,0
"2023-05-27 08:44:40",1536,0,0,0,0,0,0
"2023-05-27 08:44:40.05",1537,0,0,0,0,0,0
"2023-05-27 08:44:40.1",1538,0,0,0,0,0,0
"2023-05-27 08:44:40.15",1539,0,0,0,0,0,0
"2023-05-27 08:44:40.2",1540,0,0,0,0,0,0
"2023-05-27 08:44:40.25",1541,0,0,0,0,0,0
"2023-05-27 08:44:40.3",1542,0,0,0,0,0,0
"2023-05-27 08:44:40.35",1543,0,0,0,0,0,0
"2023-05-27 08:44:40.4",1544,0,0,0,0,0,0
"2023-05-27 08:44:40.45",1545,0,0,0,0,0,0
"2023-05-27 08:44:40.5",1546,0,0,0,0,0,0
"2023-05-27 08:44:40.55",1547,0,0,0,0,0,0
"2023-05-27 08:44:40.6",1548,0,0,0,0,0,0
"2023-05-27 08:44:40.65",1549,0,0,0,0,0,0
"2023-05-27 08:44:40.7",1550,0,0,0,0,0,0
"2023-05-27 08:44:40.75",1551,0,0,0,0,0,0
"2023-05-27 08:44:40.8",1552,0,0,0,0,0,0
"2023-05-27 08:44:40.85",1553,0,0,0,0,0,0
"2023-05-27 08:44:40.9",1554,0,0,0,0,0,0
"2023-05-27 08:44:40.95",1555,0,0,0,0,0,0
"2023-05-27 08:44:41",1556,0,0,0,0,0,0
"2023-05-27 08:44:41.05",1557,0,0,0,0,0,0
"2023-05-27 08:44:41.1",1558,0,0,0,0,0,0
"2023-05-27 08:44:41.15",1559,0,0,0,0,0,0
"2023-05-27 08:44:41.2",1560,0,0,0,0,0,0
"2023-05-27 08:44:41.25",1561,0,0,0,0,0,0
"2023-05-27 08:44:41.3",1562,0,0,0,0,0,0
"2023-05-27 08:44:41.35",1563,0,0,0,0,0,0
"2023-05-27 08:44:41.4",1564,0,0,0,0,0,0
"2023-05-27 08:44:41.45",1565,0,0,0,0,0,0
"2023-05-27 08:44:41.5",1566,0,0,0,0,0,0
"2023-05-27 08:44:41.55",1567,0,0,0,0,0,0
"2023-05-27 08:44:41.6",1568,0,0,0,0,0,0
"2023-05-27 08:44:41.65",1569,0,0,0,0,0,0
"2023-05-27 08:44:41.7",1570,0,0,0,0,0,0
"2023-05-27 08:44:41.75",1571,0,0,0,0,0,0
"2023-05-27 08:44:41.8",1572,0,0,0,0,0,0
"2023-05-27 08:44:41.85",1573,0,0,0,0,0,0
"2023-05-27 08:44:41.9",1574,0,0,0,0,0,0
"2023-05-27 08:44:41.95",1575,0,0,0,0,0,0
"2023-05-27 08:44:42",1576,0,0,0,0,0,0
"2023-05-27 08:44:42.05",1577,0,0,0,0,0,0
"2023-05-27 08:44:42.1",1578,0,0,0,0,0,0
"2023-05-27 08:44:42.15",1579,0,0,0,0,0,0
"2023-05-27 08:44:42.2",1580,0,0,0,0,0,0
"2023-05-27 08:44:42.25",1581,0,0,0,0,0,0
"2023-05-27 08:44:42.3",1582,0,0,0,0,0,0
"2023-05-27 08:44:42.35",1583,0,0,0,0,0,0
"2023-05-27 08:44:42.4",1584,0,0,0,0,0,0
"2023-05-27 08:44:42.45",1585,0,0,0,0,0,0
"2023-05-27 08:44:42.5",1586,0,0,0,0,0,0
"2023-05-27 08:44:42.55",1587,0,0,0,0,0,0
"2023-05-27 08:44:42.6",1588,0,0,0,0,0,0
"2023-05-27 08:44:42.65",1589,0,0,0,0,0,0
"2023-05-27 08:44:42.7",1590,0,0,0,0,0,0
"2023-05-27 08:44:42.75",1591,0,0,0,0,0,0
"2023-05-27 08:44:42.8",1592,0,0,0,0,0,0
"2023-05-27 08:44:42.85",1593,0,0,0,0,0,0
"2023-05-27 08:44:42.9",1594,0,0,0,0,0,0
"2023-05-27 08:44:42.95",1595,0,0,0,0,0,0
"2023-05-27 08:44:43",1596,0,0,0,0,0,0
"2023-05-27 08:44:43.05",1597,0,0,0,0,0,0
"2023-05-27 08:44:43.1",1598,0,0,0,0,0,0
"2023-05-27 08:44:43.15",1599,0,0,0,0,0,0
"2023-05-27 08:44:43.2",1600,0,0,0,0,0,0
"2023-05-27 08:44:43.25",1601,0,0,0,0,0,0
"2023-05-27 08:44:43.3",1602,0,0,0,0,0,0
"2023-05-27 08:44:43.35",1603,0,0,0,0,0,0
"2023-05-27 08:44:43.4",1604,0,0,0,0,0,0
"2023-05-27 08:44:43.45",1605,0,0,0,0,0,0
"2023-05-27 08:44:43.5",1606,0,0,0,0,0,0
"2023-05-27 08:44:43.55",1607,0,0,0,0,0,0
"2023-05-27 08:44:43.6",1608,0,0,0,0,0,0
"2023-05-27 08:44:43.65",1609,0,0,0,0,0,0
"2023-05-27 08:44:43.7",1610,0,0,0,0,0,0
"2023-05-27 08:44:43.75",1611,0,0,0,0,0,0
"2023-05-27 08:44:43.8",1612,0,0,0,0,0,0
"2023-05-27 08:44:43.85",1613,0,0,0,0,0,0
"2023-05-27 08:44:43.9",1614,0,0,0,0,0,0
"2023-05-27 08:44:43.95",1615,0,0,0,0,0,0
"2023-05-27 08:44:44",1616,0,0,0,0,0,0
"2023-05-27 08:44:44.05",1617,0,0,0,0,0,0
"2023-05-27 08:44:44.1",1618,0,0,0,0,0,0
"2023-05-27 08:44:44.15",1619,0,0,0,0,0,0
"2023-05-27 08:44:44.2",1620,0,0,0,0,0,0
"2023-05-27 08:44:44.25",1621,0,0,0,0,0,0
"2023-05-27 08:44:44.3",1622,0,0,0,0,0,0
"2023-05-27 08:44:44.35",1623,0,0,0,0,0,0
"2023-05-27 08:44:44.4",1624,0,0,0,0,0,0
"2023-05-27 08:44:44.45",1625,0,0,0,0,0,0
"2023-05-27 08:44:44.5",1626,0,0,0,0,0,0
"2023-05-27 08:44:44.55",1627,0,0,0,0,0,0
"2023-05-27 08:44:44.6",1628,0,0,0,0,0,0
