"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-02 07:00:05",97998,1110.933,5.554666
"2023-06-02 07:00:10",97999,1112.428,5.56214
"2023-06-02 07:00:15",98000,1125.258,5.626293
"2023-06-02 07:00:20",98001,1126.389,5.631943
"2023-06-02 07:00:25",98002,1122.125,5.610626
"2023-06-02 07:00:30",98003,1124.182,5.620911
"2023-06-02 07:00:35",98004,1122.478,5.612392
"2023-06-02 07:00:40",98005,1124.268,5.621342
"2023-06-02 07:00:45",98006,1126.991,5.634954
"2023-06-02 07:00:50",98007,1129.011,5.645057
"2023-06-02 07:00:55",98008,1140.251,5.701255
"2023-06-02 07:01:00",98009,1135.895,5.679474
"2023-06-02 07:01:05",98010,1138.716,5.693581
"2023-06-02 07:01:10",98011,1131.3,5.656498
"2023-06-02 07:01:15",98012,1137.378,5.686888
"2023-06-02 07:01:20",98013,1127.936,5.639681
"2023-06-02 07:01:25",98014,1143.495,5.717475
"2023-06-02 07:01:30",98015,1128.59,5.642951
"2023-06-02 07:01:35",98016,1138.897,5.694484
"2023-06-02 07:01:40",98017,1139.321,5.696605
"2023-06-02 07:01:45",98018,1143.11,5.715548
"2023-06-02 07:01:50",98019,1154.109,5.770547
"2023-06-02 07:01:55",98020,1146.108,5.730539
"2023-06-02 07:02:00",98021,1160.84,5.804198
"2023-06-02 07:02:05",98022,1154.608,5.773041
"2023-06-02 07:02:10",98023,1143.737,5.718685
"2023-06-02 07:02:15",98024,1150.607,5.753034
"2023-06-02 07:02:20",98025,1154.988,5.774941
"2023-06-02 07:02:25",98026,1160.109,5.800543
"2023-06-02 07:02:30",98027,1156.439,5.782196
"2023-06-02 07:02:35",98028,1146.333,5.731668
"2023-06-02 07:02:40",98029,1142.548,5.712738
"2023-06-02 07:02:45",98030,1146.184,5.730922
"2023-06-02 07:02:50",98031,1156.018,5.780089
"2023-06-02 07:02:55",98032,1149.375,5.746875
"2023-06-02 07:03:00",98033,1153.636,5.76818
"2023-06-02 07:03:05",98034,1158.907,5.794535
"2023-06-02 07:03:10",98035,1163.03,5.815151
