"TOA5","11167","CR1000X","11167","CR1000X.Std.03.02","$*$#$#$*$$.$#$","7948","PAR_aqua2"
"TIMESTAMP","RECORD","PAR_aqua2_Den","PAR_aqua2_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-26 14:18:30",0,"NAN","NAN"
"2023-05-26 14:18:35",1,"NAN","NAN"
"2023-05-26 14:18:40",2,"NAN","NAN"
"2023-05-26 14:18:45",3,"NAN","NAN"
"2023-05-26 14:18:50",4,"NAN","NAN"
"2023-05-26 14:18:55",5,"NAN","NAN"
"2023-05-26 14:19:00",6,"NAN","NAN"
"2023-05-26 14:19:05",7,"NAN","NAN"
"2023-05-26 14:19:10",8,"NAN","NAN"
"2023-05-26 14:19:15",9,"NAN","NAN"
"2023-05-26 14:19:20",10,"NAN","NAN"
"2023-05-26 14:19:25",11,"NAN","NAN"
"2023-05-26 14:19:30",12,"NAN","NAN"
"2023-05-26 14:20:00",13,"NAN","NAN"
"2023-05-26 14:20:05",14,"NAN","NAN"
"2023-05-26 14:20:10",15,"NAN","NAN"
"2023-05-26 14:20:15",16,"NAN","NAN"
"2023-05-26 14:20:20",17,"NAN","NAN"
"2023-05-26 14:20:25",18,"NAN","NAN"
"2023-05-26 14:20:30",19,"NAN","NAN"
"2023-05-26 14:20:35",20,"NAN","NAN"
"2023-05-26 14:20:40",21,"NAN","NAN"
"2023-05-26 14:20:45",22,"NAN","NAN"
"2023-05-26 14:20:50",23,"NAN","NAN"
"2023-05-26 14:20:55",24,"NAN","NAN"
"2023-05-26 14:21:00",25,"NAN","NAN"
"2023-05-26 14:21:05",26,"NAN","NAN"
"2023-05-26 14:21:10",27,"NAN","NAN"
"2023-05-26 14:21:15",28,"NAN","NAN"
"2023-05-26 14:21:20",29,"NAN","NAN"
"2023-05-26 14:21:25",30,"NAN","NAN"
"2023-05-26 14:21:30",31,"NAN","NAN"
"2023-05-26 14:21:35",32,"NAN","NAN"
"2023-05-26 14:21:40",33,"NAN","NAN"
"2023-05-26 14:21:45",34,"NAN","NAN"
"2023-05-26 14:21:50",35,"NAN","NAN"
"2023-05-26 14:21:55",36,"NAN","NAN"
"2023-05-26 14:22:00",37,"NAN","NAN"
"2023-05-26 14:22:05",38,"NAN","NAN"
"2023-05-26 14:22:10",39,"NAN","NAN"
