"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.15 CR1000X R350 and IMU through SDM-SIO1A.CR1X","7948","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 14:48:02.75",8421,0,0,0,0,0,0
"2023-05-26 14:48:02.8",8422,0,0,0,0,0,0
"2023-05-26 14:48:02.85",8423,0,0,0,0,0,0
"2023-05-26 14:48:02.9",8424,0,0,0,0,0,0
"2023-05-26 14:48:02.95",8425,0,0,0,0,0,0
"2023-05-26 14:48:03",8426,0,0,0,0,0,0
"2023-05-26 14:48:03.05",8427,0,0,0,0,0,0
"2023-05-26 14:48:03.1",8428,0,0,0,0,0,0
"2023-05-26 14:48:03.15",8429,0,0,0,0,0,0
"2023-05-26 14:48:03.2",8430,0,0,0,0,0,0
"2023-05-26 14:48:03.25",8431,0,0,0,0,0,0
"2023-05-26 14:48:03.3",8432,0,0,0,0,0,0
"2023-05-26 14:48:03.35",8433,0,0,0,0,0,0
"2023-05-26 14:48:03.4",8434,0,0,0,0,0,0
"2023-05-26 14:48:03.45",8435,0,0,0,0,0,0
"2023-05-26 14:48:03.5",8436,0,0,0,0,0,0
"2023-05-26 14:48:03.55",8437,0,0,0,0,0,0
"2023-05-26 14:48:03.6",8438,0,0,0,0,0,0
"2023-05-26 14:48:03.65",8439,0,0,0,0,0,0
"2023-05-26 14:48:03.7",8440,0,0,0,0,0,0
"2023-05-26 14:48:03.75",8441,0,0,0,0,0,0
"2023-05-26 14:48:03.8",8442,0,0,0,0,0,0
"2023-05-26 14:48:03.85",8443,0,0,0,0,0,0
"2023-05-26 14:48:03.9",8444,0,0,0,0,0,0
"2023-05-26 14:48:03.95",8445,0,0,0,0,0,0
"2023-05-26 14:48:04",8446,0,0,0,0,0,0
"2023-05-26 14:48:04.05",8447,0,0,0,0,0,0
"2023-05-26 14:48:04.1",8448,0,0,0,0,0,0
"2023-05-26 14:48:04.15",8449,0,0,0,0,0,0
"2023-05-26 14:48:04.2",8450,0,0,0,0,0,0
"2023-05-26 14:48:04.25",8451,0,0,0,0,0,0
"2023-05-26 14:48:04.3",8452,0,0,0,0,0,0
"2023-05-26 14:48:04.35",8453,0,0,0,0,0,0
"2023-05-26 14:48:04.4",8454,0,0,0,0,0,0
"2023-05-26 14:48:04.45",8455,0,0,0,0,0,0
"2023-05-26 14:48:04.5",8456,0,0,0,0,0,0
"2023-05-26 14:48:04.55",8457,0,0,0,0,0,0
"2023-05-26 14:48:04.6",8458,0,0,0,0,0,0
"2023-05-26 14:48:04.65",8459,0,0,0,0,0,0
"2023-05-26 14:48:04.7",8460,0,0,0,0,0,0
"2023-05-26 14:48:04.75",8461,0,0,0,0,0,0
"2023-05-26 14:48:04.8",8462,0,0,0,0,0,0
"2023-05-26 14:48:04.85",8463,0,0,0,0,0,0
"2023-05-26 14:48:04.9",8464,0,0,0,0,0,0
"2023-05-26 14:48:04.95",8465,0,0,0,0,0,0
"2023-05-26 14:48:05",8466,0,0,0,0,0,0
"2023-05-26 14:48:05.05",8467,0,0,0,0,0,0
"2023-05-26 14:48:05.1",8468,0,0,0,0,0,0
"2023-05-26 14:48:05.15",8469,0,0,0,0,0,0
"2023-05-26 14:48:05.2",8470,0,0,0,0,0,0
"2023-05-26 14:48:05.25",8471,0,0,0,0,0,0
"2023-05-26 14:48:05.3",8472,0,0,0,0,0,0
"2023-05-26 14:48:05.35",8473,0,0,0,0,0,0
"2023-05-26 14:48:05.4",8474,0,0,0,0,0,0
"2023-05-26 14:48:05.45",8475,0,0,0,0,0,0
"2023-05-26 14:48:05.5",8476,0,0,0,0,0,0
"2023-05-26 14:48:05.55",8477,0,0,0,0,0,0
"2023-05-26 14:48:05.6",8478,0,0,0,0,0,0
"2023-05-26 14:48:05.65",8479,0,0,0,0,0,0
"2023-05-26 14:48:05.7",8480,0,0,0,0,0,0
"2023-05-26 14:48:05.75",8481,0,0,0,0,0,0
"2023-05-26 14:48:05.8",8482,0,0,0,0,0,0
"2023-05-26 14:48:05.85",8483,0,0,0,0,0,0
"2023-05-26 14:48:05.9",8484,0,0,0,0,0,0
"2023-05-26 14:48:05.95",8485,0,0,0,0,0,0
"2023-05-26 14:48:06",8486,0,0,0,0,0,0
"2023-05-26 14:48:06.05",8487,0,0,0,0,0,0
"2023-05-26 14:48:06.1",8488,0,0,0,0,0,0
"2023-05-26 14:48:06.15",8489,0,0,0,0,0,0
"2023-05-26 14:48:06.2",8490,0,0,0,0,0,0
"2023-05-26 14:48:06.25",8491,0,0,0,0,0,0
"2023-05-26 14:48:06.3",8492,0,0,0,0,0,0
"2023-05-26 14:48:06.35",8493,0,0,0,0,0,0
"2023-05-26 14:48:06.4",8494,0,0,0,0,0,0
"2023-05-26 14:48:06.45",8495,0,0,0,0,0,0
"2023-05-26 14:48:06.5",8496,0,0,0,0,0,0
"2023-05-26 14:48:06.55",8497,0,0,0,0,0,0
"2023-05-26 14:48:06.6",8498,0,0,0,0,0,0
"2023-05-26 14:48:06.65",8499,0,0,0,0,0,0
"2023-05-26 14:48:06.7",8500,0,0,0,0,0,0
"2023-05-26 14:48:06.75",8501,0,0,0,0,0,0
"2023-05-26 14:48:06.8",8502,0,0,0,0,0,0
"2023-05-26 14:48:06.85",8503,0,0,0,0,0,0
"2023-05-26 14:48:06.9",8504,0,0,0,0,0,0
"2023-05-26 14:48:06.95",8505,0,0,0,0,0,0
"2023-05-26 14:48:07",8506,0,0,0,0,0,0
"2023-05-26 14:48:07.05",8507,0,0,0,0,0,0
"2023-05-26 14:48:07.1",8508,0,0,0,0,0,0
"2023-05-26 14:48:07.15",8509,0,0,0,0,0,0
"2023-05-26 14:48:07.2",8510,0,0,0,0,0,0
"2023-05-26 14:48:07.25",8511,0,0,0,0,0,0
"2023-05-26 14:48:07.3",8512,0,0,0,0,0,0
"2023-05-26 14:48:07.35",8513,0,0,0,0,0,0
"2023-05-26 14:48:07.4",8514,0,0,0,0,0,0
"2023-05-26 14:48:07.45",8515,0,0,0,0,0,0
"2023-05-26 14:48:07.5",8516,0,0,0,0,0,0
"2023-05-26 14:48:07.55",8517,0,0,0,0,0,0
"2023-05-26 14:48:07.6",8518,0,0,0,0,0,0
"2023-05-26 14:48:07.65",8519,0,0,0,0,0,0
"2023-05-26 14:48:07.7",8520,0,0,0,0,0,0
"2023-05-26 14:48:07.75",8521,0,0,0,0,0,0
"2023-05-26 14:48:07.8",8522,0,0,0,0,0,0
"2023-05-26 14:48:07.85",8523,0,0,0,0,0,0
"2023-05-26 14:48:07.9",8524,0,0,0,0,0,0
"2023-05-26 14:48:07.95",8525,0,0,0,0,0,0
"2023-05-26 14:48:08",8526,0,0,0,0,0,0
"2023-05-26 14:48:08.05",8527,0,0,0,0,0,0
"2023-05-26 14:48:08.1",8528,0,0,0,0,0,0
"2023-05-26 14:48:08.15",8529,0,0,0,0,0,0
"2023-05-26 14:48:08.2",8530,0,0,0,0,0,0
"2023-05-26 14:48:08.25",8531,0,0,0,0,0,0
"2023-05-26 14:48:08.3",8532,0,0,0,0,0,0
"2023-05-26 14:48:08.35",8533,0,0,0,0,0,0
"2023-05-26 14:48:08.4",8534,0,0,0,0,0,0
"2023-05-26 14:48:08.45",8535,0,0,0,0,0,0
"2023-05-26 14:48:08.5",8536,0,0,0,0,0,0
"2023-05-26 14:48:08.55",8537,0,0,0,0,0,0
"2023-05-26 14:48:08.6",8538,0,0,0,0,0,0
"2023-05-26 14:48:08.65",8539,0,0,0,0,0,0
"2023-05-26 14:48:08.7",8540,0,0,0,0,0,0
"2023-05-26 14:48:08.75",8541,0,0,0,0,0,0
"2023-05-26 14:48:08.8",8542,0,0,0,0,0,0
"2023-05-26 14:48:08.85",8543,0,0,0,0,0,0
"2023-05-26 14:48:08.9",8544,0,0,0,0,0,0
"2023-05-26 14:48:08.95",8545,0,0,0,0,0,0
"2023-05-26 14:48:09",8546,0,0,0,0,0,0
"2023-05-26 14:48:09.05",8547,0,0,0,0,0,0
"2023-05-26 14:48:09.1",8548,0,0,0,0,0,0
"2023-05-26 14:48:09.15",8549,0,0,0,0,0,0
"2023-05-26 14:48:09.2",8550,0,0,0,0,0,0
"2023-05-26 14:48:09.25",8551,0,0,0,0,0,0
"2023-05-26 14:48:09.3",8552,0,0,0,0,0,0
"2023-05-26 14:48:09.35",8553,0,0,0,0,0,0
"2023-05-26 14:48:09.4",8554,0,0,0,0,0,0
"2023-05-26 14:48:09.45",8555,0,0,0,0,0,0
"2023-05-26 14:48:09.5",8556,0,0,0,0,0,0
"2023-05-26 14:48:09.55",8557,0,0,0,0,0,0
"2023-05-26 14:48:09.6",8558,0,0,0,0,0,0
"2023-05-26 14:48:09.65",8559,0,0,0,0,0,0
"2023-05-26 14:48:09.7",8560,0,0,0,0,0,0
"2023-05-26 14:48:09.75",8561,0,0,0,0,0,0
"2023-05-26 14:48:09.8",8562,0,0,0,0,0,0
"2023-05-26 14:48:09.85",8563,0,0,0,0,0,0
"2023-05-26 14:48:09.9",8564,0,0,0,0,0,0
"2023-05-26 14:48:09.95",8565,0,0,0,0,0,0
"2023-05-26 14:48:10",8566,0,0,0,0,0,0
"2023-05-26 14:48:10.05",8567,0,0,0,0,0,0
"2023-05-26 14:48:10.1",8568,0,0,0,0,0,0
"2023-05-26 14:48:10.15",8569,0,0,0,0,0,0
"2023-05-26 14:48:10.2",8570,0,0,0,0,0,0
"2023-05-26 14:48:10.25",8571,0,0,0,0,0,0
"2023-05-26 14:48:10.3",8572,0,0,0,0,0,0
"2023-05-26 14:48:10.35",8573,0,0,0,0,0,0
"2023-05-26 14:48:10.4",8574,0,0,0,0,0,0
"2023-05-26 14:48:10.45",8575,0,0,0,0,0,0
"2023-05-26 14:48:10.5",8576,0,0,0,0,0,0
"2023-05-26 14:48:10.55",8577,0,0,0,0,0,0
"2023-05-26 14:48:10.6",8578,0,0,0,0,0,0
"2023-05-26 14:48:10.65",8579,0,0,0,0,0,0
"2023-05-26 14:48:10.7",8580,0,0,0,0,0,0
"2023-05-26 14:48:10.75",8581,0,0,0,0,0,0
"2023-05-26 14:48:10.8",8582,0,0,0,0,0,0
"2023-05-26 14:48:10.85",8583,0,0,0,0,0,0
"2023-05-26 14:48:10.9",8584,0,0,0,0,0,0
"2023-05-26 14:48:10.95",8585,0,0,0,0,0,0
"2023-05-26 14:48:11",8586,0,0,0,0,0,0
"2023-05-26 14:48:11.05",8587,0,0,0,0,0,0
"2023-05-26 14:48:11.1",8588,0,0,0,0,0,0
"2023-05-26 14:48:11.15",8589,0,0,0,0,0,0
"2023-05-26 14:48:11.2",8590,0,0,0,0,0,0
"2023-05-26 14:48:11.25",8591,0,0,0,0,0,0
"2023-05-26 14:48:11.3",8592,0,0,0,0,0,0
"2023-05-26 14:48:11.35",8593,0,0,0,0,0,0
"2023-05-26 14:48:11.4",8594,0,0,0,0,0,0
"2023-05-26 14:48:11.45",8595,0,0,0,0,0,0
"2023-05-26 14:48:11.5",8596,0,0,0,0,0,0
"2023-05-26 14:48:11.55",8597,0,0,0,0,0,0
"2023-05-26 14:48:11.6",8598,0,0,0,0,0,0
"2023-05-26 14:48:11.65",8599,0,0,0,0,0,0
"2023-05-26 14:48:11.7",8600,0,0,0,0,0,0
"2023-05-26 14:48:11.75",8601,0,0,0,0,0,0
"2023-05-26 14:48:11.8",8602,0,0,0,0,0,0
"2023-05-26 14:48:11.85",8603,0,0,0,0,0,0
"2023-05-26 14:48:11.9",8604,0,0,0,0,0,0
"2023-05-26 14:48:11.95",8605,0,0,0,0,0,0
"2023-05-26 14:48:12",8606,0,0,0,0,0,0
"2023-05-26 14:48:12.05",8607,0,0,0,0,0,0
"2023-05-26 14:48:12.1",8608,0,0,0,0,0,0
"2023-05-26 14:48:12.15",8609,0,0,0,0,0,0
"2023-05-26 14:48:12.2",8610,0,0,0,0,0,0
"2023-05-26 14:48:12.25",8611,0,0,0,0,0,0
"2023-05-26 14:48:12.3",8612,0,0,0,0,0,0
"2023-05-26 14:48:12.35",8613,0,0,0,0,0,0
"2023-05-26 14:48:12.4",8614,0,0,0,0,0,0
"2023-05-26 14:48:12.45",8615,0,0,0,0,0,0
"2023-05-26 14:48:12.5",8616,0,0,0,0,0,0
"2023-05-26 14:48:12.55",8617,0,0,0,0,0,0
"2023-05-26 14:48:12.6",8618,0,0,0,0,0,0
"2023-05-26 14:48:12.65",8619,0,0,0,0,0,0
"2023-05-26 14:48:12.7",8620,0,0,0,0,0,0
"2023-05-26 14:48:12.75",8621,0,0,0,0,0,0
"2023-05-26 14:48:12.8",8622,0,0,0,0,0,0
"2023-05-26 14:48:12.85",8623,0,0,0,0,0,0
"2023-05-26 14:48:12.9",8624,0,0,0,0,0,0
"2023-05-26 14:48:12.95",8625,0,0,0,0,0,0
"2023-05-26 14:48:13",8626,0,0,0,0,0,0
"2023-05-26 14:48:13.05",8627,0,0,0,0,0,0
"2023-05-26 14:48:13.1",8628,0,0,0,0,0,0
"2023-05-26 14:48:13.15",8629,0,0,0,0,0,0
"2023-05-26 14:48:13.2",8630,0,0,0,0,0,0
"2023-05-26 14:48:13.25",8631,0,0,0,0,0,0
"2023-05-26 14:48:13.3",8632,0,0,0,0,0,0
"2023-05-26 14:48:13.35",8633,0,0,0,0,0,0
"2023-05-26 14:48:13.4",8634,0,0,0,0,0,0
"2023-05-26 14:48:13.45",8635,0,0,0,0,0,0
"2023-05-26 14:48:13.5",8636,0,0,0,0,0,0
"2023-05-26 14:48:13.55",8637,0,0,0,0,0,0
"2023-05-26 14:48:13.6",8638,0,0,0,0,0,0
"2023-05-26 14:48:13.65",8639,0,0,0,0,0,0
"2023-05-26 14:48:13.7",8640,0,0,0,0,0,0
"2023-05-26 14:48:13.75",8641,0,0,0,0,0,0
"2023-05-26 14:48:13.8",8642,0,0,0,0,0,0
"2023-05-26 14:48:13.85",8643,0,0,0,0,0,0
"2023-05-26 14:48:13.9",8644,0,0,0,0,0,0
"2023-05-26 14:48:13.95",8645,0,0,0,0,0,0
"2023-05-26 14:48:14",8646,0,0,0,0,0,0
"2023-05-26 14:48:14.05",8647,0,0,0,0,0,0
"2023-05-26 14:48:14.1",8648,0,0,0,0,0,0
"2023-05-26 14:48:14.15",8649,0,0,0,0,0,0
"2023-05-26 14:48:14.2",8650,0,0,0,0,0,0
"2023-05-26 14:48:14.25",8651,0,0,0,0,0,0
"2023-05-26 14:48:14.3",8652,0,0,0,0,0,0
"2023-05-26 14:48:14.35",8653,0,0,0,0,0,0
"2023-05-26 14:48:14.4",8654,0,0,0,0,0,0
"2023-05-26 14:48:14.45",8655,0,0,0,0,0,0
"2023-05-26 14:48:14.5",8656,0,0,0,0,0,0
"2023-05-26 14:48:14.55",8657,0,0,0,0,0,0
"2023-05-26 14:48:14.6",8658,0,0,0,0,0,0
"2023-05-26 14:48:14.65",8659,0,0,0,0,0,0
"2023-05-26 14:48:14.7",8660,0,0,0,0,0,0
"2023-05-26 14:48:14.75",8661,0,0,0,0,0,0
"2023-05-26 14:48:14.8",8662,0,0,0,0,0,0
"2023-05-26 14:48:14.85",8663,0,0,0,0,0,0
"2023-05-26 14:48:14.9",8664,0,0,0,0,0,0
"2023-05-26 14:48:14.95",8665,0,0,0,0,0,0
"2023-05-26 14:48:15",8666,0,0,0,0,0,0
"2023-05-26 14:48:15.05",8667,0,0,0,0,0,0
"2023-05-26 14:48:15.1",8668,0,0,0,0,0,0
"2023-05-26 14:48:15.15",8669,0,0,0,0,0,0
"2023-05-26 14:48:15.2",8670,0,0,0,0,0,0
"2023-05-26 14:48:15.25",8671,0,0,0,0,0,0
"2023-05-26 14:48:15.3",8672,0,0,0,0,0,0
"2023-05-26 14:48:15.35",8673,0,0,0,0,0,0
"2023-05-26 14:48:15.4",8674,0,0,0,0,0,0
"2023-05-26 14:48:15.45",8675,0,0,0,0,0,0
"2023-05-26 14:48:15.5",8676,0,0,0,0,0,0
"2023-05-26 14:48:15.55",8677,0,0,0,0,0,0
"2023-05-26 14:48:15.6",8678,0,0,0,0,0,0
"2023-05-26 14:48:15.65",8679,0,0,0,0,0,0
"2023-05-26 14:48:15.7",8680,0,0,0,0,0,0
"2023-05-26 14:48:15.75",8681,0,0,0,0,0,0
"2023-05-26 14:48:15.8",8682,0,0,0,0,0,0
"2023-05-26 14:48:15.85",8683,0,0,0,0,0,0
"2023-05-26 14:48:15.9",8684,0,0,0,0,0,0
"2023-05-26 14:48:15.95",8685,0,0,0,0,0,0
"2023-05-26 14:48:16",8686,0,0,0,0,0,0
"2023-05-26 14:48:16.05",8687,0,0,0,0,0,0
"2023-05-26 14:48:16.1",8688,0,0,0,0,0,0
"2023-05-26 14:48:16.15",8689,0,0,0,0,0,0
"2023-05-26 14:48:16.2",8690,0,0,0,0,0,0
"2023-05-26 14:48:16.25",8691,0,0,0,0,0,0
"2023-05-26 14:48:16.3",8692,0,0,0,0,0,0
"2023-05-26 14:48:16.35",8693,0,0,0,0,0,0
"2023-05-26 14:48:16.4",8694,0,0,0,0,0,0
"2023-05-26 14:48:16.45",8695,0,0,0,0,0,0
"2023-05-26 14:48:16.5",8696,0,0,0,0,0,0
"2023-05-26 14:48:16.55",8697,0,0,0,0,0,0
"2023-05-26 14:48:16.6",8698,0,0,0,0,0,0
"2023-05-26 14:48:16.65",8699,0,0,0,0,0,0
"2023-05-26 14:48:16.7",8700,0,0,0,0,0,0
"2023-05-26 14:48:16.75",8701,0,0,0,0,0,0
"2023-05-26 14:48:16.8",8702,0,0,0,0,0,0
"2023-05-26 14:48:16.85",8703,0,0,0,0,0,0
"2023-05-26 14:48:16.9",8704,0,0,0,0,0,0
"2023-05-26 14:48:16.95",8705,0,0,0,0,0,0
"2023-05-26 14:48:17",8706,0,0,0,0,0,0
"2023-05-26 14:48:17.05",8707,0,0,0,0,0,0
"2023-05-26 14:48:17.1",8708,0,0,0,0,0,0
"2023-05-26 14:48:17.15",8709,0,0,0,0,0,0
"2023-05-26 14:48:17.2",8710,0,0,0,0,0,0
"2023-05-26 14:48:17.25",8711,0,0,0,0,0,0
"2023-05-26 14:48:17.3",8712,0,0,0,0,0,0
"2023-05-26 14:48:17.35",8713,0,0,0,0,0,0
"2023-05-26 14:48:17.4",8714,0,0,0,0,0,0
"2023-05-26 14:48:17.45",8715,0,0,0,0,0,0
"2023-05-26 14:48:17.5",8716,0,0,0,0,0,0
"2023-05-26 14:48:17.55",8717,0,0,0,0,0,0
"2023-05-26 14:48:17.6",8718,0,0,0,0,0,0
"2023-05-26 14:48:17.65",8719,0,0,0,0,0,0
"2023-05-26 14:48:17.7",8720,0,0,0,0,0,0
"2023-05-26 14:48:17.75",8721,0,0,0,0,0,0
"2023-05-26 14:48:17.8",8722,0,0,0,0,0,0
"2023-05-26 14:48:17.85",8723,0,0,0,0,0,0
"2023-05-26 14:48:17.9",8724,0,0,0,0,0,0
"2023-05-26 14:48:17.95",8725,0,0,0,0,0,0
"2023-05-26 14:48:18",8726,0,0,0,0,0,0
"2023-05-26 14:48:18.05",8727,0,0,0,0,0,0
"2023-05-26 14:48:18.1",8728,0,0,0,0,0,0
"2023-05-26 14:48:18.15",8729,0,0,0,0,0,0
"2023-05-26 14:48:18.2",8730,0,0,0,0,0,0
"2023-05-26 14:48:18.25",8731,0,0,0,0,0,0
"2023-05-26 14:48:18.3",8732,0,0,0,0,0,0
"2023-05-26 14:48:18.35",8733,0,0,0,0,0,0
"2023-05-26 14:48:18.4",8734,0,0,0,0,0,0
"2023-05-26 14:48:18.45",8735,0,0,0,0,0,0
"2023-05-26 14:48:18.5",8736,0,0,0,0,0,0
"2023-05-26 14:48:18.55",8737,0,0,0,0,0,0
"2023-05-26 14:48:18.6",8738,0,0,0,0,0,0
"2023-05-26 14:48:18.65",8739,0,0,0,0,0,0
"2023-05-26 14:48:18.7",8740,0,0,0,0,0,0
"2023-05-26 14:48:18.75",8741,0,0,0,0,0,0
"2023-05-26 14:48:18.8",8742,0,0,0,0,0,0
"2023-05-26 14:48:18.85",8743,0,0,0,0,0,0
"2023-05-26 14:48:18.9",8744,0,0,0,0,0,0
"2023-05-26 14:48:18.95",8745,0,0,0,0,0,0
"2023-05-26 14:48:19",8746,0,0,0,0,0,0
"2023-05-26 14:48:19.05",8747,0,0,0,0,0,0
"2023-05-26 14:48:19.1",8748,0,0,0,0,0,0
"2023-05-26 14:48:19.15",8749,0,0,0,0,0,0
"2023-05-26 14:48:19.2",8750,0,0,0,0,0,0
"2023-05-26 14:48:19.25",8751,0,0,0,0,0,0
"2023-05-26 14:48:19.3",8752,0,0,0,0,0,0
"2023-05-26 14:48:19.35",8753,0,0,0,0,0,0
"2023-05-26 14:48:19.4",8754,0,0,0,0,0,0
"2023-05-26 14:48:19.45",8755,0,0,0,0,0,0
"2023-05-26 14:48:19.5",8756,0,0,0,0,0,0
"2023-05-26 14:48:19.55",8757,0,0,0,0,0,0
"2023-05-26 14:48:19.6",8758,0,0,0,0,0,0
"2023-05-26 14:48:19.65",8759,0,0,0,0,0,0
"2023-05-26 14:48:19.7",8760,0,0,0,0,0,0
"2023-05-26 14:48:19.75",8761,0,0,0,0,0,0
"2023-05-26 14:48:19.8",8762,0,0,0,0,0,0
"2023-05-26 14:48:19.85",8763,0,0,0,0,0,0
"2023-05-26 14:48:19.9",8764,0,0,0,0,0,0
"2023-05-26 14:48:19.95",8765,0,0,0,0,0,0
"2023-05-26 14:48:20",8766,0,0,0,0,0,0
"2023-05-26 14:48:20.05",8767,0,0,0,0,0,0
"2023-05-26 14:48:20.1",8768,0,0,0,0,0,0
"2023-05-26 14:48:20.15",8769,0,0,0,0,0,0
"2023-05-26 14:48:20.2",8770,0,0,0,0,0,0
"2023-05-26 14:48:20.25",8771,0,0,0,0,0,0
"2023-05-26 14:48:20.3",8772,0,0,0,0,0,0
"2023-05-26 14:48:20.35",8773,0,0,0,0,0,0
"2023-05-26 14:48:20.4",8774,0,0,0,0,0,0
"2023-05-26 14:48:20.45",8775,0,0,0,0,0,0
"2023-05-26 14:48:20.5",8776,0,0,0,0,0,0
"2023-05-26 14:48:20.55",8777,0,0,0,0,0,0
"2023-05-26 14:48:20.6",8778,0,0,0,0,0,0
"2023-05-26 14:48:20.65",8779,0,0,0,0,0,0
"2023-05-26 14:48:20.7",8780,0,0,0,0,0,0
"2023-05-26 14:48:20.75",8781,0,0,0,0,0,0
"2023-05-26 14:48:20.8",8782,0,0,0,0,0,0
"2023-05-26 14:48:20.85",8783,0,0,0,0,0,0
"2023-05-26 14:48:20.9",8784,0,0,0,0,0,0
"2023-05-26 14:48:20.95",8785,0,0,0,0,0,0
"2023-05-26 14:48:21",8786,0,0,0,0,0,0
"2023-05-26 14:48:21.05",8787,0,0,0,0,0,0
"2023-05-26 14:48:21.1",8788,0,0,0,0,0,0
"2023-05-26 14:48:21.15",8789,0,0,0,0,0,0
"2023-05-26 14:48:21.2",8790,0,0,0,0,0,0
"2023-05-26 14:48:21.25",8791,0,0,0,0,0,0
"2023-05-26 14:48:21.3",8792,0,0,0,0,0,0
"2023-05-26 14:48:21.35",8793,0,0,0,0,0,0
"2023-05-26 14:48:21.4",8794,0,0,0,0,0,0
"2023-05-26 14:48:21.45",8795,0,0,0,0,0,0
"2023-05-26 14:48:21.5",8796,0,0,0,0,0,0
"2023-05-26 14:48:21.55",8797,0,0,0,0,0,0
"2023-05-26 14:48:21.6",8798,0,0,0,0,0,0
"2023-05-26 14:48:21.65",8799,0,0,0,0,0,0
"2023-05-26 14:48:21.7",8800,0,0,0,0,0,0
"2023-05-26 14:48:21.75",8801,0,0,0,0,0,0
"2023-05-26 14:48:21.8",8802,0,0,0,0,0,0
"2023-05-26 14:48:21.85",8803,0,0,0,0,0,0
"2023-05-26 14:48:21.9",8804,0,0,0,0,0,0
"2023-05-26 14:48:21.95",8805,0,0,0,0,0,0
"2023-05-26 14:48:22",8806,0,0,0,0,0,0
"2023-05-26 14:48:22.05",8807,0,0,0,0,0,0
"2023-05-26 14:48:22.1",8808,0,0,0,0,0,0
"2023-05-26 14:48:22.15",8809,0,0,0,0,0,0
"2023-05-26 14:48:22.2",8810,0,0,0,0,0,0
"2023-05-26 14:48:22.25",8811,0,0,0,0,0,0
"2023-05-26 14:48:22.3",8812,0,0,0,0,0,0
"2023-05-26 14:48:22.35",8813,0,0,0,0,0,0
"2023-05-26 14:48:22.4",8814,0,0,0,0,0,0
"2023-05-26 14:48:22.45",8815,0,0,0,0,0,0
"2023-05-26 14:48:22.5",8816,0,0,0,0,0,0
"2023-05-26 14:48:22.55",8817,0,0,0,0,0,0
"2023-05-26 14:48:22.6",8818,0,0,0,0,0,0
"2023-05-26 14:48:22.65",8819,0,0,0,0,0,0
"2023-05-26 14:48:22.7",8820,0,0,0,0,0,0
"2023-05-26 14:48:22.75",8821,0,0,0,0,0,0
"2023-05-26 14:48:22.8",8822,0,0,0,0,0,0
"2023-05-26 14:48:22.85",8823,0,0,0,0,0,0
"2023-05-26 14:48:22.9",8824,0,0,0,0,0,0
"2023-05-26 14:48:22.95",8825,0,0,0,0,0,0
"2023-05-26 14:48:23",8826,0,0,0,0,0,0
"2023-05-26 14:48:23.05",8827,0,0,0,0,0,0
"2023-05-26 14:48:23.1",8828,0,0,0,0,0,0
"2023-05-26 14:48:23.15",8829,0,0,0,0,0,0
"2023-05-26 14:48:23.2",8830,0,0,0,0,0,0
"2023-05-26 14:48:23.25",8831,0,0,0,0,0,0
"2023-05-26 14:48:23.3",8832,0,0,0,0,0,0
"2023-05-26 14:48:23.35",8833,0,0,0,0,0,0
"2023-05-26 14:48:23.4",8834,0,0,0,0,0,0
"2023-05-26 14:48:23.45",8835,0,0,0,0,0,0
"2023-05-26 14:48:23.5",8836,0,0,0,0,0,0
"2023-05-26 14:48:23.55",8837,0,0,0,0,0,0
"2023-05-26 14:48:23.6",8838,0,0,0,0,0,0
"2023-05-26 14:48:23.65",8839,0,0,0,0,0,0
"2023-05-26 14:48:23.7",8840,0,0,0,0,0,0
"2023-05-26 14:48:23.75",8841,0,0,0,0,0,0
"2023-05-26 14:48:23.8",8842,0,0,0,0,0,0
"2023-05-26 14:48:23.85",8843,0,0,0,0,0,0
"2023-05-26 14:48:23.9",8844,0,0,0,0,0,0
"2023-05-26 14:48:23.95",8845,0,0,0,0,0,0
"2023-05-26 14:48:24",8846,0,0,0,0,0,0
"2023-05-26 14:48:24.05",8847,0,0,0,0,0,0
"2023-05-26 14:48:24.1",8848,0,0,0,0,0,0
"2023-05-26 14:48:24.15",8849,0,0,0,0,0,0
"2023-05-26 14:48:24.2",8850,0,0,0,0,0,0
"2023-05-26 14:48:24.25",8851,0,0,0,0,0,0
"2023-05-26 14:48:24.3",8852,0,0,0,0,0,0
"2023-05-26 14:48:24.35",8853,0,0,0,0,0,0
"2023-05-26 14:48:24.4",8854,0,0,0,0,0,0
"2023-05-26 14:48:24.45",8855,0,0,0,0,0,0
"2023-05-26 14:48:24.5",8856,0,0,0,0,0,0
"2023-05-26 14:48:24.55",8857,0,0,0,0,0,0
"2023-05-26 14:48:24.6",8858,0,0,0,0,0,0
"2023-05-26 14:48:24.65",8859,0,0,0,0,0,0
"2023-05-26 14:48:24.7",8860,0,0,0,0,0,0
"2023-05-26 14:48:24.75",8861,0,0,0,0,0,0
"2023-05-26 14:48:24.8",8862,0,0,0,0,0,0
"2023-05-26 14:48:24.85",8863,0,0,0,0,0,0
"2023-05-26 14:48:24.9",8864,0,0,0,0,0,0
"2023-05-26 14:48:24.95",8865,0,0,0,0,0,0
"2023-05-26 14:48:25",8866,0,0,0,0,0,0
"2023-05-26 14:48:25.05",8867,0,0,0,0,0,0
