"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.15 CR1000X R350 and IMU through SDM-SIO1A.CR1X","7948","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 14:44:51.7",4600,0,0,0,0,0,0
"2023-05-26 14:44:51.75",4601,0,0,0,0,0,0
"2023-05-26 14:44:51.8",4602,0,0,0,0,0,0
"2023-05-26 14:44:51.85",4603,0,0,0,0,0,0
"2023-05-26 14:44:51.9",4604,0,0,0,0,0,0
"2023-05-26 14:44:51.95",4605,0,0,0,0,0,0
"2023-05-26 14:44:52",4606,0,0,0,0,0,0
"2023-05-26 14:44:52.05",4607,0,0,0,0,0,0
"2023-05-26 14:44:52.1",4608,0,0,0,0,0,0
"2023-05-26 14:44:52.15",4609,0,0,0,0,0,0
"2023-05-26 14:44:52.2",4610,0,0,0,0,0,0
"2023-05-26 14:44:52.25",4611,0,0,0,0,0,0
"2023-05-26 14:44:52.3",4612,0,0,0,0,0,0
"2023-05-26 14:44:52.35",4613,0,0,0,0,0,0
"2023-05-26 14:44:52.4",4614,0,0,0,0,0,0
"2023-05-26 14:44:52.45",4615,0,0,0,0,0,0
"2023-05-26 14:44:52.5",4616,0,0,0,0,0,0
"2023-05-26 14:44:52.55",4617,0,0,0,0,0,0
"2023-05-26 14:44:52.6",4618,0,0,0,0,0,0
"2023-05-26 14:44:52.65",4619,0,0,0,0,0,0
"2023-05-26 14:44:52.7",4620,0,0,0,0,0,0
"2023-05-26 14:44:52.75",4621,0,0,0,0,0,0
"2023-05-26 14:44:52.8",4622,0,0,0,0,0,0
"2023-05-26 14:44:52.85",4623,0,0,0,0,0,0
"2023-05-26 14:44:52.9",4624,0,0,0,0,0,0
"2023-05-26 14:44:52.95",4625,0,0,0,0,0,0
"2023-05-26 14:44:53",4626,0,0,0,0,0,0
"2023-05-26 14:44:53.05",4627,0,0,0,0,0,0
"2023-05-26 14:44:53.1",4628,0,0,0,0,0,0
"2023-05-26 14:44:53.15",4629,0,0,0,0,0,0
"2023-05-26 14:44:53.2",4630,0,0,0,0,0,0
"2023-05-26 14:44:53.25",4631,0,0,0,0,0,0
"2023-05-26 14:44:53.3",4632,0,0,0,0,0,0
"2023-05-26 14:44:53.35",4633,0,0,0,0,0,0
"2023-05-26 14:44:53.4",4634,0,0,0,0,0,0
"2023-05-26 14:44:53.45",4635,0,0,0,0,0,0
"2023-05-26 14:44:53.5",4636,0,0,0,0,0,0
"2023-05-26 14:44:53.55",4637,0,0,0,0,0,0
"2023-05-26 14:44:53.6",4638,0,0,0,0,0,0
"2023-05-26 14:44:53.65",4639,0,0,0,0,0,0
"2023-05-26 14:44:53.7",4640,0,0,0,0,0,0
"2023-05-26 14:44:53.75",4641,0,0,0,0,0,0
"2023-05-26 14:44:53.8",4642,0,0,0,0,0,0
"2023-05-26 14:44:53.85",4643,0,0,0,0,0,0
"2023-05-26 14:44:53.9",4644,0,0,0,0,0,0
"2023-05-26 14:44:53.95",4645,0,0,0,0,0,0
"2023-05-26 14:44:54",4646,0,0,0,0,0,0
"2023-05-26 14:44:54.05",4647,0,0,0,0,0,0
"2023-05-26 14:44:54.1",4648,0,0,0,0,0,0
"2023-05-26 14:44:54.15",4649,0,0,0,0,0,0
"2023-05-26 14:44:54.2",4650,0,0,0,0,0,0
"2023-05-26 14:44:54.25",4651,0,0,0,0,0,0
"2023-05-26 14:44:54.3",4652,0,0,0,0,0,0
"2023-05-26 14:44:54.35",4653,0,0,0,0,0,0
"2023-05-26 14:44:54.4",4654,0,0,0,0,0,0
"2023-05-26 14:44:54.45",4655,0,0,0,0,0,0
"2023-05-26 14:44:54.5",4656,0,0,0,0,0,0
"2023-05-26 14:44:54.55",4657,0,0,0,0,0,0
"2023-05-26 14:44:54.6",4658,0,0,0,0,0,0
"2023-05-26 14:44:54.65",4659,0,0,0,0,0,0
"2023-05-26 14:44:54.7",4660,0,0,0,0,0,0
"2023-05-26 14:44:54.75",4661,0,0,0,0,0,0
"2023-05-26 14:44:54.8",4662,0,0,0,0,0,0
"2023-05-26 14:44:54.85",4663,0,0,0,0,0,0
"2023-05-26 14:44:54.9",4664,0,0,0,0,0,0
"2023-05-26 14:44:54.95",4665,0,0,0,0,0,0
"2023-05-26 14:44:55",4666,0,0,0,0,0,0
"2023-05-26 14:44:55.05",4667,0,0,0,0,0,0
"2023-05-26 14:44:55.1",4668,0,0,0,0,0,0
"2023-05-26 14:44:55.15",4669,0,0,0,0,0,0
"2023-05-26 14:44:55.2",4670,0,0,0,0,0,0
"2023-05-26 14:44:55.25",4671,0,0,0,0,0,0
"2023-05-26 14:44:55.3",4672,0,0,0,0,0,0
"2023-05-26 14:44:55.35",4673,0,0,0,0,0,0
"2023-05-26 14:44:55.4",4674,0,0,0,0,0,0
"2023-05-26 14:44:55.45",4675,0,0,0,0,0,0
"2023-05-26 14:44:55.5",4676,0,0,0,0,0,0
"2023-05-26 14:44:55.55",4677,0,0,0,0,0,0
"2023-05-26 14:44:55.6",4678,0,0,0,0,0,0
"2023-05-26 14:44:55.65",4679,0,0,0,0,0,0
"2023-05-26 14:44:55.7",4680,0,0,0,0,0,0
"2023-05-26 14:44:55.75",4681,0,0,0,0,0,0
"2023-05-26 14:44:55.8",4682,0,0,0,0,0,0
"2023-05-26 14:44:55.85",4683,0,0,0,0,0,0
"2023-05-26 14:44:55.9",4684,0,0,0,0,0,0
"2023-05-26 14:44:55.95",4685,0,0,0,0,0,0
"2023-05-26 14:44:56",4686,0,0,0,0,0,0
"2023-05-26 14:44:56.05",4687,0,0,0,0,0,0
"2023-05-26 14:44:56.1",4688,0,0,0,0,0,0
"2023-05-26 14:44:56.15",4689,0,0,0,0,0,0
"2023-05-26 14:44:56.2",4690,0,0,0,0,0,0
"2023-05-26 14:44:56.25",4691,0,0,0,0,0,0
"2023-05-26 14:44:56.3",4692,0,0,0,0,0,0
"2023-05-26 14:44:56.35",4693,0,0,0,0,0,0
"2023-05-26 14:44:56.4",4694,0,0,0,0,0,0
"2023-05-26 14:44:56.45",4695,0,0,0,0,0,0
"2023-05-26 14:44:56.5",4696,0,0,0,0,0,0
"2023-05-26 14:44:56.55",4697,0,0,0,0,0,0
"2023-05-26 14:44:56.6",4698,0,0,0,0,0,0
"2023-05-26 14:44:56.65",4699,0,0,0,0,0,0
"2023-05-26 14:44:56.7",4700,0,0,0,0,0,0
"2023-05-26 14:44:56.75",4701,0,0,0,0,0,0
"2023-05-26 14:44:56.8",4702,0,0,0,0,0,0
"2023-05-26 14:44:56.85",4703,0,0,0,0,0,0
"2023-05-26 14:44:56.9",4704,0,0,0,0,0,0
"2023-05-26 14:44:56.95",4705,0,0,0,0,0,0
"2023-05-26 14:44:57",4706,0,0,0,0,0,0
"2023-05-26 14:44:57.05",4707,0,0,0,0,0,0
"2023-05-26 14:44:57.1",4708,0,0,0,0,0,0
"2023-05-26 14:44:57.15",4709,0,0,0,0,0,0
"2023-05-26 14:44:57.2",4710,0,0,0,0,0,0
"2023-05-26 14:44:57.25",4711,0,0,0,0,0,0
"2023-05-26 14:44:57.3",4712,0,0,0,0,0,0
"2023-05-26 14:44:57.35",4713,0,0,0,0,0,0
"2023-05-26 14:44:57.4",4714,0,0,0,0,0,0
"2023-05-26 14:44:57.45",4715,0,0,0,0,0,0
"2023-05-26 14:44:57.5",4716,0,0,0,0,0,0
"2023-05-26 14:44:57.55",4717,0,0,0,0,0,0
"2023-05-26 14:44:57.6",4718,0,0,0,0,0,0
"2023-05-26 14:44:57.65",4719,0,0,0,0,0,0
"2023-05-26 14:44:57.7",4720,0,0,0,0,0,0
"2023-05-26 14:44:57.75",4721,0,0,0,0,0,0
"2023-05-26 14:44:57.8",4722,0,0,0,0,0,0
"2023-05-26 14:44:57.85",4723,0,0,0,0,0,0
"2023-05-26 14:44:57.9",4724,0,0,0,0,0,0
"2023-05-26 14:44:57.95",4725,0,0,0,0,0,0
"2023-05-26 14:44:58",4726,0,0,0,0,0,0
"2023-05-26 14:44:58.05",4727,0,0,0,0,0,0
"2023-05-26 14:44:58.1",4728,0,0,0,0,0,0
"2023-05-26 14:44:58.15",4729,0,0,0,0,0,0
"2023-05-26 14:44:58.2",4730,0,0,0,0,0,0
"2023-05-26 14:44:58.25",4731,0,0,0,0,0,0
"2023-05-26 14:44:58.3",4732,0,0,0,0,0,0
"2023-05-26 14:44:58.35",4733,0,0,0,0,0,0
"2023-05-26 14:44:58.4",4734,0,0,0,0,0,0
"2023-05-26 14:44:58.45",4735,0,0,0,0,0,0
"2023-05-26 14:44:58.5",4736,0,0,0,0,0,0
"2023-05-26 14:44:58.55",4737,0,0,0,0,0,0
"2023-05-26 14:44:58.6",4738,0,0,0,0,0,0
"2023-05-26 14:44:58.65",4739,0,0,0,0,0,0
"2023-05-26 14:44:58.7",4740,0,0,0,0,0,0
"2023-05-26 14:44:58.75",4741,0,0,0,0,0,0
"2023-05-26 14:44:58.8",4742,0,0,0,0,0,0
"2023-05-26 14:44:58.85",4743,0,0,0,0,0,0
"2023-05-26 14:44:58.9",4744,0,0,0,0,0,0
"2023-05-26 14:44:58.95",4745,0,0,0,0,0,0
"2023-05-26 14:44:59",4746,0,0,0,0,0,0
"2023-05-26 14:44:59.05",4747,0,0,0,0,0,0
"2023-05-26 14:44:59.1",4748,0,0,0,0,0,0
"2023-05-26 14:44:59.15",4749,0,0,0,0,0,0
"2023-05-26 14:44:59.2",4750,0,0,0,0,0,0
"2023-05-26 14:44:59.25",4751,0,0,0,0,0,0
"2023-05-26 14:44:59.3",4752,0,0,0,0,0,0
"2023-05-26 14:44:59.35",4753,0,0,0,0,0,0
"2023-05-26 14:44:59.4",4754,0,0,0,0,0,0
"2023-05-26 14:44:59.45",4755,0,0,0,0,0,0
"2023-05-26 14:44:59.5",4756,0,0,0,0,0,0
"2023-05-26 14:44:59.55",4757,0,0,0,0,0,0
"2023-05-26 14:44:59.6",4758,0,0,0,0,0,0
"2023-05-26 14:44:59.65",4759,0,0,0,0,0,0
"2023-05-26 14:44:59.7",4760,0,0,0,0,0,0
"2023-05-26 14:44:59.75",4761,0,0,0,0,0,0
"2023-05-26 14:44:59.8",4762,0,0,0,0,0,0
"2023-05-26 14:44:59.85",4763,0,0,0,0,0,0
"2023-05-26 14:44:59.9",4764,0,0,0,0,0,0
"2023-05-26 14:44:59.95",4765,0,0,0,0,0,0
"2023-05-26 14:45:00",4766,0,0,0,0,0,0
"2023-05-26 14:45:00.05",4767,0,0,0,0,0,0
"2023-05-26 14:45:00.1",4768,0,0,0,0,0,0
"2023-05-26 14:45:00.15",4769,0,0,0,0,0,0
"2023-05-26 14:45:00.2",4770,0,0,0,0,0,0
"2023-05-26 14:45:00.25",4771,0,0,0,0,0,0
"2023-05-26 14:45:00.3",4772,0,0,0,0,0,0
"2023-05-26 14:45:00.35",4773,0,0,0,0,0,0
"2023-05-26 14:45:00.4",4774,0,0,0,0,0,0
"2023-05-26 14:45:00.45",4775,0,0,0,0,0,0
"2023-05-26 14:45:00.5",4776,0,0,0,0,0,0
"2023-05-26 14:45:00.55",4777,0,0,0,0,0,0
"2023-05-26 14:45:00.6",4778,0,0,0,0,0,0
"2023-05-26 14:45:00.65",4779,0,0,0,0,0,0
"2023-05-26 14:45:00.7",4780,0,0,0,0,0,0
"2023-05-26 14:45:00.75",4781,0,0,0,0,0,0
"2023-05-26 14:45:00.8",4782,0,0,0,0,0,0
"2023-05-26 14:45:00.85",4783,0,0,0,0,0,0
"2023-05-26 14:45:00.9",4784,0,0,0,0,0,0
"2023-05-26 14:45:00.95",4785,0,0,0,0,0,0
"2023-05-26 14:45:01",4786,0,0,0,0,0,0
"2023-05-26 14:45:01.05",4787,0,0,0,0,0,0
"2023-05-26 14:45:01.1",4788,0,0,0,0,0,0
"2023-05-26 14:45:01.15",4789,0,0,0,0,0,0
"2023-05-26 14:45:01.2",4790,0,0,0,0,0,0
"2023-05-26 14:45:01.25",4791,0,0,0,0,0,0
"2023-05-26 14:45:01.3",4792,0,0,0,0,0,0
"2023-05-26 14:45:01.35",4793,0,0,0,0,0,0
"2023-05-26 14:45:01.4",4794,0,0,0,0,0,0
"2023-05-26 14:45:01.45",4795,0,0,0,0,0,0
"2023-05-26 14:45:01.5",4796,0,0,0,0,0,0
"2023-05-26 14:45:01.55",4797,0,0,0,0,0,0
"2023-05-26 14:45:01.6",4798,0,0,0,0,0,0
"2023-05-26 14:45:01.65",4799,0,0,0,0,0,0
"2023-05-26 14:45:01.7",4800,0,0,0,0,0,0
"2023-05-26 14:45:01.75",4801,0,0,0,0,0,0
"2023-05-26 14:45:01.8",4802,0,0,0,0,0,0
"2023-05-26 14:45:01.85",4803,0,0,0,0,0,0
"2023-05-26 14:45:01.9",4804,0,0,0,0,0,0
"2023-05-26 14:45:01.95",4805,0,0,0,0,0,0
"2023-05-26 14:45:02",4806,0,0,0,0,0,0
"2023-05-26 14:45:02.05",4807,0,0,0,0,0,0
"2023-05-26 14:45:02.1",4808,0,0,0,0,0,0
"2023-05-26 14:45:02.15",4809,0,0,0,0,0,0
"2023-05-26 14:45:02.2",4810,0,0,0,0,0,0
"2023-05-26 14:45:02.25",4811,0,0,0,0,0,0
"2023-05-26 14:45:02.3",4812,0,0,0,0,0,0
"2023-05-26 14:45:02.35",4813,0,0,0,0,0,0
"2023-05-26 14:45:02.4",4814,0,0,0,0,0,0
"2023-05-26 14:45:02.45",4815,0,0,0,0,0,0
"2023-05-26 14:45:02.5",4816,0,0,0,0,0,0
"2023-05-26 14:45:02.55",4817,0,0,0,0,0,0
"2023-05-26 14:45:02.6",4818,0,0,0,0,0,0
"2023-05-26 14:45:02.65",4819,0,0,0,0,0,0
"2023-05-26 14:45:02.7",4820,0,0,0,0,0,0
"2023-05-26 14:45:02.75",4821,0,0,0,0,0,0
"2023-05-26 14:45:02.8",4822,0,0,0,0,0,0
"2023-05-26 14:45:02.85",4823,0,0,0,0,0,0
"2023-05-26 14:45:02.9",4824,0,0,0,0,0,0
"2023-05-26 14:45:02.95",4825,0,0,0,0,0,0
"2023-05-26 14:45:03",4826,0,0,0,0,0,0
"2023-05-26 14:45:03.05",4827,0,0,0,0,0,0
"2023-05-26 14:45:03.1",4828,0,0,0,0,0,0
"2023-05-26 14:45:03.15",4829,0,0,0,0,0,0
"2023-05-26 14:45:03.2",4830,0,0,0,0,0,0
"2023-05-26 14:45:03.25",4831,0,0,0,0,0,0
"2023-05-26 14:45:03.3",4832,0,0,0,0,0,0
"2023-05-26 14:45:03.35",4833,0,0,0,0,0,0
"2023-05-26 14:45:03.4",4834,0,0,0,0,0,0
"2023-05-26 14:45:03.45",4835,0,0,0,0,0,0
"2023-05-26 14:45:03.5",4836,0,0,0,0,0,0
"2023-05-26 14:45:03.55",4837,0,0,0,0,0,0
"2023-05-26 14:45:03.6",4838,0,0,0,0,0,0
"2023-05-26 14:45:03.65",4839,0,0,0,0,0,0
"2023-05-26 14:45:03.7",4840,0,0,0,0,0,0
"2023-05-26 14:45:03.75",4841,0,0,0,0,0,0
"2023-05-26 14:45:03.8",4842,0,0,0,0,0,0
"2023-05-26 14:45:03.85",4843,0,0,0,0,0,0
"2023-05-26 14:45:03.9",4844,0,0,0,0,0,0
"2023-05-26 14:45:03.95",4845,0,0,0,0,0,0
"2023-05-26 14:45:04",4846,0,0,0,0,0,0
"2023-05-26 14:45:04.05",4847,0,0,0,0,0,0
"2023-05-26 14:45:04.1",4848,0,0,0,0,0,0
"2023-05-26 14:45:04.15",4849,0,0,0,0,0,0
"2023-05-26 14:45:04.2",4850,0,0,0,0,0,0
"2023-05-26 14:45:04.25",4851,0,0,0,0,0,0
"2023-05-26 14:45:04.3",4852,0,0,0,0,0,0
"2023-05-26 14:45:04.35",4853,0,0,0,0,0,0
"2023-05-26 14:45:04.4",4854,0,0,0,0,0,0
"2023-05-26 14:45:04.45",4855,0,0,0,0,0,0
"2023-05-26 14:45:04.5",4856,0,0,0,0,0,0
"2023-05-26 14:45:04.55",4857,0,0,0,0,0,0
"2023-05-26 14:45:04.6",4858,0,0,0,0,0,0
"2023-05-26 14:45:04.65",4859,0,0,0,0,0,0
"2023-05-26 14:45:04.7",4860,0,0,0,0,0,0
"2023-05-26 14:45:04.75",4861,0,0,0,0,0,0
"2023-05-26 14:45:04.8",4862,0,0,0,0,0,0
"2023-05-26 14:45:04.85",4863,0,0,0,0,0,0
"2023-05-26 14:45:04.9",4864,0,0,0,0,0,0
"2023-05-26 14:45:04.95",4865,0,0,0,0,0,0
"2023-05-26 14:45:05",4866,0,0,0,0,0,0
"2023-05-26 14:45:05.05",4867,0,0,0,0,0,0
"2023-05-26 14:45:05.1",4868,0,0,0,0,0,0
"2023-05-26 14:45:05.15",4869,0,0,0,0,0,0
"2023-05-26 14:45:05.2",4870,0,0,0,0,0,0
"2023-05-26 14:45:05.25",4871,0,0,0,0,0,0
"2023-05-26 14:45:05.3",4872,0,0,0,0,0,0
"2023-05-26 14:45:05.35",4873,0,0,0,0,0,0
"2023-05-26 14:45:05.4",4874,0,0,0,0,0,0
"2023-05-26 14:45:05.45",4875,0,0,0,0,0,0
"2023-05-26 14:45:05.5",4876,0,0,0,0,0,0
"2023-05-26 14:45:05.55",4877,0,0,0,0,0,0
"2023-05-26 14:45:05.6",4878,0,0,0,0,0,0
"2023-05-26 14:45:05.65",4879,0,0,0,0,0,0
"2023-05-26 14:45:05.7",4880,0,0,0,0,0,0
"2023-05-26 14:45:05.75",4881,0,0,0,0,0,0
"2023-05-26 14:45:05.8",4882,0,0,0,0,0,0
"2023-05-26 14:45:05.85",4883,0,0,0,0,0,0
"2023-05-26 14:45:05.9",4884,0,0,0,0,0,0
"2023-05-26 14:45:05.95",4885,0,0,0,0,0,0
"2023-05-26 14:45:06",4886,0,0,0,0,0,0
"2023-05-26 14:45:06.05",4887,0,0,0,0,0,0
"2023-05-26 14:45:06.1",4888,0,0,0,0,0,0
"2023-05-26 14:45:06.15",4889,0,0,0,0,0,0
"2023-05-26 14:45:06.2",4890,0,0,0,0,0,0
"2023-05-26 14:45:06.25",4891,0,0,0,0,0,0
"2023-05-26 14:45:06.3",4892,0,0,0,0,0,0
"2023-05-26 14:45:06.35",4893,0,0,0,0,0,0
"2023-05-26 14:45:06.4",4894,0,0,0,0,0,0
"2023-05-26 14:45:06.45",4895,0,0,0,0,0,0
"2023-05-26 14:45:06.5",4896,0,0,0,0,0,0
"2023-05-26 14:45:06.55",4897,0,0,0,0,0,0
"2023-05-26 14:45:06.6",4898,0,0,0,0,0,0
"2023-05-26 14:45:06.65",4899,0,0,0,0,0,0
"2023-05-26 14:45:06.7",4900,0,0,0,0,0,0
"2023-05-26 14:45:06.75",4901,0,0,0,0,0,0
"2023-05-26 14:45:06.8",4902,0,0,0,0,0,0
"2023-05-26 14:45:06.85",4903,0,0,0,0,0,0
"2023-05-26 14:45:06.9",4904,0,0,0,0,0,0
"2023-05-26 14:45:06.95",4905,0,0,0,0,0,0
"2023-05-26 14:45:07",4906,0,0,0,0,0,0
"2023-05-26 14:45:07.05",4907,0,0,0,0,0,0
"2023-05-26 14:45:07.1",4908,0,0,0,0,0,0
"2023-05-26 14:45:07.15",4909,0,0,0,0,0,0
"2023-05-26 14:45:07.2",4910,0,0,0,0,0,0
"2023-05-26 14:45:07.25",4911,0,0,0,0,0,0
"2023-05-26 14:45:07.3",4912,0,0,0,0,0,0
"2023-05-26 14:45:07.35",4913,0,0,0,0,0,0
"2023-05-26 14:45:07.4",4914,0,0,0,0,0,0
"2023-05-26 14:45:07.45",4915,0,0,0,0,0,0
"2023-05-26 14:45:07.5",4916,0,0,0,0,0,0
"2023-05-26 14:45:07.55",4917,0,0,0,0,0,0
"2023-05-26 14:45:07.6",4918,0,0,0,0,0,0
"2023-05-26 14:45:07.65",4919,0,0,0,0,0,0
"2023-05-26 14:45:07.7",4920,0,0,0,0,0,0
"2023-05-26 14:45:07.75",4921,0,0,0,0,0,0
"2023-05-26 14:45:07.8",4922,0,0,0,0,0,0
"2023-05-26 14:45:07.85",4923,0,0,0,0,0,0
"2023-05-26 14:45:07.9",4924,0,0,0,0,0,0
"2023-05-26 14:45:07.95",4925,0,0,0,0,0,0
"2023-05-26 14:45:08",4926,0,0,0,0,0,0
"2023-05-26 14:45:08.05",4927,0,0,0,0,0,0
"2023-05-26 14:45:08.1",4928,0,0,0,0,0,0
"2023-05-26 14:45:08.15",4929,0,0,0,0,0,0
"2023-05-26 14:45:08.2",4930,0,0,0,0,0,0
"2023-05-26 14:45:08.25",4931,0,0,0,0,0,0
"2023-05-26 14:45:08.3",4932,0,0,0,0,0,0
"2023-05-26 14:45:08.35",4933,0,0,0,0,0,0
"2023-05-26 14:45:08.4",4934,0,0,0,0,0,0
"2023-05-26 14:45:08.45",4935,0,0,0,0,0,0
"2023-05-26 14:45:08.5",4936,0,0,0,0,0,0
"2023-05-26 14:45:08.55",4937,0,0,0,0,0,0
"2023-05-26 14:45:08.6",4938,0,0,0,0,0,0
"2023-05-26 14:45:08.65",4939,0,0,0,0,0,0
"2023-05-26 14:45:08.7",4940,0,0,0,0,0,0
"2023-05-26 14:45:08.75",4941,0,0,0,0,0,0
"2023-05-26 14:45:08.8",4942,0,0,0,0,0,0
"2023-05-26 14:45:08.85",4943,0,0,0,0,0,0
"2023-05-26 14:45:08.9",4944,0,0,0,0,0,0
"2023-05-26 14:45:08.95",4945,0,0,0,0,0,0
"2023-05-26 14:45:09",4946,0,0,0,0,0,0
"2023-05-26 14:45:09.05",4947,0,0,0,0,0,0
"2023-05-26 14:45:09.1",4948,0,0,0,0,0,0
"2023-05-26 14:45:09.15",4949,0,0,0,0,0,0
"2023-05-26 14:45:09.2",4950,0,0,0,0,0,0
"2023-05-26 14:45:09.25",4951,0,0,0,0,0,0
"2023-05-26 14:45:09.3",4952,0,0,0,0,0,0
"2023-05-26 14:45:09.35",4953,0,0,0,0,0,0
"2023-05-26 14:45:09.4",4954,0,0,0,0,0,0
"2023-05-26 14:45:09.45",4955,0,0,0,0,0,0
"2023-05-26 14:45:09.5",4956,0,0,0,0,0,0
"2023-05-26 14:45:09.55",4957,0,0,0,0,0,0
"2023-05-26 14:45:09.6",4958,0,0,0,0,0,0
"2023-05-26 14:45:09.65",4959,0,0,0,0,0,0
"2023-05-26 14:45:09.7",4960,0,0,0,0,0,0
"2023-05-26 14:45:09.75",4961,0,0,0,0,0,0
"2023-05-26 14:45:09.8",4962,0,0,0,0,0,0
"2023-05-26 14:45:09.85",4963,0,0,0,0,0,0
"2023-05-26 14:45:09.9",4964,0,0,0,0,0,0
"2023-05-26 14:45:09.95",4965,0,0,0,0,0,0
"2023-05-26 14:45:10",4966,0,0,0,0,0,0
"2023-05-26 14:45:10.05",4967,0,0,0,0,0,0
"2023-05-26 14:45:10.1",4968,0,0,0,0,0,0
"2023-05-26 14:45:10.15",4969,0,0,0,0,0,0
"2023-05-26 14:45:10.2",4970,0,0,0,0,0,0
"2023-05-26 14:45:10.25",4971,0,0,0,0,0,0
"2023-05-26 14:45:10.3",4972,0,0,0,0,0,0
"2023-05-26 14:45:10.35",4973,0,0,0,0,0,0
"2023-05-26 14:45:10.4",4974,0,0,0,0,0,0
"2023-05-26 14:45:10.45",4975,0,0,0,0,0,0
"2023-05-26 14:45:10.5",4976,0,0,0,0,0,0
"2023-05-26 14:45:10.55",4977,0,0,0,0,0,0
"2023-05-26 14:45:10.6",4978,0,0,0,0,0,0
"2023-05-26 14:45:10.65",4979,0,0,0,0,0,0
"2023-05-26 14:45:10.7",4980,0,0,0,0,0,0
"2023-05-26 14:45:10.75",4981,0,0,0,0,0,0
"2023-05-26 14:45:10.8",4982,0,0,0,0,0,0
"2023-05-26 14:45:10.85",4983,0,0,0,0,0,0
"2023-05-26 14:45:10.9",4984,0,0,0,0,0,0
"2023-05-26 14:45:10.95",4985,0,0,0,0,0,0
"2023-05-26 14:45:11",4986,0,0,0,0,0,0
"2023-05-26 14:45:11.05",4987,0,0,0,0,0,0
"2023-05-26 14:45:11.1",4988,0,0,0,0,0,0
"2023-05-26 14:45:11.15",4989,0,0,0,0,0,0
"2023-05-26 14:45:11.2",4990,0,0,0,0,0,0
"2023-05-26 14:45:11.25",4991,0,0,0,0,0,0
"2023-05-26 14:45:11.3",4992,0,0,0,0,0,0
"2023-05-26 14:45:11.35",4993,0,0,0,0,0,0
"2023-05-26 14:45:11.4",4994,0,0,0,0,0,0
"2023-05-26 14:45:11.45",4995,0,0,0,0,0,0
"2023-05-26 14:45:11.5",4996,0,0,0,0,0,0
"2023-05-26 14:45:11.55",4997,0,0,0,0,0,0
"2023-05-26 14:45:11.6",4998,0,0,0,0,0,0
"2023-05-26 14:45:11.65",4999,0,0,0,0,0,0
"2023-05-26 14:45:11.7",5000,0,0,0,0,0,0
"2023-05-26 14:45:11.75",5001,0,0,0,0,0,0
"2023-05-26 14:45:11.8",5002,0,0,0,0,0,0
"2023-05-26 14:45:11.85",5003,0,0,0,0,0,0
"2023-05-26 14:45:11.9",5004,0,0,0,0,0,0
"2023-05-26 14:45:11.95",5005,0,0,0,0,0,0
"2023-05-26 14:45:12",5006,0,0,0,0,0,0
"2023-05-26 14:45:12.05",5007,0,0,0,0,0,0
"2023-05-26 14:45:12.1",5008,0,0,0,0,0,0
"2023-05-26 14:45:12.15",5009,0,0,0,0,0,0
"2023-05-26 14:45:12.2",5010,0,0,0,0,0,0
"2023-05-26 14:45:12.25",5011,0,0,0,0,0,0
"2023-05-26 14:45:12.3",5012,0,0,0,0,0,0
"2023-05-26 14:45:12.35",5013,0,0,0,0,0,0
"2023-05-26 14:45:12.4",5014,0,0,0,0,0,0
"2023-05-26 14:45:12.45",5015,0,0,0,0,0,0
"2023-05-26 14:45:12.5",5016,0,0,0,0,0,0
"2023-05-26 14:45:12.55",5017,0,0,0,0,0,0
"2023-05-26 14:45:12.6",5018,0,0,0,0,0,0
"2023-05-26 14:45:12.65",5019,0,0,0,0,0,0
"2023-05-26 14:45:12.7",5020,0,0,0,0,0,0
"2023-05-26 14:45:12.75",5021,0,0,0,0,0,0
"2023-05-26 14:45:12.8",5022,0,0,0,0,0,0
"2023-05-26 14:45:12.85",5023,0,0,0,0,0,0
"2023-05-26 14:45:12.9",5024,0,0,0,0,0,0
"2023-05-26 14:45:12.95",5025,0,0,0,0,0,0
"2023-05-26 14:45:13",5026,0,0,0,0,0,0
"2023-05-26 14:45:13.05",5027,0,0,0,0,0,0
"2023-05-26 14:45:13.1",5028,0,0,0,0,0,0
"2023-05-26 14:45:13.15",5029,0,0,0,0,0,0
"2023-05-26 14:45:13.2",5030,0,0,0,0,0,0
"2023-05-26 14:45:13.25",5031,0,0,0,0,0,0
"2023-05-26 14:45:13.3",5032,0,0,0,0,0,0
"2023-05-26 14:45:13.35",5033,0,0,0,0,0,0
"2023-05-26 14:45:13.4",5034,0,0,0,0,0,0
"2023-05-26 14:45:13.45",5035,0,0,0,0,0,0
"2023-05-26 14:45:13.5",5036,0,0,0,0,0,0
"2023-05-26 14:45:13.55",5037,0,0,0,0,0,0
"2023-05-26 14:45:13.6",5038,0,0,0,0,0,0
"2023-05-26 14:45:13.65",5039,0,0,0,0,0,0
"2023-05-26 14:45:13.7",5040,0,0,0,0,0,0
"2023-05-26 14:45:13.75",5041,0,0,0,0,0,0
"2023-05-26 14:45:13.8",5042,0,0,0,0,0,0
"2023-05-26 14:45:13.85",5043,0,0,0,0,0,0
"2023-05-26 14:45:13.9",5044,0,0,0,0,0,0
"2023-05-26 14:45:13.95",5045,0,0,0,0,0,0
"2023-05-26 14:45:14",5046,0,0,0,0,0,0
