"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-02 01:02:00",3904,12.80361,18.62686
"2023-06-02 01:04:00",3905,12.81964,18.6171
"2023-06-02 01:06:00",3906,12.80202,18.6131
"2023-06-02 01:08:00",3907,12.81094,18.60208
"2023-06-02 01:10:00",3908,12.79844,18.59631
"2023-06-02 01:12:00",3909,12.81546,18.58276
"2023-06-02 01:14:00",3910,12.8078,18.57507
"2023-06-02 01:16:00",3911,12.81701,18.56165
"2023-06-02 01:18:00",3912,12.80024,18.55386
"2023-06-02 01:20:00",3913,12.80956,18.54102
"2023-06-02 01:22:00",3914,12.80551,18.53473
"2023-06-02 01:24:00",3915,12.81369,18.5224
"2023-06-02 01:26:00",3916,12.80233,18.51633
"2023-06-02 01:28:00",3917,12.81166,18.50415
"2023-06-02 01:30:00",3918,12.79878,18.49817
"2023-06-02 01:32:00",3919,12.8096,18.48569
"2023-06-02 01:34:00",3920,12.80195,18.47864
"2023-06-02 01:36:00",3921,12.81088,18.46613
"2023-06-02 01:38:00",3922,12.79117,18.4599
"2023-06-02 01:40:00",3923,12.8016,18.44788
"2023-06-02 01:42:00",3924,12.79473,18.44196
"2023-06-02 01:44:00",3925,12.80651,18.43094
"2023-06-02 01:46:00",3926,12.79441,18.42657
"2023-06-02 01:48:00",3927,12.79674,18.4162
"2023-06-02 01:50:00",3928,12.78964,18.41193
"2023-06-02 01:52:00",3929,12.80792,18.40128
"2023-06-02 01:54:00",3930,12.79539,18.39572
"2023-06-02 01:56:00",3931,12.80011,18.38428
"2023-06-02 01:58:00",3932,12.78959,18.37921
"2023-06-02 02:00:00",3933,12.79492,18.36829
