"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 13:57:31.7",5066,-0.39,-0.03,0.59,294.56,3,0
"2023-05-27 13:57:31.75",5067,-0.4,-0.02,0.61,294.56,4,0
"2023-05-27 13:57:31.8",5068,-0.39,-0.07,0.68,294.56,5,0
"2023-05-27 13:57:31.85",5069,-0.35,-0.07,0.75,294.56,6,1
"2023-05-27 13:57:31.9",5070,-0.43,-0.05,0.73,294.55,1,10
"2023-05-27 13:57:31.95",5071,-0.31,-0.11,0.66,294.54,2,28
"2023-05-27 13:57:32",5072,-0.24,-0.1,0.62,294.52,3,0
"2023-05-27 13:57:32.05",5073,-0.18,-0.12,0.56,294.53,4,0
"2023-05-27 13:57:32.1",5074,-0.07,-0.04,0.52,294.54,5,0
"2023-05-27 13:57:32.15",5075,0,0.04,0.51,294.54,6,1
"2023-05-27 13:57:32.2",5076,-0.04,0.11,0.53,294.54,1,10
"2023-05-27 13:57:32.25",5077,0.02,0.23,0.53,294.54,2,28
"2023-05-27 13:57:32.3",5078,0.03,0.31,0.61,294.53,3,0
"2023-05-27 13:57:32.35",5079,0.1,0.41,0.49,294.48,4,0
"2023-05-27 13:57:32.4",5080,-0.02,0.47,0.52,294.45,5,0
"2023-05-27 13:57:32.45",5081,-0.05,0.36,0.57,294.46,6,1
"2023-05-27 13:57:32.5",5082,-0.11,0.33,0.61,294.47,1,10
"2023-05-27 13:57:32.55",5083,-0.18,0.38,0.65,294.48,2,28
"2023-05-27 13:57:32.6",5084,-0.29,0.14,0.66,294.51,3,0
"2023-05-27 13:57:32.65",5085,-0.25,0.22,0.7,294.49,4,0
"2023-05-27 13:57:32.7",5086,-0.37,0.31,0.65,294.47,5,0
"2023-05-27 13:57:32.75",5087,-0.27,0.31,0.66,294.46,6,1
"2023-05-27 13:57:32.8",5088,-0.24,0.23,0.54,294.46,1,10
"2023-05-27 13:57:32.85",5089,-0.39,0.25,0.44,294.45,2,28
"2023-05-27 13:57:32.9",5090,-0.44,0.45,0.51,294.46,3,0
"2023-05-27 13:57:32.95",5091,-0.26,0.47,0.57,294.46,4,0
"2023-05-27 13:57:33",5092,-0.03,0.58,0.45,294.46,5,0
"2023-05-27 13:57:33.05",5093,0.04,0.57,0.37,294.46,6,1
"2023-05-27 13:57:33.1",5094,-0.02,0.56,0.31,294.47,1,10
"2023-05-27 13:57:33.15",5095,-0.01,0.64,0.27,294.47,2,28
"2023-05-27 13:57:33.2",5096,0.01,0.72,0.35,294.48,3,0
"2023-05-27 13:57:33.25",5097,-0.07,0.65,0.36,294.48,4,0
"2023-05-27 13:57:33.3",5098,-0.15,0.52,0.39,294.48,5,0
"2023-05-27 13:57:33.35",5099,-0.15,0.54,0.41,294.48,6,1
"2023-05-27 13:57:33.4",5100,-0.17,0.55,0.48,294.47,1,10
"2023-05-27 13:57:33.45",5101,-0.27,0.5,0.48,294.48,2,28
"2023-05-27 13:57:33.5",5102,-0.17,0.39,0.55,294.47,3,0
"2023-05-27 13:57:33.55",5103,-0.01,0.44,0.64,294.47,4,0
"2023-05-27 13:57:33.6",5104,-0.08,0.44,0.71,294.47,5,0
"2023-05-27 13:57:33.65",5105,-0.2,0.42,0.64,294.47,6,1
"2023-05-27 13:57:33.7",5106,-0.15,0.36,0.61,294.48,1,10
"2023-05-27 13:57:33.75",5107,-0.05,0.12,0.6,294.48,2,28
"2023-05-27 13:57:33.8",5108,-0.18,0.05,0.52,294.47,3,0
"2023-05-27 13:57:33.85",5109,-0.17,-0.08,0.49,294.46,4,0
"2023-05-27 13:57:33.9",5110,-0.24,-0.1,0.4,294.45,5,0
"2023-05-27 13:57:33.95",5111,-0.16,-0.03,0.4,294.44,6,1
"2023-05-27 13:57:34",5112,-0.03,0.02,0.35,294.44,1,10
"2023-05-27 13:57:34.05",5113,-0.1,0.07,0.45,294.43,2,28
"2023-05-27 13:57:34.1",5114,-0.1,0.16,0.49,294.41,3,0
"2023-05-27 13:57:34.15",5115,-0.04,0.11,0.46,294.4,4,0
"2023-05-27 13:57:34.2",5116,-0.04,0.06,0.32,294.4,5,0
"2023-05-27 13:57:34.25",5117,-0.02,0.06,0.27,294.39,6,1
"2023-05-27 13:57:34.3",5118,0.08,0.09,0.27,294.41,1,10
"2023-05-27 13:57:34.35",5119,0.05,0.17,0.27,294.41,2,28
"2023-05-27 13:57:34.4",5120,-0.01,0.16,0.3,294.42,3,0
"2023-05-27 13:57:34.45",5121,-0.02,0.22,0.22,294.43,4,0
"2023-05-27 13:57:34.5",5122,-0.02,0.43,0.14,294.41,5,0
"2023-05-27 13:57:34.55",5123,-0.19,0.48,-0.11,294.4,6,1
"2023-05-27 13:57:34.6",5124,-0.14,0.31,-0.33,294.4,1,10
"2023-05-27 13:57:34.65",5125,-0.14,0.38,-0.26,294.41,2,28
"2023-05-27 13:57:34.7",5126,0.11,0.64,0.01,294.38,3,0
