"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-28 04:02:00",394,12.2612,16.62067
"2023-05-28 04:04:00",395,12.27032,16.6182
"2023-05-28 04:06:00",396,12.26798,16.62155
"2023-05-28 04:08:00",397,12.27649,16.61661
"2023-05-28 04:10:00",398,12.26218,16.61752
"2023-05-28 04:12:00",399,12.2695,16.61078
"2023-05-28 04:14:00",400,12.2671,16.6105
"2023-05-28 04:16:00",401,12.27371,16.60333
"2023-05-28 04:18:00",402,12.26493,16.60205
"2023-05-28 04:20:00",403,12.26918,16.59503
"2023-05-28 04:22:00",404,12.25597,16.59479
"2023-05-28 04:24:00",405,12.26396,16.58829
"2023-05-28 04:26:00",406,12.25998,16.58817
"2023-05-28 04:28:00",407,12.26695,16.58151
"2023-05-28 04:30:00",408,12.25852,16.58142
"2023-05-28 04:32:00",409,12.26246,16.57501
"2023-05-28 04:34:00",410,12.25259,16.57507
"2023-05-28 04:36:00",411,12.26794,16.56867
"2023-05-28 04:38:00",412,12.25945,16.56876
"2023-05-28 04:40:00",413,12.26826,16.56216
"2023-05-28 04:42:00",414,12.25379,16.56238
"2023-05-28 04:44:00",415,12.26292,16.55631
"2023-05-28 04:46:00",416,12.2588,16.55634
"2023-05-28 04:48:00",417,12.26404,16.55032
"2023-05-28 04:50:00",418,12.25059,16.55124
"2023-05-28 04:52:00",419,12.2594,16.54617
"2023-05-28 04:54:00",420,12.25118,16.54758
"2023-05-28 04:56:00",421,12.26078,16.54306
"2023-05-28 04:58:00",422,12.25611,16.54474
"2023-05-28 05:00:00",423,12.26205,16.53964
