"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-01 12:00:05",84318,15950.17,79.75086
"2023-06-01 12:00:10",84319,3765.833,18.82916
"2023-06-01 12:00:15",84320,16198.27,80.99133
"2023-06-01 12:00:20",84321,6321.508,31.60754
"2023-06-01 12:00:25",84322,16115.5,80.57749
"2023-06-01 12:00:30",84323,16077.42,80.38708
"2023-06-01 12:00:35",84324,5278.062,26.39031
"2023-06-01 12:00:40",84325,6587.13,32.93565
"2023-06-01 12:00:45",84326,14404.18,72.02093
"2023-06-01 12:00:50",84327,15741.25,78.70625
"2023-06-01 12:00:55",84328,4908.626,24.54313
"2023-06-01 12:01:00",84329,16168.26,80.84129
"2023-06-01 12:01:05",84330,11747.18,58.73592
"2023-06-01 12:01:10",84331,15995.58,79.97788
"2023-06-01 12:01:15",84332,16437.05,82.18523
"2023-06-01 12:01:20",84333,14562.16,72.81081
"2023-06-01 12:01:25",84334,15813.15,79.06575
"2023-06-01 12:01:30",84335,13274.85,66.37424
"2023-06-01 12:01:35",84336,16091.57,80.45783
"2023-06-01 12:01:40",84337,11956.24,59.7812
"2023-06-01 12:01:45",84338,16097.42,80.48708
"2023-06-01 12:01:50",84339,8831.875,44.15938
"2023-06-01 12:01:55",84340,16397.78,81.98892
"2023-06-01 12:02:00",84341,16170.21,80.85105
"2023-06-01 12:02:05",84342,16297.17,81.48585
"2023-06-01 12:02:10",84343,16193.05,80.96526
"2023-06-01 12:02:15",84344,14460.58,72.30292
"2023-06-01 12:02:20",84345,3704.554,18.52277
"2023-06-01 12:02:25",84346,8250.386,41.25194
"2023-06-01 12:02:30",84347,15927.6,79.63798
"2023-06-01 12:02:35",84348,15587.32,77.93662
"2023-06-01 12:02:40",84349,11221.84,56.10919
"2023-06-01 12:02:45",84350,15761.81,78.80908
"2023-06-01 12:02:50",84351,4898.954,24.49477
"2023-06-01 12:02:55",84352,16019.97,80.09983
"2023-06-01 12:03:00",84353,6152.124,30.76062
"2023-06-01 12:03:05",84354,8406.618,42.03309
"2023-06-01 12:03:10",84355,16009.57,80.04786
