"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-01 18:02:00",3694,1011.2,62,19,11.5
"2023-06-01 18:04:00",3695,1011.2,60,19,11.2
"2023-06-01 18:06:00",3696,1011.1,57,18.5,10
"2023-06-01 18:08:00",3697,1011.2,60,18.8,11.1
"2023-06-01 18:10:00",3698,1011.1,59,18.5,10.4
"2023-06-01 18:12:00",3699,1011.1,60,18.5,10.8
"2023-06-01 18:14:00",3700,1011.2,60,18.6,10.9
"2023-06-01 18:16:00",3701,1011.2,59,18.3,10.2
"2023-06-01 18:18:00",3702,1011,61,18.1,10.6
"2023-06-01 18:20:00",3703,1011.1,63,18.1,11.1
"2023-06-01 18:22:00",3704,1011.2,62,18.1,10.8
"2023-06-01 18:24:00",3705,1011.2,62,18.1,10.7
"2023-06-01 18:26:00",3706,1011.3,63,17.9,10.9
"2023-06-01 18:28:00",3707,1011.3,62,17.8,10.5
"2023-06-01 18:30:00",3708,1011.2,62,17.7,10.5
"2023-06-01 18:32:00",3709,1011.3,61,17.7,10.2
"2023-06-01 18:34:00",3710,1011.3,63,17.6,10.7
"2023-06-01 18:36:00",3711,1011.4,63,17.8,10.7
"2023-06-01 18:38:00",3712,1011.4,64,17.8,10.9
"2023-06-01 18:40:00",3713,1011.3,64,17.4,10.7
"2023-06-01 18:42:00",3714,1011.4,65,17.3,10.8
"2023-06-01 18:44:00",3715,1011.4,64,17.2,10.3
"2023-06-01 18:46:00",3716,1011.4,65,17.3,10.8
"2023-06-01 18:48:00",3717,1011.4,63,17.4,10.3
"2023-06-01 18:50:00",3718,1011.4,64,17.4,10.7
"2023-06-01 18:52:00",3719,1011.4,64,17.4,10.7
"2023-06-01 18:54:00",3720,1011.4,65,17.3,10.7
"2023-06-01 18:56:00",3721,1011.4,65,17.4,10.9
"2023-06-01 18:58:00",3722,1011.4,65,17.4,10.7
"2023-06-01 19:00:00",3723,1011.4,64,17.5,10.7
