"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.29 HS50, MS3, IMU Together.CR1X","7948","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-27 08:43:25",0,16.62894,0.0831447
"2023-05-27 08:43:30",1,16.18885,0.08094426
"2023-05-27 08:43:35",2,16.56596,0.08282981
"2023-05-27 08:43:40",3,16.60966,0.0830483
"2023-05-27 08:43:45",4,16.86616,0.08433078
"2023-05-27 08:43:50",5,16.79269,0.08396348
"2023-05-27 08:43:55",6,17.25576,0.0862788
"2023-05-27 08:44:00",7,17.19378,0.08596891
"2023-05-27 08:44:05",8,17.3392,0.08669598
"2023-05-27 08:44:10",9,17.70032,0.08850162
"2023-05-27 08:44:15",10,17.32208,0.08661044
"2023-05-27 08:44:20",11,17.11021,0.08555107
"2023-05-27 08:44:25",12,16.92328,0.08461642
"2023-05-27 08:44:30",13,17.17492,0.0858746
"2023-05-27 08:44:35",14,16.82596,0.08412982
"2023-05-27 08:44:40",15,16.60811,0.08304054
"2023-05-27 08:44:45",16,16.56907,0.08284534
"2023-05-27 08:44:50",17,16.44873,0.08224366
"2023-05-27 08:44:55",18,20.77771,0.1038885
"2023-05-27 08:45:00",19,17.23646,0.08618232
"2023-05-27 08:45:05",20,20.05049,0.1002525
"2023-05-27 08:45:10",21,16.0711,0.08035554
"2023-05-27 08:45:15",22,19.00949,0.09504743
"2023-05-27 08:45:20",23,18.13533,0.09067663
"2023-05-27 08:45:25",24,17.65226,0.08826128
"2023-05-27 08:45:30",25,17.35262,0.08676311
"2023-05-27 08:45:35",26,16.48694,0.08243469
"2023-05-27 08:45:40",27,16.50228,0.08251141
"2023-05-27 08:45:45",28,16.49975,0.08249875
"2023-05-27 08:45:50",29,16.52658,0.0826329
"2023-05-27 08:45:55",30,16.94032,0.08470162
"2023-05-27 08:46:00",31,15.83788,0.0791894
"2023-05-27 08:46:05",32,16.38911,0.08194554
"2023-05-27 08:46:10",33,16.28685,0.08143423
"2023-05-27 08:46:15",34,16.31111,0.08155554
"2023-05-27 08:46:20",35,14.90074,0.07450369
"2023-05-27 08:46:25",36,16.48482,0.08242411
"2023-05-27 08:46:30",37,16.22712,0.08113562
"2023-05-27 08:46:35",38,16.71573,0.08357867
"2023-05-27 08:46:40",39,16.36979,0.08184895
"2023-05-27 08:46:45",40,16.02224,0.08011119
"2023-05-27 08:46:50",41,16.59263,0.08296313
"2023-05-27 08:46:55",42,15.70473,0.07852364
"2023-05-27 08:47:00",43,16.13378,0.08066893
"2023-05-27 08:47:05",44,16.14314,0.08071572
"2023-05-27 08:47:10",45,16.21829,0.08109147
"2023-05-27 08:47:15",46,16.05707,0.08028534
"2023-05-27 08:47:20",47,16.06627,0.08033134
"2023-05-27 08:47:25",48,15.84897,0.07924486
"2023-05-27 08:47:30",49,15.89713,0.07948566
"2023-05-27 08:47:35",50,15.90123,0.07950614
"2023-05-27 08:47:40",51,15.88785,0.07943926
"2023-05-27 08:47:45",52,15.66192,0.07830961
"2023-05-27 08:47:50",53,15.71667,0.07858334
"2023-05-27 08:47:55",54,15.97911,0.07989554
"2023-05-27 08:48:00",55,16.19544,0.08097721
"2023-05-27 08:48:05",56,15.95698,0.0797849
"2023-05-27 08:48:10",57,16.00502,0.08002509
"2023-05-27 08:48:15",58,15.97891,0.07989455
"2023-05-27 08:48:20",59,15.91605,0.07958025
"2023-05-27 08:48:25",60,15.98007,0.07990037
"2023-05-27 08:48:30",61,16.11688,0.08058439
"2023-05-27 08:48:35",62,16.39832,0.08199159
"2023-05-27 08:48:40",63,16.26682,0.08133409
"2023-05-27 08:48:45",64,16.29392,0.08146963
"2023-05-27 08:48:50",65,16.20605,0.08103022
"2023-05-27 08:48:55",66,16.40611,0.08203056
"2023-05-27 08:49:00",67,16.26316,0.08131582
"2023-05-27 08:49:05",68,16.39117,0.08195586
"2023-05-27 08:49:10",69,16.21673,0.08108366
"2023-05-27 08:49:15",70,16.13323,0.08066614
