"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-28 19:00:05",20238,1611.69,8.05845
"2023-05-28 19:00:10",20239,1613.124,8.065618
"2023-05-28 19:00:15",20240,1617.045,8.085223
"2023-05-28 19:00:20",20241,1620.476,8.102378
"2023-05-28 19:00:25",20242,1620.544,8.10272
"2023-05-28 19:00:30",20243,1618.439,8.092194
"2023-05-28 19:00:35",20244,1614.443,8.072214
"2023-05-28 19:00:40",20245,1611.361,8.056804
"2023-05-28 19:00:45",20246,1610.938,8.054692
"2023-05-28 19:00:50",20247,1612.16,8.060802
"2023-05-28 19:00:55",20248,1615.915,8.079577
"2023-05-28 19:01:00",20249,1618.585,8.092924
"2023-05-28 19:01:05",20250,1621.64,8.1082
"2023-05-28 19:01:10",20251,1627.302,8.136509
"2023-05-28 19:01:15",20252,1634.183,8.170918
"2023-05-28 19:01:20",20253,1644.502,8.22251
"2023-05-28 19:01:25",20254,1656.642,8.28321
"2023-05-28 19:01:30",20255,1669.495,8.347476
"2023-05-28 19:01:35",20256,1682.504,8.412519
"2023-05-28 19:01:40",20257,1694.76,8.473801
"2023-05-28 19:01:45",20258,1701.461,8.507307
"2023-05-28 19:01:50",20259,1700.493,8.502464
"2023-05-28 19:01:55",20260,1699.224,8.496122
"2023-05-28 19:02:00",20261,1690.351,8.451758
"2023-05-28 19:02:05",20262,1678.288,8.391442
"2023-05-28 19:02:10",20263,1667.121,8.335606
"2023-05-28 19:02:15",20264,1657.352,8.286759
"2023-05-28 19:02:20",20265,1652.491,8.262457
"2023-05-28 19:02:25",20266,1648.866,8.24433
"2023-05-28 19:02:30",20267,1644.922,8.224612
"2023-05-28 19:02:35",20268,1641.715,8.208574
"2023-05-28 19:02:40",20269,1636.899,8.184497
"2023-05-28 19:02:45",20270,1627.649,8.138245
"2023-05-28 19:02:50",20271,1618.028,8.090138
"2023-05-28 19:02:55",20272,1610.106,8.05053
"2023-05-28 19:03:00",20273,1603.041,8.015206
"2023-05-28 19:03:05",20274,1597.573,7.987867
"2023-05-28 19:03:10",20275,1594.699,7.973495
