"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","57881","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 10:20:45.1",0,0,0,0,0,0,0
"2023-05-27 10:20:45.15",1,-0.39,0.02,0.38,292.04,3,0
"2023-05-27 10:20:45.2",2,-0.38,-0.05,0.41,292.04,4,0
"2023-05-27 10:20:45.25",3,-0.38,-0.16,0.48,292.06,5,0
"2023-05-27 10:20:45.3",4,-0.35,-0.14,0.42,292.08,6,1
"2023-05-27 10:20:45.35",5,-0.34,-0.16,0.35,292.09,1,10
"2023-05-27 10:20:45.4",6,-0.44,-0.24,0.26,292.14,2,28
"2023-05-27 10:20:45.45",7,-0.35,-0.18,0.25,292.15,3,0
"2023-05-27 10:20:45.5",8,-0.28,-0.15,0.32,292.19,4,0
"2023-05-27 10:20:45.55",9,-0.36,-0.25,0.3,292.23,5,0
"2023-05-27 10:20:45.6",10,-0.35,-0.25,0.3,292.25,6,1
"2023-05-27 10:20:45.65",11,-0.37,-0.3,0.34,292.3,1,10
"2023-05-27 10:20:45.7",12,-0.29,-0.32,0.32,292.33,2,28
"2023-05-27 10:20:45.75",13,-0.33,-0.33,0.32,292.33,3,0
"2023-05-27 10:20:45.8",14,-0.31,-0.32,0.33,292.36,4,0
"2023-05-27 10:20:45.85",15,-0.39,-0.3,0.33,292.37,5,0
"2023-05-27 10:20:45.9",16,-0.48,-0.32,0.34,292.48,6,1
"2023-05-27 10:20:45.95",17,-0.55,-0.36,0.32,292.55,1,10
"2023-05-27 10:20:46",18,-0.58,-0.28,0.29,292.54,2,28
"2023-05-27 10:20:46.05",19,-0.67,-0.21,0.26,292.51,3,0
"2023-05-27 10:20:46.1",20,-0.75,-0.18,0.27,292.51,4,0
"2023-05-27 10:20:46.15",21,-0.95,-0.24,0.25,292.39,5,0
"2023-05-27 10:20:46.2",22,-1.07,-0.32,0.32,292.32,6,1
"2023-05-27 10:20:46.25",23,-1.07,-0.4,0.24,292.18,1,10
"2023-05-27 10:20:46.3",24,-0.91,-0.44,0.08,292.12,2,28
"2023-05-27 10:20:46.35",25,-0.8,-0.37,-0.23,292.12,3,0
"2023-05-27 10:20:46.4",26,-0.78,-0.17,-0.09,292.12,4,0
"2023-05-27 10:20:46.45",27,-1.04,-0.03,0.1,292.03,5,0
"2023-05-27 10:20:46.5",28,-1.24,-0.33,0.03,291.93,6,1
"2023-05-27 10:20:46.55",29,-0.92,-0.45,-0.01,291.87,1,10
"2023-05-27 10:20:46.6",30,-0.65,-0.24,-0.15,291.92,2,28
"2023-05-27 10:20:46.65",31,-0.6,-0.07,-0.26,291.89,3,0
"2023-05-27 10:20:46.7",32,-0.54,-0.13,-0.29,291.9,4,0
"2023-05-27 10:20:46.75",33,-0.75,-0.03,-0.43,292.01,5,0
"2023-05-27 10:20:46.8",34,-0.81,0.09,-0.3,292.1,6,1
"2023-05-27 10:20:46.85",35,-0.75,0.19,-0.09,292.08,1,10
"2023-05-27 10:20:46.9",36,-0.57,0.45,-0.1,292.05,2,28
"2023-05-27 10:20:46.95",37,-0.49,0.97,-0.28,292.12,3,0
"2023-05-27 10:20:47",38,-0.41,1.24,-0.4,292.05,4,0
"2023-05-27 10:20:47.05",39,-0.51,1.4,-0.45,291.72,5,0
"2023-05-27 10:20:47.1",40,-0.79,1.59,-0.59,291.53,6,1
"2023-05-27 10:20:47.15",41,-1.05,1.14,-0.5,291.64,1,10
"2023-05-27 10:20:47.2",42,-1.08,1.2,-0.19,291.68,2,28
"2023-05-27 10:20:47.25",43,-0.8,1.22,-0.22,291.6,3,0
"2023-05-27 10:20:47.3",44,-0.69,1.09,-0.11,291.75,4,0
"2023-05-27 10:20:47.35",45,-0.48,1.03,-0.34,291.72,5,0
"2023-05-27 10:20:47.4",46,-0.68,1.03,-0.23,291.71,6,1
"2023-05-27 10:20:47.45",47,-0.84,1.12,-0.11,291.7,1,10
"2023-05-27 10:20:47.5",48,-0.94,1.14,-0.16,291.77,2,28
"2023-05-27 10:20:47.55",49,-0.28,1.29,-0.03,291.84,3,0
"2023-05-27 10:20:47.6",50,-0.28,1.2,-0.29,291.9,4,0
"2023-05-27 10:20:47.65",51,-0.36,1.13,-0.43,291.9,5,0
"2023-05-27 10:20:47.7",52,-0.22,0.94,-0.05,291.91,6,1
"2023-05-27 10:20:47.75",53,-0.32,0.98,-0.32,291.99,1,10
"2023-05-27 10:20:47.8",54,-0.2,0.79,-0.25,291.96,2,28
"2023-05-27 10:20:47.85",55,-0.28,0.83,-0.28,291.98,3,0
"2023-05-27 10:20:47.9",56,-0.23,0.65,-0.44,291.99,4,0
"2023-05-27 10:20:47.95",57,-0.08,0.48,-0.39,291.98,5,0
"2023-05-27 10:20:48",58,-0.16,0.41,-0.37,291.98,6,1
"2023-05-27 10:20:48.05",59,0.05,0.37,-0.36,291.96,1,10
"2023-05-27 10:20:48.1",60,0.04,0.39,-0.35,291.97,2,28
