"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-31 03:02:00",2524,12.35001,18.39984
"2023-05-31 03:04:00",2525,12.37089,18.39801
"2023-05-31 03:06:00",2526,12.35864,18.40149
"2023-05-31 03:08:00",2527,12.36042,18.39587
"2023-05-31 03:10:00",2528,12.34964,18.39651
"2023-05-31 03:12:00",2529,12.36406,18.39072
"2023-05-31 03:14:00",2530,12.35396,18.39017
"2023-05-31 03:16:00",2531,12.36364,18.38348
"2023-05-31 03:18:00",2532,12.35069,18.38235
"2023-05-31 03:20:00",2533,12.35362,18.37549
"2023-05-31 03:22:00",2534,12.34339,18.37473
"2023-05-31 03:24:00",2535,12.35739,18.36835
"2023-05-31 03:26:00",2536,12.35056,18.36737
"2023-05-31 03:28:00",2537,12.35641,18.36032
"2023-05-31 03:30:00",2538,12.34248,18.35965
"2023-05-31 03:32:00",2539,12.34478,18.35153
"2023-05-31 03:34:00",2540,12.34782,18.35001
"2023-05-31 03:36:00",2541,12.35483,18.34244
"2023-05-31 03:38:00",2542,12.34428,18.33972
"2023-05-31 03:40:00",2543,12.3491,18.33057
"2023-05-31 03:42:00",2544,12.33771,18.32922
"2023-05-31 03:44:00",2545,12.35213,18.32162
"2023-05-31 03:46:00",2546,12.34071,18.32019
"2023-05-31 03:48:00",2547,12.34896,18.31204
"2023-05-31 03:50:00",2548,12.33151,18.31128
"2023-05-31 03:52:00",2549,12.34078,18.3046
"2023-05-31 03:54:00",2550,12.33182,18.30426
"2023-05-31 03:56:00",2551,12.34072,18.29794
"2023-05-31 03:58:00",2552,12.33255,18.29721
"2023-05-31 04:00:00",2553,12.32806,18.29001
