"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-01 00:02:00",3154,1010,80,12.8,9.5
"2023-06-01 00:04:00",3155,1010,81,12.8,9.7
"2023-06-01 00:06:00",3156,1010.1,80,12.8,9.5
"2023-06-01 00:08:00",3157,1010,81,12.8,9.7
"2023-06-01 00:10:00",3158,1010,82,12.8,9.9
"2023-06-01 00:12:00",3159,1010,81,12.8,9.7
"2023-06-01 00:14:00",3160,1010,81,12.8,9.8
"2023-06-01 00:16:00",3161,1010,81,12.8,9.8
"2023-06-01 00:18:00",3162,1010,81,12.8,9.6
"2023-06-01 00:20:00",3163,1010,81,12.8,9.7
"2023-06-01 00:22:00",3164,1009.9,80,12.8,9.6
"2023-06-01 00:24:00",3165,1010,81,12.8,9.6
"2023-06-01 00:26:00",3166,1009.9,83,12.9,10.1
"2023-06-01 00:28:00",3167,1009.9,81,12.9,9.8
"2023-06-01 00:30:00",3168,1009.9,81,12.8,9.7
"2023-06-01 00:32:00",3169,1009.9,82,12.8,9.9
"2023-06-01 00:34:00",3170,1009.9,81,12.8,9.8
"2023-06-01 00:36:00",3171,1009.9,82,12.9,9.9
"2023-06-01 00:38:00",3172,1009.9,82,12.9,9.9
"2023-06-01 00:40:00",3173,1009.9,80,12.8,9.6
"2023-06-01 00:42:00",3174,1009.9,82,12.9,9.9
"2023-06-01 00:44:00",3175,1009.9,81,12.8,9.8
"2023-06-01 00:46:00",3176,1009.9,82,12.8,9.9
"2023-06-01 00:48:00",3177,1009.8,82,12.8,9.9
"2023-06-01 00:50:00",3178,1009.9,81,12.8,9.6
"2023-06-01 00:52:00",3179,1009.8,82,12.8,9.9
"2023-06-01 00:54:00",3180,1009.9,82,12.9,10
"2023-06-01 00:56:00",3181,1009.8,80,12.8,9.6
"2023-06-01 00:58:00",3182,1009.8,81,12.8,9.7
"2023-06-01 01:00:00",3183,1009.8,83,12.8,10
