"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 12:33:04.9",0,0,0,0,0,0,0
"2023-05-27 12:33:04.95",1,-0.03,0.32,0.03,294.73,1,10
"2023-05-27 12:33:05",2,-0.05,0.31,0.03,294.75,2,28
"2023-05-27 12:33:05.05",3,-0.05,0.32,0.03,294.76,3,0
"2023-05-27 12:33:05.1",4,-0.08,0.29,0.01,294.76,4,0
"2023-05-27 12:33:05.15",5,-0.12,0.28,-0.02,294.75,5,0
"2023-05-27 12:33:05.2",6,-0.15,0.26,0.01,294.76,6,1
"2023-05-27 12:33:05.25",7,-0.22,0.21,-0.02,294.74,1,10
"2023-05-27 12:33:05.3",8,-0.16,0.21,-0.01,294.73,2,28
"2023-05-27 12:33:05.35",9,-0.13,0.2,-0.02,294.74,3,0
"2023-05-27 12:33:05.4",10,-0.09,0.22,-0.06,294.73,4,0
"2023-05-27 12:33:05.45",11,-0.13,0.23,-0.04,294.71,5,0
"2023-05-27 12:33:05.5",12,-0.12,0.23,-0.04,294.71,6,1
"2023-05-27 12:33:05.55",13,-0.07,0.19,-0.06,294.7,1,10
"2023-05-27 12:33:05.6",14,-0.08,0.2,-0.07,294.69,2,28
"2023-05-27 12:33:05.65",15,-0.11,0.26,-0.06,294.68,3,0
"2023-05-27 12:33:05.7",16,-0.15,0.26,-0.02,294.67,4,0
"2023-05-27 12:33:05.75",17,-0.17,0.24,0.02,294.66,5,0
"2023-05-27 12:33:05.8",18,-0.1,0.2,0.06,294.66,6,1
"2023-05-27 12:33:05.85",19,-0.14,0.16,0.03,294.66,1,10
"2023-05-27 12:33:05.9",20,-0.23,0.16,-0.01,294.66,2,28
"2023-05-27 12:33:05.95",21,-0.22,0.22,0.04,294.66,3,0
"2023-05-27 12:33:06",22,-0.22,0.22,0.11,294.65,4,0
"2023-05-27 12:33:06.05",23,-0.18,0.23,0.16,294.66,5,0
"2023-05-27 12:33:06.1",24,-0.1,0.21,0.17,294.66,6,1
"2023-05-27 12:33:06.15",25,-0.08,0.25,0.18,294.67,1,10
"2023-05-27 12:33:06.2",26,-0.16,0.3,0.18,294.67,2,28
"2023-05-27 12:33:06.25",27,-0.18,0.28,0.18,294.67,3,0
"2023-05-27 12:33:06.3",28,-0.18,0.28,0.19,294.67,4,0
"2023-05-27 12:33:06.35",29,-0.19,0.3,0.19,294.68,5,0
"2023-05-27 12:33:06.4",30,-0.17,0.32,0.17,294.68,6,1
"2023-05-27 12:33:06.45",31,-0.14,0.4,0.13,294.69,1,10
"2023-05-27 12:33:06.5",32,-0.14,0.56,0.06,294.74,2,28
"2023-05-27 12:33:06.55",33,-0.3,0.52,-0.1,294.84,3,0
"2023-05-27 12:33:06.6",34,-0.22,0.54,-0.21,294.88,4,0
"2023-05-27 12:33:06.65",35,-0.19,0.63,-0.29,294.86,5,0
"2023-05-27 12:33:06.7",36,-0.16,0.63,-0.34,294.85,6,1
"2023-05-27 12:33:06.75",37,-0.12,0.83,-0.33,294.88,1,10
"2023-05-27 12:33:06.8",38,-0.15,0.82,-0.21,294.86,2,28
"2023-05-27 12:33:06.85",39,-0.06,0.81,-0.05,294.84,3,0
"2023-05-27 12:33:06.9",40,-0.04,0.92,0.02,294.82,4,0
"2023-05-27 12:33:06.95",41,0.1,0.9,0.05,294.8,5,0
"2023-05-27 12:33:07",42,0.03,0.74,0.07,294.82,6,1
"2023-05-27 12:33:07.05",43,-0.31,0.67,0.17,294.84,1,10
"2023-05-27 12:33:07.1",44,-0.29,0.57,-0.11,294.87,2,28
"2023-05-27 12:33:07.15",45,-0.13,0.52,-0.17,294.88,3,0
"2023-05-27 12:33:07.2",46,-0.12,0.56,-0.23,294.88,4,0
"2023-05-27 12:33:07.25",47,-0.16,0.63,-0.21,294.85,5,0
"2023-05-27 12:33:07.3",48,-0.23,0.62,-0.17,294.84,6,1
"2023-05-27 12:33:07.35",49,-0.29,0.59,-0.25,294.8,1,10
"2023-05-27 12:33:07.4",50,-0.33,0.72,-0.38,294.7,2,28
"2023-05-27 12:33:07.45",51,-0.36,0.65,-0.34,294.62,3,0
"2023-05-27 12:33:07.5",52,-0.38,0.5,-0.46,294.45,4,0
"2023-05-27 12:33:07.55",53,0.04,0.87,-0.38,294.45,5,0
"2023-05-27 12:33:07.6",54,0.12,0.89,-0.47,294.31,6,1
"2023-05-27 12:33:07.65",55,-0.05,0.82,-0.4,294.2,1,10
"2023-05-27 12:33:07.7",56,-0.25,0.64,-0.68,294.24,2,28
"2023-05-27 12:33:07.75",57,-0.34,0.82,-0.67,294.24,3,0
"2023-05-27 12:33:07.8",58,-0.31,0.53,-0.59,294.25,4,0
"2023-05-27 12:33:07.85",59,-0.31,0.3,-0.64,294.25,5,0
"2023-05-27 12:33:07.9",60,-0.22,0.3,-0.55,294.29,6,1
"2023-05-27 12:33:07.95",61,-0.3,0.16,-0.57,294.35,1,10
