"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-31 22:02:00",3094,1009.8,79,13.6,10.1
"2023-05-31 22:04:00",3095,1009.8,80,13.7,10.4
"2023-05-31 22:06:00",3096,1009.7,79,13.6,10.1
"2023-05-31 22:08:00",3097,1009.8,78,13.5,9.9
"2023-05-31 22:10:00",3098,1009.8,79,13.5,9.9
"2023-05-31 22:12:00",3099,1009.8,78,13.5,9.8
"2023-05-31 22:14:00",3100,1009.8,79,13.4,9.9
"2023-05-31 22:16:00",3101,1009.8,79,13.4,9.8
"2023-05-31 22:18:00",3102,1009.8,80,13.4,10.1
"2023-05-31 22:20:00",3103,1009.8,78,13.3,9.7
"2023-05-31 22:22:00",3104,1009.9,79,13.3,9.7
"2023-05-31 22:24:00",3105,1009.9,79,13.3,9.8
"2023-05-31 22:26:00",3106,1010,79,13.3,9.8
"2023-05-31 22:28:00",3107,1009.9,79,13.4,9.9
"2023-05-31 22:30:00",3108,1010,81,13.4,10.2
"2023-05-31 22:32:00",3109,1009.9,80,13.3,10
"2023-05-31 22:34:00",3110,1009.9,81,13.4,10.3
"2023-05-31 22:36:00",3111,1009.9,82,13.5,10.6
"2023-05-31 22:38:00",3112,1009.9,80,13.4,10.1
"2023-05-31 22:40:00",3113,1009.9,80,13.4,10.1
"2023-05-31 22:42:00",3114,1009.9,79,13.3,9.8
"2023-05-31 22:44:00",3115,1009.9,81,13.3,10.2
"2023-05-31 22:46:00",3116,1009.9,80,13.3,10.1
"2023-05-31 22:48:00",3117,1009.9,81,13.4,10.2
"2023-05-31 22:50:00",3118,1009.8,80,13.3,10.1
"2023-05-31 22:52:00",3119,1009.8,79,13.3,9.8
"2023-05-31 22:54:00",3120,1009.8,80,13.3,10
"2023-05-31 22:56:00",3121,1009.8,80,13.2,9.9
"2023-05-31 22:58:00",3122,1009.9,82,13.3,10.3
"2023-05-31 23:00:00",3123,1009.9,80,13.3,9.9
