"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-01 04:00:05",78558,0,0
"2023-06-01 04:00:10",78559,0,0
"2023-06-01 04:00:15",78560,0,0
"2023-06-01 04:00:20",78561,0,0
"2023-06-01 04:00:25",78562,0,0
"2023-06-01 04:00:30",78563,0,0
"2023-06-01 04:00:35",78564,0,0
"2023-06-01 04:00:40",78565,0,0
"2023-06-01 04:00:45",78566,0,0
"2023-06-01 04:00:50",78567,0,0
"2023-06-01 04:00:55",78568,0,0
"2023-06-01 04:01:00",78569,0,0
"2023-06-01 04:01:05",78570,0,0
"2023-06-01 04:01:10",78571,0,0
"2023-06-01 04:01:15",78572,0,0
"2023-06-01 04:01:20",78573,0,0
"2023-06-01 04:01:25",78574,0,0
"2023-06-01 04:01:30",78575,0,0
"2023-06-01 04:01:35",78576,0,0
"2023-06-01 04:01:40",78577,0,0
"2023-06-01 04:01:45",78578,0,0
"2023-06-01 04:01:50",78579,0,0
"2023-06-01 04:01:55",78580,0,0
"2023-06-01 04:02:00",78581,0,0
"2023-06-01 04:02:05",78582,0,0
"2023-06-01 04:02:10",78583,0,0
"2023-06-01 04:02:15",78584,0,0
"2023-06-01 04:02:20",78585,0,0
"2023-06-01 04:02:25",78586,0,0
"2023-06-01 04:02:30",78587,0,0
"2023-06-01 04:02:35",78588,0,0
"2023-06-01 04:02:40",78589,0,0
"2023-06-01 04:02:45",78590,0,0
"2023-06-01 04:02:50",78591,0,0
"2023-06-01 04:02:55",78592,0,0
"2023-06-01 04:03:00",78593,0,0
"2023-06-01 04:03:05",78594,0,0
"2023-06-01 04:03:10",78595,0,0
"2023-06-01 04:03:15",78596,0,0
"2023-06-01 04:03:20",78597,0,0
"2023-06-01 04:03:25",78598,0,0
"2023-06-01 04:03:30",78599,0,0
"2023-06-01 04:03:35",78600,0,0
"2023-06-01 04:03:40",78601,0,0
"2023-06-01 04:03:45",78602,0,0
"2023-06-01 04:03:50",78603,0,0
"2023-06-01 04:03:55",78604,0,0
"2023-06-01 04:04:00",78605,0,0
"2023-06-01 04:04:05",78606,0,0
