"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-31 01:02:00",2464,12.4096,18.673
"2023-05-31 01:04:00",2465,12.42705,18.66861
"2023-05-31 01:06:00",2466,12.41847,18.67068
"2023-05-31 01:08:00",2467,12.43287,18.6665
"2023-05-31 01:10:00",2468,12.42098,18.66678
"2023-05-31 01:12:00",2469,12.43081,18.66104
"2023-05-31 01:14:00",2470,12.41421,18.66046
"2023-05-31 01:16:00",2471,12.42189,18.65491
"2023-05-31 01:18:00",2472,12.41773,18.65393
"2023-05-31 01:20:00",2473,12.42249,18.64618
"2023-05-31 01:22:00",2474,12.41348,18.64432
"2023-05-31 01:24:00",2475,12.41722,18.63672
"2023-05-31 01:26:00",2476,12.40928,18.63538
"2023-05-31 01:28:00",2477,12.42186,18.62744
"2023-05-31 01:30:00",2478,12.41036,18.62592
"2023-05-31 01:32:00",2479,12.41926,18.61926
"2023-05-31 01:34:00",2480,12.40579,18.61874
"2023-05-31 01:36:00",2481,12.41199,18.61267
"2023-05-31 01:38:00",2482,12.3913,18.61292
"2023-05-31 01:40:00",2483,12.41197,18.60696
"2023-05-31 01:42:00",2484,12.40222,18.60504
"2023-05-31 01:44:00",2485,12.40901,18.59573
"2023-05-31 01:46:00",2486,12.3936,18.59207
"2023-05-31 01:48:00",2487,12.4003,18.58224
"2023-05-31 01:50:00",2488,12.39694,18.58041
"2023-05-31 01:52:00",2489,12.40514,18.57169
"2023-05-31 01:54:00",2490,12.39915,18.56897
"2023-05-31 01:56:00",2491,12.40083,18.56015
"2023-05-31 01:58:00",2492,12.3875,18.55743
"2023-05-31 02:00:00",2493,12.391,18.54831
