"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-31 15:00:05",69198,14812.19,74.06094
"2023-05-31 15:00:10",69199,15185.18,75.92589
"2023-05-31 15:00:15",69200,15452.3,77.26152
"2023-05-31 15:00:20",69201,14100.26,70.50129
"2023-05-31 15:00:25",69202,15164.4,75.82199
"2023-05-31 15:00:30",69203,14344.26,71.72128
"2023-05-31 15:00:35",69204,15310.24,76.55118
"2023-05-31 15:00:40",69205,14572.57,72.86286
"2023-05-31 15:00:45",69206,14380.15,71.90074
"2023-05-31 15:00:50",69207,15203.8,76.01901
"2023-05-31 15:00:55",69208,15101.06,75.50533
"2023-05-31 15:01:00",69209,14651.19,73.25594
"2023-05-31 15:01:05",69210,14854.19,74.27094
"2023-05-31 15:01:10",69211,14669.66,73.34828
"2023-05-31 15:01:15",69212,15252.29,76.26146
"2023-05-31 15:01:20",69213,15000.16,75.00081
"2023-05-31 15:01:25",69214,15111.25,75.55625
"2023-05-31 15:01:30",69215,15013.61,75.06805
"2023-05-31 15:01:35",69216,14803.92,74.01962
"2023-05-31 15:01:40",69217,15306.58,76.53291
"2023-05-31 15:01:45",69218,14281.34,71.4067
"2023-05-31 15:01:50",69219,14630.87,73.15438
"2023-05-31 15:01:55",69220,14896.86,74.4843
"2023-05-31 15:02:00",69221,14821.57,74.10787
"2023-05-31 15:02:05",69222,14312.12,71.56058
"2023-05-31 15:02:10",69223,15220.87,76.10437
"2023-05-31 15:02:15",69224,14878.28,74.39139
"2023-05-31 15:02:20",69225,14892.17,74.46086
"2023-05-31 15:02:25",69226,14739.12,73.6956
"2023-05-31 15:02:30",69227,15027.9,75.13953
"2023-05-31 15:02:35",69228,14466.81,72.33405
"2023-05-31 15:02:40",69229,15024.58,75.12291
"2023-05-31 15:02:45",69230,15293.11,76.46556
"2023-05-31 15:02:50",69231,14549.69,72.74843
"2023-05-31 15:02:55",69232,14884.11,74.42057
"2023-05-31 15:03:00",69233,15365.84,76.8292
"2023-05-31 15:03:05",69234,15115.93,75.57962
"2023-05-31 15:03:10",69235,14397.19,71.98593
