"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-30 07:02:00",1924,1013.5,80,13.6,10.4
"2023-05-30 07:04:00",1925,1013.6,79,13.7,10.2
"2023-05-30 07:06:00",1926,1013.6,79,13.7,10.2
"2023-05-30 07:08:00",1927,1013.6,79,13.8,10.4
"2023-05-30 07:10:00",1928,1013.6,80,13.8,10.5
"2023-05-30 07:12:00",1929,1013.6,79,13.8,10.2
"2023-05-30 07:14:00",1930,1013.6,79,13.9,10.4
"2023-05-30 07:16:00",1931,1013.6,80,13.9,10.5
"2023-05-30 07:18:00",1932,1013.7,79,13.9,10.4
"2023-05-30 07:20:00",1933,1013.7,79,14,10.5
"2023-05-30 07:22:00",1934,1013.7,81,14,10.9
"2023-05-30 07:24:00",1935,1013.6,81,13.9,10.7
"2023-05-30 07:26:00",1936,1013.7,78,13.9,10.2
"2023-05-30 07:28:00",1937,1013.7,78,14,10.3
"2023-05-30 07:30:00",1938,1013.8,77,14.1,10.3
"2023-05-30 07:32:00",1939,1013.8,77,14.1,10.2
"2023-05-30 07:34:00",1940,1013.8,79,14.1,10.6
"2023-05-30 07:36:00",1941,1013.8,78,14.1,10.3
"2023-05-30 07:38:00",1942,1013.8,78,14.1,10.4
"2023-05-30 07:40:00",1943,1013.8,77,14.1,10.3
"2023-05-30 07:42:00",1944,1013.8,77,14.1,10.2
"2023-05-30 07:44:00",1945,1013.8,77,14.1,10.3
"2023-05-30 07:46:00",1946,1013.8,77,14.1,10.1
"2023-05-30 07:48:00",1947,1013.8,77,14.1,10.2
"2023-05-30 07:50:00",1948,1013.8,77,14.1,10.3
"2023-05-30 07:52:00",1949,1013.9,77,14.1,10.3
"2023-05-30 07:54:00",1950,1013.9,78,14.1,10.3
"2023-05-30 07:56:00",1951,1013.9,78,14,10.3
"2023-05-30 07:58:00",1952,1013.9,79,14,10.5
"2023-05-30 08:00:00",1953,1013.9,78,13.9,10.2
