"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-28 13:02:00",664,12.83728,22.1933
"2023-05-28 13:04:00",665,12.84161,22.23459
"2023-05-28 13:06:00",666,12.83515,22.27283
"2023-05-28 13:08:00",667,12.84908,22.29852
"2023-05-28 13:10:00",668,12.84421,22.32504
"2023-05-28 13:12:00",669,12.85678,22.34381
"2023-05-28 13:14:00",670,12.86269,22.36807
"2023-05-28 13:16:00",671,12.88376,22.38782
"2023-05-28 13:18:00",672,12.87674,22.41333
"2023-05-28 13:20:00",673,12.88888,22.43326
"2023-05-28 13:22:00",674,12.87352,22.45837
"2023-05-28 13:24:00",675,12.88453,22.4772
"2023-05-28 13:26:00",676,12.88067,22.50116
"2023-05-28 13:28:00",677,12.89181,22.51981
"2023-05-28 13:30:00",678,12.88368,22.54517
"2023-05-28 13:32:00",679,12.89036,22.56497
"2023-05-28 13:34:00",680,12.88258,22.59061
"2023-05-28 13:36:00",681,12.89709,22.61121
"2023-05-28 13:38:00",682,12.90297,22.63892
"2023-05-28 13:40:00",683,12.90571,22.66443
"2023-05-28 13:42:00",684,12.89357,22.69553
"2023-05-28 13:44:00",685,12.89668,22.7197
"2023-05-28 13:46:00",686,12.88153,22.74774
"2023-05-28 13:48:00",687,12.90092,22.76877
"2023-05-28 13:50:00",688,12.8939,22.79648
"2023-05-28 13:52:00",689,12.89891,22.81891
"2023-05-28 13:54:00",690,12.87397,22.84473
"2023-05-28 13:56:00",691,12.87986,22.86163
"2023-05-28 13:58:00",692,12.87138,22.88055
"2023-05-28 14:00:00",693,12.87682,22.8912
