"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-29 19:00:05",37518,2318.424,11.59212
"2023-05-29 19:00:10",37519,2338.338,11.69169
"2023-05-29 19:00:15",37520,2338.749,11.69375
"2023-05-29 19:00:20",37521,2336.412,11.68206
"2023-05-29 19:00:25",37522,2318.777,11.59389
"2023-05-29 19:00:30",37523,2299.798,11.49899
"2023-05-29 19:00:35",37524,2279.643,11.39822
"2023-05-29 19:00:40",37525,2263.198,11.31599
"2023-05-29 19:00:45",37526,2262.378,11.31189
"2023-05-29 19:00:50",37527,2266.879,11.3344
"2023-05-29 19:00:55",37528,2275.432,11.37716
"2023-05-29 19:01:00",37529,2285.701,11.4285
"2023-05-29 19:01:05",37530,2293.424,11.46712
"2023-05-29 19:01:10",37531,2295.524,11.47762
"2023-05-29 19:01:15",37532,2294.083,11.47041
"2023-05-29 19:01:20",37533,2291.438,11.45719
"2023-05-29 19:01:25",37534,2285.267,11.42633
"2023-05-29 19:01:30",37535,2262.852,11.31426
"2023-05-29 19:01:35",37536,2240.204,11.20102
"2023-05-29 19:01:40",37537,2228.741,11.14371
"2023-05-29 19:01:45",37538,2215.84,11.0792
"2023-05-29 19:01:50",37539,2191.597,10.95799
"2023-05-29 19:01:55",37540,2149.939,10.7497
"2023-05-29 19:02:00",37541,2085.145,10.42573
"2023-05-29 19:02:05",37542,2012.102,10.06051
"2023-05-29 19:02:10",37543,1925.316,9.626582
"2023-05-29 19:02:15",37544,1835.433,9.177167
"2023-05-29 19:02:20",37545,1741.246,8.706231
"2023-05-29 19:02:25",37546,1647.523,8.237617
"2023-05-29 19:02:30",37547,1564.425,7.822126
"2023-05-29 19:02:35",37548,1482.35,7.411752
"2023-05-29 19:02:40",37549,1400.99,7.004953
"2023-05-29 19:02:45",37550,1330.682,6.653411
"2023-05-29 19:02:50",37551,1266.432,6.332159
"2023-05-29 19:02:55",37552,1227.723,6.138613
"2023-05-29 19:03:00",37553,1209.371,6.046853
"2023-05-29 19:03:05",37554,1198.246,5.991229
"2023-05-29 19:03:10",37555,1178.844,5.894218
