"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-01 15:02:00",3604,1011.5,61,19.9,12.1
"2023-06-01 15:04:00",3605,1011.6,60,19.9,12
"2023-06-01 15:06:00",3606,1011.6,60,20,12.3
"2023-06-01 15:08:00",3607,1011.6,60,20.1,12.1
"2023-06-01 15:10:00",3608,1011.6,60,20.1,12.1
"2023-06-01 15:12:00",3609,1011.6,60,20.1,12.2
"2023-06-01 15:14:00",3610,1011.6,59,20.2,12
"2023-06-01 15:16:00",3611,1011.5,63,19.9,12.7
"2023-06-01 15:18:00",3612,1011.4,60,19.9,12
"2023-06-01 15:20:00",3613,1011.5,59,20.2,12
"2023-06-01 15:22:00",3614,1011.6,60,20.3,12.5
"2023-06-01 15:24:00",3615,1011.4,63,19.7,12.5
"2023-06-01 15:26:00",3616,1011.5,64,20.1,13.1
"2023-06-01 15:28:00",3617,1011.3,64,19.6,12.6
"2023-06-01 15:30:00",3618,1011.4,62,20,12.7
"2023-06-01 15:32:00",3619,1011.5,62,20.3,12.9
"2023-06-01 15:34:00",3620,1011.5,59,20.2,12.2
"2023-06-01 15:36:00",3621,1011.5,60,20.2,12.3
"2023-06-01 15:38:00",3622,1011.5,58,20.2,11.9
"2023-06-01 15:40:00",3623,1011.4,59,20.2,12.2
"2023-06-01 15:42:00",3624,1011.6,59,20.5,12.4
"2023-06-01 15:44:00",3625,1011.5,60,20.3,12.3
"2023-06-01 15:46:00",3626,1011.5,60,20.4,12.5
"2023-06-01 15:48:00",3627,1011.5,58,20.3,11.8
"2023-06-01 15:50:00",3628,1011.5,59,20.3,12.2
"2023-06-01 15:52:00",3629,1011.5,59,20.5,12.2
"2023-06-01 15:54:00",3630,1011.5,58,20.4,12
"2023-06-01 15:56:00",3631,1011.5,59,20.5,12.3
"2023-06-01 15:58:00",3632,1011.4,59,20.5,12.3
"2023-06-01 16:00:00",3633,1011.5,57,20.2,11.5
