"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-01 10:02:00",3454,1012.4,73,15.5,10.9
"2023-06-01 10:04:00",3455,1012.4,71,15.7,10.6
"2023-06-01 10:06:00",3456,1012.4,71,15.8,10.7
"2023-06-01 10:08:00",3457,1012.3,70,15.8,10.5
"2023-06-01 10:10:00",3458,1012.4,74,15.8,11.3
"2023-06-01 10:12:00",3459,1012.3,72,15.6,10.6
"2023-06-01 10:14:00",3460,1012.3,74,15.6,11
"2023-06-01 10:16:00",3461,1012.4,73,15.7,10.9
"2023-06-01 10:18:00",3462,1012.4,72,15.6,10.8
"2023-06-01 10:20:00",3463,1012.4,71,15.7,10.6
"2023-06-01 10:22:00",3464,1012.5,73,15.7,10.9
"2023-06-01 10:24:00",3465,1012.4,72,15.7,10.8
"2023-06-01 10:26:00",3466,1012.4,72,15.7,10.7
"2023-06-01 10:28:00",3467,1012.4,74,15.7,11.3
"2023-06-01 10:30:00",3468,1012.4,74,15.7,11.2
"2023-06-01 10:32:00",3469,1012.4,72,15.7,10.8
"2023-06-01 10:34:00",3470,1012.5,72,15.6,10.7
"2023-06-01 10:36:00",3471,1012.5,74,15.7,11.1
"2023-06-01 10:38:00",3472,1012.5,72,15.6,10.7
"2023-06-01 10:40:00",3473,1012.5,73,15.7,11
"2023-06-01 10:42:00",3474,1012.5,72,15.7,10.8
"2023-06-01 10:44:00",3475,1012.5,73,15.8,11.1
"2023-06-01 10:46:00",3476,1012.5,71,15.8,10.6
"2023-06-01 10:48:00",3477,1012.5,73,15.9,11.1
"2023-06-01 10:50:00",3478,1012.5,72,15.8,10.8
"2023-06-01 10:52:00",3479,1012.4,71,15.8,10.6
"2023-06-01 10:54:00",3480,1012.5,72,15.9,10.9
"2023-06-01 10:56:00",3481,1012.4,70,15.9,10.5
"2023-06-01 10:58:00",3482,1012.4,71,15.9,10.7
"2023-06-01 11:00:00",3483,1012.5,72,16,11.1
