"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-30 11:00:05",49038,20613.28,103.0664
"2023-05-30 11:00:10",49039,17899.71,89.49858
"2023-05-30 11:00:15",49040,16954.68,84.77343
"2023-05-30 11:00:20",49041,17428.61,87.14304
"2023-05-30 11:00:25",49042,17610.25,88.05127
"2023-05-30 11:00:30",49043,17781.27,88.90636
"2023-05-30 11:00:35",49044,17681.83,88.40916
"2023-05-30 11:00:40",49045,18230.43,91.15214
"2023-05-30 11:00:45",49046,16517.91,82.58956
"2023-05-30 11:00:50",49047,15584.28,77.92139
"2023-05-30 11:00:55",49048,14725.98,73.6299
"2023-05-30 11:01:00",49049,14526.02,72.6301
"2023-05-30 11:01:05",49050,14124.83,70.62414
"2023-05-30 11:01:10",49051,13817.19,69.08597
"2023-05-30 11:01:15",49052,13922.23,69.61118
"2023-05-30 11:01:20",49053,14392.03,71.96015
"2023-05-30 11:01:25",49054,13120.83,65.60415
"2023-05-30 11:01:30",49055,13725.69,68.62844
"2023-05-30 11:01:35",49056,21420.3,107.1015
"2023-05-30 11:01:40",49057,23372.15,116.8608
"2023-05-30 11:01:45",49058,15473.43,77.36717
"2023-05-30 11:01:50",49059,16022.77,80.11388
"2023-05-30 11:01:55",49060,17641.08,88.20543
"2023-05-30 11:02:00",49061,18179.1,90.89552
"2023-05-30 11:02:05",49062,15587.95,77.93974
"2023-05-30 11:02:10",49063,14451.51,72.25757
"2023-05-30 11:02:15",49064,14969.55,74.84774
"2023-05-30 11:02:20",49065,15533.38,77.66689
"2023-05-30 11:02:25",49066,17143.52,85.71758
"2023-05-30 11:02:30",49067,16003.16,80.01581
"2023-05-30 11:02:35",49068,27076.55,135.3828
"2023-05-30 11:02:40",49069,27136.78,135.6839
"2023-05-30 11:02:45",49070,25265.75,126.3288
"2023-05-30 11:02:50",49071,30199.89,150.9995
"2023-05-30 11:02:55",49072,30858.54,154.2927
"2023-05-30 11:03:00",49073,22145.97,110.7299
"2023-05-30 11:03:05",49074,18360.3,91.8015
"2023-05-30 11:03:10",49075,15946.65,79.73323
