"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.15 CR1000X R350 and IMU through SDM-SIO1A.CR1X","7948","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-26 14:42:00",0,13.01825,19.0155
"2023-05-26 14:44:00",1,13.02103,19.04291
"2023-05-26 14:46:00",2,13.02783,19.10544
"2023-05-26 14:48:00",3,13.02058,19.17236
"2023-05-26 14:50:00",4,13.02452,19.24881
"2023-05-26 14:52:00",5,13.02676,19.31558
"2023-05-26 14:54:00",6,13.03008,19.36362
