"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua2"
"TIMESTAMP","RECORD","PAR_aqua2_Den","PAR_aqua2_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-28 19:00:05",20238,2138.926,10.69463
"2023-05-28 19:00:10",20239,2138.461,10.69231
"2023-05-28 19:00:15",20240,2139.862,10.69931
"2023-05-28 19:00:20",20241,2139.8,10.699
"2023-05-28 19:00:25",20242,2141.009,10.70505
"2023-05-28 19:00:30",20243,2139.105,10.69552
"2023-05-28 19:00:35",20244,2139.02,10.6951
"2023-05-28 19:00:40",20245,2138.394,10.69197
"2023-05-28 19:00:45",20246,2136.178,10.68089
"2023-05-28 19:00:50",20247,2137.848,10.68924
"2023-05-28 19:00:55",20248,2140.442,10.70221
"2023-05-28 19:01:00",20249,2143.472,10.71736
"2023-05-28 19:01:05",20250,2146.342,10.73171
"2023-05-28 19:01:10",20251,2149.442,10.74721
"2023-05-28 19:01:15",20252,2152.738,10.76369
"2023-05-28 19:01:20",20253,2156.893,10.78446
"2023-05-28 19:01:25",20254,2165.685,10.82843
"2023-05-28 19:01:30",20255,2172.085,10.86043
"2023-05-28 19:01:35",20256,2177.878,10.88939
"2023-05-28 19:01:40",20257,2187.483,10.93742
"2023-05-28 19:01:45",20258,2191.657,10.95829
"2023-05-28 19:01:50",20259,2196.515,10.98258
"2023-05-28 19:01:55",20260,2200.485,11.00243
"2023-05-28 19:02:00",20261,2206.824,11.03412
"2023-05-28 19:02:05",20262,2210.17,11.05085
"2023-05-28 19:02:10",20263,2212.532,11.06266
"2023-05-28 19:02:15",20264,2214.987,11.07494
"2023-05-28 19:02:20",20265,2215.055,11.07528
"2023-05-28 19:02:25",20266,2213.245,11.06623
"2023-05-28 19:02:30",20267,2211.465,11.05732
"2023-05-28 19:02:35",20268,2214.681,11.07341
"2023-05-28 19:02:40",20269,2209.046,11.04523
"2023-05-28 19:02:45",20270,2205.926,11.02963
"2023-05-28 19:02:50",20271,2208.17,11.04085
"2023-05-28 19:02:55",20272,2206.131,11.03066
"2023-05-28 19:03:00",20273,2202.737,11.01369
"2023-05-28 19:03:05",20274,2207.027,11.03514
"2023-05-28 19:03:10",20275,2214.924,11.07462
