"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","55658","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 08:15:54.35",0,0,0,0,0,0,0
"2023-05-27 08:15:54.4",1,0,0,0,0,0,0
"2023-05-27 08:15:54.45",2,0,0,0,0,0,0
"2023-05-27 08:15:54.5",3,0,0,0,0,0,0
"2023-05-27 08:15:54.55",4,0,0,0,0,0,0
"2023-05-27 08:15:54.6",5,0,0,0,0,0,0
"2023-05-27 08:15:54.65",6,0,0,0,0,0,0
"2023-05-27 08:15:54.7",7,0,0,0,0,0,0
"2023-05-27 08:15:54.75",8,0,0,0,0,0,0
"2023-05-27 08:15:54.8",9,0,0,0,0,0,0
"2023-05-27 08:15:54.85",10,0,0,0,0,0,0
"2023-05-27 08:15:54.9",11,0,0,0,0,0,0
"2023-05-27 08:15:54.95",12,0,0,0,0,0,0
"2023-05-27 08:15:55",13,0,0,0,0,0,0
"2023-05-27 08:15:55.05",14,0,0,0,0,0,0
"2023-05-27 08:15:55.1",15,0,0,0,0,0,0
"2023-05-27 08:15:55.15",16,0,0,0,0,0,0
"2023-05-27 08:15:55.2",17,0,0,0,0,0,0
"2023-05-27 08:15:55.25",18,0,0,0,0,0,0
"2023-05-27 08:15:55.3",19,0,0,0,0,0,0
"2023-05-27 08:15:55.35",20,0,0,0,0,0,0
"2023-05-27 08:15:55.4",21,0,0,0,0,0,0
"2023-05-27 08:15:55.45",22,0,0,0,0,0,0
"2023-05-27 08:15:55.5",23,0,0,0,0,0,0
"2023-05-27 08:15:55.55",24,0,0,0,0,0,0
"2023-05-27 08:15:55.6",25,0,0,0,0,0,0
"2023-05-27 08:15:55.65",26,0,0,0,0,0,0
"2023-05-27 08:15:55.7",27,0,0,0,0,0,0
"2023-05-27 08:15:55.75",28,0,0,0,0,0,0
"2023-05-27 08:15:55.8",29,0,0,0,0,0,0
"2023-05-27 08:15:55.85",30,0,0,0,0,0,0
"2023-05-27 08:15:55.9",31,0,0,0,0,0,0
"2023-05-27 08:15:55.95",32,0,0,0,0,0,0
"2023-05-27 08:15:56",33,0,0,0,0,0,0
"2023-05-27 08:15:56.05",34,0,0,0,0,0,0
"2023-05-27 08:15:56.1",35,0,0,0,0,0,0
"2023-05-27 08:15:56.15",36,0,0,0,0,0,0
"2023-05-27 08:15:56.2",37,0,0,0,0,0,0
"2023-05-27 08:15:56.25",38,0,0,0,0,0,0
"2023-05-27 08:15:56.3",39,0,0,0,0,0,0
"2023-05-27 08:15:56.35",40,0,0,0,0,0,0
"2023-05-27 08:15:56.4",41,0,0,0,0,0,0
"2023-05-27 08:15:56.45",42,0,0,0,0,0,0
"2023-05-27 08:15:56.5",43,0,0,0,0,0,0
"2023-05-27 08:15:56.55",44,0,0,0,0,0,0
"2023-05-27 08:15:56.6",45,0,0,0,0,0,0
"2023-05-27 08:15:56.65",46,0,0,0,0,0,0
"2023-05-27 08:15:56.7",47,0,0,0,0,0,0
"2023-05-27 08:15:56.75",48,0,0,0,0,0,0
"2023-05-27 08:15:56.8",49,0,0,0,0,0,0
"2023-05-27 08:15:56.85",50,0,0,0,0,0,0
"2023-05-27 08:15:56.9",51,0,0,0,0,0,0
"2023-05-27 08:15:56.95",52,0,0,0,0,0,0
"2023-05-27 08:15:57",53,0,0,0,0,0,0
"2023-05-27 08:15:57.05",54,0,0,0,0,0,0
"2023-05-27 08:15:57.1",55,0,0,0,0,0,0
"2023-05-27 08:15:57.15",56,0,0,0,0,0,0
"2023-05-27 08:15:57.2",57,0,0,0,0,0,0
"2023-05-27 08:15:57.25",58,0,0,0,0,0,0
"2023-05-27 08:15:57.3",59,0,0,0,0,0,0
"2023-05-27 08:15:57.35",60,0,0,0,0,0,0
"2023-05-27 08:15:57.4",61,0,0,0,0,0,0
"2023-05-27 08:15:57.45",62,0,0,0,0,0,0
"2023-05-27 08:15:57.5",63,0,0,0,0,0,0
"2023-05-27 08:15:57.55",64,0,0,0,0,0,0
"2023-05-27 08:15:57.6",65,0,0,0,0,0,0
"2023-05-27 08:15:57.65",66,0,0,0,0,0,0
"2023-05-27 08:15:57.7",67,0,0,0,0,0,0
"2023-05-27 08:15:57.75",68,0,0,0,0,0,0
"2023-05-27 08:15:57.8",69,0,0,0,0,0,0
"2023-05-27 08:15:57.85",70,0,0,0,0,0,0
"2023-05-27 08:15:57.9",71,0,0,0,0,0,0
"2023-05-27 08:15:57.95",72,0,0,0,0,0,0
"2023-05-27 08:15:58",73,0,0,0,0,0,0
"2023-05-27 08:15:58.05",74,0,0,0,0,0,0
"2023-05-27 08:15:58.1",75,0,0,0,0,0,0
"2023-05-27 08:15:58.15",76,0,0,0,0,0,0
"2023-05-27 08:15:58.2",77,0,0,0,0,0,0
"2023-05-27 08:15:58.25",78,0,0,0,0,0,0
"2023-05-27 08:15:58.3",79,0,0,0,0,0,0
"2023-05-27 08:15:58.35",80,0,0,0,0,0,0
