"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 06:02:00",1894,12.16058,16.84976
"2023-05-30 06:04:00",1895,12.17852,16.84573
"2023-05-30 06:06:00",1896,12.1696,16.84756
"2023-05-30 06:08:00",1897,12.1726,16.8414
"2023-05-30 06:10:00",1898,12.1648,16.84058
"2023-05-30 06:12:00",1899,12.17134,16.83313
"2023-05-30 06:14:00",1900,12.16663,16.83191
"2023-05-30 06:16:00",1901,12.16538,16.82394
"2023-05-30 06:18:00",1902,12.16517,16.82224
"2023-05-30 06:20:00",1903,12.1687,16.81366
"2023-05-30 06:22:00",1904,12.1581,16.81223
"2023-05-30 06:24:00",1905,12.17367,16.80444
"2023-05-30 06:26:00",1906,12.16186,16.80362
"2023-05-30 06:28:00",1907,12.17079,16.79669
"2023-05-30 06:30:00",1908,12.1576,16.79651
"2023-05-30 06:32:00",1909,12.16957,16.78976
"2023-05-30 06:34:00",1910,12.16412,16.78995
"2023-05-30 06:36:00",1911,12.1696,16.78384
"2023-05-30 06:38:00",1912,12.16221,16.78433
"2023-05-30 06:40:00",1913,12.16503,16.77835
"2023-05-30 06:42:00",1914,12.15901,16.77927
"2023-05-30 06:44:00",1915,12.16773,16.77347
"2023-05-30 06:46:00",1916,12.16167,16.77478
"2023-05-30 06:48:00",1917,12.17072,16.77002
"2023-05-30 06:50:00",1918,12.15749,16.77185
"2023-05-30 06:52:00",1919,12.16489,16.76764
"2023-05-30 06:54:00",1920,12.16124,16.77023
"2023-05-30 06:56:00",1921,12.17151,16.76712
"2023-05-30 06:58:00",1922,12.16431,16.7713
"2023-05-30 07:00:00",1923,12.16121,16.76975
