"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","54307","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-27 11:26:20",0,4.463796,0.02231898
"2023-05-27 11:26:25",1,4.449819,0.02224909
"2023-05-27 11:26:30",2,4.441946,0.02220973
"2023-05-27 11:26:35",3,4.829134,0.02414568
"2023-05-27 11:26:40",4,4.654659,0.0232733
"2023-05-27 11:26:45",5,4.368244,0.02184122
"2023-05-27 11:26:50",6,4.717276,0.02358638
"2023-05-27 11:26:55",7,4.760975,0.02380488
"2023-05-27 11:27:00",8,4.833432,0.02416716
"2023-05-27 11:27:05",9,4.273418,0.02136709
"2023-05-27 11:27:10",10,4.576421,0.02288211
"2023-05-27 11:27:15",11,4.175496,0.02087748
"2023-05-27 11:27:20",12,4.61518,0.0230759
"2023-05-27 11:27:25",13,4.613453,0.02306727
"2023-05-27 11:27:30",14,4.433836,0.02216918
"2023-05-27 11:27:35",15,4.262092,0.02131046
"2023-05-27 11:27:40",16,3.609292,0.01804646
"2023-05-27 11:27:45",17,3.897997,0.01948999
"2023-05-27 11:27:50",18,4.023512,0.02011756
"2023-05-27 11:27:55",19,3.938524,0.01969262
"2023-05-27 11:28:00",20,4.00457,0.02002285
"2023-05-27 11:28:05",21,3.910865,0.01955433
"2023-05-27 11:28:10",22,4.182983,0.02091492
"2023-05-27 11:28:15",23,4.526353,0.02263177
"2023-05-27 11:28:20",24,3.999028,0.01999514
"2023-05-27 11:28:25",25,3.99481,0.01997405
"2023-05-27 11:28:30",26,3.736027,0.01868014
"2023-05-27 11:28:35",27,3.864956,0.01932478
"2023-05-27 11:28:40",28,3.812099,0.0190605
"2023-05-27 11:28:45",29,3.908857,0.01954429
"2023-05-27 11:28:50",30,3.687668,0.01843834
"2023-05-27 11:28:55",31,3.813826,0.01906914
"2023-05-27 11:29:00",32,3.975704,0.01987852
"2023-05-27 11:29:05",33,3.736842,0.01868421
"2023-05-27 11:29:10",34,4.211152,0.02105576
"2023-05-27 11:29:15",35,4.489376,0.02244688
"2023-05-27 11:29:20",36,4.541229,0.02270615
"2023-05-27 11:29:25",37,4.700885,0.02350443
