"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-02 09:00:05",99438,9477.842,47.38922
"2023-06-02 09:00:10",99439,8392.542,41.96271
"2023-06-02 09:00:15",99440,9491.012,47.45506
"2023-06-02 09:00:20",99441,11263.19,56.31595
"2023-06-02 09:00:25",99442,9425.245,47.12623
"2023-06-02 09:00:30",99443,9755.954,48.77977
"2023-06-02 09:00:35",99444,9525.19,47.62595
"2023-06-02 09:00:40",99445,6755.765,33.77882
"2023-06-02 09:00:45",99446,9443.142,47.21571
"2023-06-02 09:00:50",99447,9559.021,47.7951
"2023-06-02 09:00:55",99448,10173.57,50.86788
"2023-06-02 09:01:00",99449,8889.808,44.44904
"2023-06-02 09:01:05",99450,4545.273,22.72637
"2023-06-02 09:01:10",99451,9732.753,48.66377
"2023-06-02 09:01:15",99452,10692.4,53.46203
"2023-06-02 09:01:20",99453,9544.382,47.72191
"2023-06-02 09:01:25",99454,9653.608,48.26805
"2023-06-02 09:01:30",99455,9342.934,46.71467
"2023-06-02 09:01:35",99456,6895.98,34.4799
"2023-06-02 09:01:40",99457,8999.996,44.99998
"2023-06-02 09:01:45",99458,10938.53,54.69265
"2023-06-02 09:01:50",99459,10745.88,53.72941
"2023-06-02 09:01:55",99460,9784.398,48.92199
"2023-06-02 09:02:00",99461,9074.155,45.37078
"2023-06-02 09:02:05",99462,10289.35,51.44677
"2023-06-02 09:02:10",99463,9731.074,48.65537
"2023-06-02 09:02:15",99464,10300.04,51.5002
"2023-06-02 09:02:20",99465,10051.24,50.25622
"2023-06-02 09:02:25",99466,10573.47,52.86736
"2023-06-02 09:02:30",99467,10433.05,52.16525
"2023-06-02 09:02:35",99468,10426.27,52.13135
"2023-06-02 09:02:40",99469,6161.135,30.80568
"2023-06-02 09:02:45",99470,10660.42,53.3021
"2023-06-02 09:02:50",99471,9818.482,49.09242
"2023-06-02 09:02:55",99472,9576.505,47.88253
"2023-06-02 09:03:00",99473,2283.708,11.41854
"2023-06-02 09:03:05",99474,10041.18,50.20589
"2023-06-02 09:03:10",99475,10515.63,52.57813
