"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-02 08:00:05",98718,6229.75,31.14875
"2023-06-02 08:00:10",98719,6142.97,30.71485
"2023-06-02 08:00:15",98720,6086.888,30.43444
"2023-06-02 08:00:20",98721,6181.203,30.90602
"2023-06-02 08:00:25",98722,6330.141,31.65071
"2023-06-02 08:00:30",98723,6311.554,31.55777
"2023-06-02 08:00:35",98724,6256.937,31.28469
"2023-06-02 08:00:40",98725,6290.401,31.45201
"2023-06-02 08:00:45",98726,6032.92,30.1646
"2023-06-02 08:00:50",98727,6267.736,31.33868
"2023-06-02 08:00:55",98728,5999.25,29.99625
"2023-06-02 08:01:00",98729,6127.648,30.63824
"2023-06-02 08:01:05",98730,6209.294,31.04647
"2023-06-02 08:01:10",98731,6625.787,33.12894
"2023-06-02 08:01:15",98732,6919.074,34.59537
"2023-06-02 08:01:20",98733,6942.903,34.71452
"2023-06-02 08:01:25",98734,6455.14,32.2757
"2023-06-02 08:01:30",98735,6514.562,32.57281
"2023-06-02 08:01:35",98736,6403.319,32.0166
"2023-06-02 08:01:40",98737,5994.394,29.97197
"2023-06-02 08:01:45",98738,6255.788,31.27894
"2023-06-02 08:01:50",98739,6287.104,31.43553
"2023-06-02 08:01:55",98740,6560.622,32.80312
"2023-06-02 08:02:00",98741,7032.814,35.16407
"2023-06-02 08:02:05",98742,6562.014,32.81007
"2023-06-02 08:02:10",98743,5963.131,29.81566
"2023-06-02 08:02:15",98744,6004.518,30.0226
"2023-06-02 08:02:20",98745,6269.175,31.34588
"2023-06-02 08:02:25",98746,6502.009,32.51005
"2023-06-02 08:02:30",98747,6084.129,30.42065
"2023-06-02 08:02:35",98748,6497.2,32.486
"2023-06-02 08:02:40",98749,6452.858,32.26429
"2023-06-02 08:02:45",98750,6339.334,31.69667
"2023-06-02 08:02:50",98751,6235.354,31.17677
"2023-06-02 08:02:55",98752,6521.639,32.6082
"2023-06-02 08:03:00",98753,6531.972,32.65986
"2023-06-02 08:03:05",98754,6529.214,32.64607
"2023-06-02 08:03:10",98755,6391.898,31.9595
