"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-02 02:02:00",3934,1012.4,79,13.1,9.6
"2023-06-02 02:04:00",3935,1012.4,78,13.1,9.4
"2023-06-02 02:06:00",3936,1012.5,79,13.1,9.5
"2023-06-02 02:08:00",3937,1012.5,79,13.1,9.7
"2023-06-02 02:10:00",3938,1012.4,79,13.1,9.6
"2023-06-02 02:12:00",3939,1012.5,79,13,9.6
"2023-06-02 02:14:00",3940,1012.5,79,13,9.5
"2023-06-02 02:16:00",3941,1012.5,78,13,9.3
"2023-06-02 02:18:00",3942,1012.5,78,13,9.3
"2023-06-02 02:20:00",3943,1012.6,79,13,9.5
"2023-06-02 02:22:00",3944,1012.6,79,13,9.5
"2023-06-02 02:24:00",3945,1012.6,79,13,9.5
"2023-06-02 02:26:00",3946,1012.6,80,13,9.6
"2023-06-02 02:28:00",3947,1012.6,80,13,9.8
"2023-06-02 02:30:00",3948,1012.7,80,13,9.7
"2023-06-02 02:32:00",3949,1012.6,80,12.9,9.6
"2023-06-02 02:34:00",3950,1012.7,80,12.9,9.7
"2023-06-02 02:36:00",3951,1012.7,79,12.9,9.5
"2023-06-02 02:38:00",3952,1012.6,81,12.9,9.7
"2023-06-02 02:40:00",3953,1012.6,80,12.8,9.5
"2023-06-02 02:42:00",3954,1012.7,80,12.9,9.5
"2023-06-02 02:44:00",3955,1012.7,82,12.9,10
"2023-06-02 02:46:00",3956,1012.7,82,12.9,9.9
"2023-06-02 02:48:00",3957,1012.7,82,12.8,9.9
"2023-06-02 02:50:00",3958,1012.7,82,12.8,9.9
"2023-06-02 02:52:00",3959,1012.7,81,12.8,9.8
"2023-06-02 02:54:00",3960,1012.7,82,12.8,9.9
"2023-06-02 02:56:00",3961,1012.7,81,12.8,9.7
"2023-06-02 02:58:00",3962,1012.7,82,12.8,9.8
"2023-06-02 03:00:00",3963,1012.7,82,12.8,9.8
