"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-29 02:02:00",1054,12.32686,16.43115
"2023-05-29 02:04:00",1055,12.33859,16.42261
"2023-05-29 02:06:00",1056,12.33088,16.42023
"2023-05-29 02:08:00",1057,12.3345,16.41107
"2023-05-29 02:10:00",1058,12.32881,16.40811
"2023-05-29 02:12:00",1059,12.33433,16.39838
"2023-05-29 02:14:00",1060,12.32163,16.39487
"2023-05-29 02:16:00",1061,12.33564,16.3844
"2023-05-29 02:18:00",1062,12.32525,16.38004
"2023-05-29 02:20:00",1063,12.3319,16.36957
"2023-05-29 02:22:00",1064,12.31882,16.36517
"2023-05-29 02:24:00",1065,12.3211,16.35379
"2023-05-29 02:26:00",1066,12.31213,16.34839
"2023-05-29 02:28:00",1067,12.32606,16.33661
"2023-05-29 02:30:00",1068,12.30653,16.33173
"2023-05-29 02:32:00",1069,12.32304,16.32071
"2023-05-29 02:34:00",1070,12.30836,16.31641
"2023-05-29 02:36:00",1071,12.32021,16.30551
"2023-05-29 02:38:00",1072,12.31215,16.3013
"2023-05-29 02:40:00",1073,12.31979,16.29059
"2023-05-29 02:42:00",1074,12.31229,16.28555
"2023-05-29 02:44:00",1075,12.31454,16.27405
"2023-05-29 02:46:00",1076,12.30363,16.26917
"2023-05-29 02:48:00",1077,12.31539,16.25845
"2023-05-29 02:50:00",1078,12.30813,16.25446
"2023-05-29 02:52:00",1079,12.31549,16.24381
"2023-05-29 02:54:00",1080,12.29979,16.24017
"2023-05-29 02:56:00",1081,12.30567,16.23074
"2023-05-29 02:58:00",1082,12.3013,16.22836
"2023-05-29 03:00:00",1083,12.30743,16.21976
