"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-28 06:02:00",454,1010.9,85,13,10.7
"2023-05-28 06:04:00",455,1010.9,86,13.1,10.9
"2023-05-28 06:06:00",456,1010.9,86,13,10.8
"2023-05-28 06:08:00",457,1010.9,86,13.1,10.9
"2023-05-28 06:10:00",458,1010.9,87,13.1,11
"2023-05-28 06:12:00",459,1010.9,86,13.1,11
"2023-05-28 06:14:00",460,1010.9,86,13.1,10.9
"2023-05-28 06:16:00",461,1010.9,86,13.1,10.8
"2023-05-28 06:18:00",462,1010.9,86,13.1,10.9
"2023-05-28 06:20:00",463,1010.9,86,13.1,10.9
"2023-05-28 06:22:00",464,1011,86,13.1,10.9
"2023-05-28 06:24:00",465,1010.9,85,13.1,10.7
"2023-05-28 06:26:00",466,1011,86,13.1,10.9
"2023-05-28 06:28:00",467,1011,87,13.1,11
"2023-05-28 06:30:00",468,1011,86,13.1,10.8
"2023-05-28 06:32:00",469,1011,86,13.2,11
"2023-05-28 06:34:00",470,1011.1,87,13.2,11.2
"2023-05-28 06:36:00",471,1011,85,13.1,10.8
"2023-05-28 06:38:00",472,1011.1,86,13.2,10.9
"2023-05-28 06:40:00",473,1011.1,86,13.1,10.9
"2023-05-28 06:42:00",474,1011.2,87,13.2,11.2
"2023-05-28 06:44:00",475,1011.2,86,13.2,10.9
"2023-05-28 06:46:00",476,1011.2,86,13.3,11.1
"2023-05-28 06:48:00",477,1011.2,86,13.2,11
"2023-05-28 06:50:00",478,1011.1,86,13.2,10.9
"2023-05-28 06:52:00",479,1011.1,85,13.1,10.7
"2023-05-28 06:54:00",480,1011.1,85,13.1,10.8
"2023-05-28 06:56:00",481,1011.1,86,13.2,11
"2023-05-28 06:58:00",482,1011.1,86,13.3,11.1
"2023-05-28 07:00:00",483,1011.1,85,13.3,11
