"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-31 00:00:05",58398,0,0
"2023-05-31 00:00:10",58399,0,0
"2023-05-31 00:00:15",58400,0,0
"2023-05-31 00:00:20",58401,0,0
"2023-05-31 00:00:25",58402,0,0
"2023-05-31 00:00:30",58403,0,0
"2023-05-31 00:00:35",58404,0,0
"2023-05-31 00:00:40",58405,0,0
"2023-05-31 00:00:45",58406,0,0
"2023-05-31 00:00:50",58407,0,0
"2023-05-31 00:00:55",58408,0,0
"2023-05-31 00:01:00",58409,0,0
"2023-05-31 00:01:05",58410,0,0
"2023-05-31 00:01:10",58411,0,0
"2023-05-31 00:01:15",58412,0,0
"2023-05-31 00:01:20",58413,0,0
"2023-05-31 00:01:25",58414,0,0
"2023-05-31 00:01:30",58415,0,0
"2023-05-31 00:01:35",58416,0,0
"2023-05-31 00:01:40",58417,0,0
"2023-05-31 00:01:45",58418,0,0
"2023-05-31 00:01:50",58419,0,0
"2023-05-31 00:01:55",58420,0,0
"2023-05-31 00:02:00",58421,0,0
"2023-05-31 00:02:05",58422,0,0
"2023-05-31 00:02:10",58423,0,0
"2023-05-31 00:02:15",58424,0,0
"2023-05-31 00:02:20",58425,0,0
"2023-05-31 00:02:25",58426,0,0
"2023-05-31 00:02:30",58427,0,0
"2023-05-31 00:02:35",58428,0,0
"2023-05-31 00:02:40",58429,0,0
"2023-05-31 00:02:45",58430,0,0
"2023-05-31 00:02:50",58431,0,0
"2023-05-31 00:02:55",58432,0,0
"2023-05-31 00:03:00",58433,0,0
"2023-05-31 00:03:05",58434,0,0
"2023-05-31 00:03:10",58435,0,0
"2023-05-31 00:03:15",58436,0,0
"2023-05-31 00:03:20",58437,0,0
"2023-05-31 00:03:25",58438,0,0
"2023-05-31 00:03:30",58439,0,0
"2023-05-31 00:03:35",58440,0,0
"2023-05-31 00:03:40",58441,0,0
"2023-05-31 00:03:45",58442,0,0
"2023-05-31 00:03:50",58443,0,0
"2023-05-31 00:03:55",58444,0,0
"2023-05-31 00:04:00",58445,0,0
"2023-05-31 00:04:05",58446,0,0
