"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-28 17:02:00",784,1011.8,70,16.6,11.2
"2023-05-28 17:04:00",785,1011.6,69,16.4,10.9
"2023-05-28 17:06:00",786,1011.7,70,16.5,11.1
"2023-05-28 17:08:00",787,1011.6,70,16.5,11
"2023-05-28 17:10:00",788,1011.6,71,16.6,11.4
"2023-05-28 17:12:00",789,1011.5,70,16.2,10.7
"2023-05-28 17:14:00",790,1011.5,73,15.9,11.1
"2023-05-28 17:16:00",791,1011.6,72,15.9,10.9
"2023-05-28 17:18:00",792,1011.5,73,15.6,10.9
"2023-05-28 17:20:00",793,1011.2,73,15.2,10.6
"2023-05-28 17:22:00",794,1011.1,74,14.9,10.4
"2023-05-28 17:24:00",795,1011.3,76,15.1,10.9
"2023-05-28 17:26:00",796,1011.3,74,14.8,10.4
"2023-05-28 17:28:00",797,1011.2,77,14.9,10.9
"2023-05-28 17:30:00",798,1011.3,77,14.9,10.9
"2023-05-28 17:32:00",799,1011.2,77,14.7,10.8
"2023-05-28 17:34:00",800,1011.3,77,14.7,10.9
"2023-05-28 17:36:00",801,1011.3,77,14.7,10.8
"2023-05-28 17:38:00",802,1011.3,78,14.8,11
"2023-05-28 17:40:00",803,1011.2,79,14.8,11.2
"2023-05-28 17:42:00",804,1011.2,77,14.6,10.7
"2023-05-28 17:44:00",805,1011.3,79,14.7,11.2
"2023-05-28 17:46:00",806,1011.4,77,14.6,10.7
"2023-05-28 17:48:00",807,1011.4,79,14.7,11.2
"2023-05-28 17:50:00",808,1011.5,78,14.7,11
"2023-05-28 17:52:00",809,1011.4,77,14.4,10.6
"2023-05-28 17:54:00",810,1011.4,79,14.7,11.2
"2023-05-28 17:56:00",811,1011.4,78,14.7,11.1
"2023-05-28 17:58:00",812,1011.4,80,14.8,11.5
"2023-05-28 18:00:00",813,1011.5,77,14.8,10.8
