"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","7948","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-27 08:39:29",0,0,0,0,0,0,0
"2023-05-27 08:39:29.05",1,0,0,0,0,0,0
"2023-05-27 08:39:29.1",2,0,0,0,0,0,0
"2023-05-27 08:39:29.15",3,0,0,0,0,0,0
"2023-05-27 08:39:29.2",4,0,0,0,0,0,0
"2023-05-27 08:39:29.25",5,0,0,0,0,0,0
"2023-05-27 08:39:29.3",6,0,0,0,0,0,0
"2023-05-27 08:39:29.35",7,0,0,0,0,0,0
"2023-05-27 08:39:29.4",8,0,0,0,0,0,0
"2023-05-27 08:39:29.45",9,0,0,0,0,0,0
"2023-05-27 08:39:29.5",10,0,0,0,0,0,0
"2023-05-27 08:39:29.55",11,0,0,0,0,0,0
"2023-05-27 08:39:29.6",12,0,0,0,0,0,0
"2023-05-27 08:39:29.65",13,0,0,0,0,0,0
"2023-05-27 08:39:29.7",14,0,0,0,0,0,0
"2023-05-27 08:39:29.75",15,0,0,0,0,0,0
"2023-05-27 08:39:29.8",16,0,0,0,0,0,0
"2023-05-27 08:39:29.85",17,0,0,0,0,0,0
"2023-05-27 08:39:29.9",18,0,0,0,0,0,0
"2023-05-27 08:39:29.95",19,0,0,0,0,0,0
"2023-05-27 08:39:30",20,0,0,0,0,0,0
"2023-05-27 08:39:30.05",21,0,0,0,0,0,0
"2023-05-27 08:39:30.1",22,0,0,0,0,0,0
"2023-05-27 08:39:30.15",23,0,0,0,0,0,0
"2023-05-27 08:39:30.2",24,0,0,0,0,0,0
"2023-05-27 08:39:30.25",25,0,0,0,0,0,0
"2023-05-27 08:39:30.3",26,0,0,0,0,0,0
"2023-05-27 08:39:30.35",27,0,0,0,0,0,0
"2023-05-27 08:39:30.4",28,0,0,0,0,0,0
"2023-05-27 08:39:30.45",29,0,0,0,0,0,0
"2023-05-27 08:39:30.5",30,0,0,0,0,0,0
"2023-05-27 08:39:30.55",31,0,0,0,0,0,0
"2023-05-27 08:39:30.6",32,0,0,0,0,0,0
"2023-05-27 08:39:30.65",33,0,0,0,0,0,0
"2023-05-27 08:39:30.7",34,0,0,0,0,0,0
"2023-05-27 08:39:30.75",35,0,0,0,0,0,0
"2023-05-27 08:39:30.8",36,0,0,0,0,0,0
"2023-05-27 08:39:30.85",37,0,0,0,0,0,0
"2023-05-27 08:39:30.9",38,0,0,0,0,0,0
"2023-05-27 08:39:30.95",39,0,0,0,0,0,0
"2023-05-27 08:39:31",40,0,0,0,0,0,0
"2023-05-27 08:39:31.05",41,0,0,0,0,0,0
"2023-05-27 08:39:31.1",42,0,0,0,0,0,0
"2023-05-27 08:39:31.15",43,0,0,0,0,0,0
"2023-05-27 08:39:31.2",44,0,0,0,0,0,0
"2023-05-27 08:39:31.25",45,0,0,0,0,0,0
"2023-05-27 08:39:31.3",46,0,0,0,0,0,0
"2023-05-27 08:39:31.35",47,0,0,0,0,0,0
"2023-05-27 08:39:31.4",48,0,0,0,0,0,0
"2023-05-27 08:39:31.45",49,0,0,0,0,0,0
"2023-05-27 08:39:31.5",50,0,0,0,0,0,0
"2023-05-27 08:39:31.55",51,0,0,0,0,0,0
"2023-05-27 08:39:31.6",52,0,0,0,0,0,0
"2023-05-27 08:39:31.65",53,0,0,0,0,0,0
"2023-05-27 08:39:31.7",54,0,0,0,0,0,0
"2023-05-27 08:39:31.75",55,0,0,0,0,0,0
"2023-05-27 08:39:31.8",56,0,0,0,0,0,0
"2023-05-27 08:39:31.85",57,0,0,0,0,0,0
"2023-05-27 08:39:31.9",58,0,0,0,0,0,0
"2023-05-27 08:39:31.95",59,0,0,0,0,0,0
"2023-05-27 08:39:32",60,0,0,0,0,0,0
"2023-05-27 08:39:32.05",61,0,0,0,0,0,0
"2023-05-27 08:39:32.1",62,0,0,0,0,0,0
"2023-05-27 08:39:32.15",63,0,0,0,0,0,0
"2023-05-27 08:39:32.2",64,0,0,0,0,0,0
"2023-05-27 08:39:32.25",65,0,0,0,0,0,0
"2023-05-27 08:39:32.3",66,0,0,0,0,0,0
"2023-05-27 08:39:32.35",67,0,0,0,0,0,0
"2023-05-27 08:39:32.4",68,0,0,0,0,0,0
"2023-05-27 08:39:32.45",69,0,0,0,0,0,0
"2023-05-27 08:39:32.5",70,0,0,0,0,0,0
"2023-05-27 08:39:32.55",71,0,0,0,0,0,0
"2023-05-27 08:39:32.6",72,0,0,0,0,0,0
"2023-05-27 08:39:32.65",73,0,0,0,0,0,0
"2023-05-27 08:39:32.7",74,0,0,0,0,0,0
"2023-05-27 08:39:32.75",75,0,0,0,0,0,0
"2023-05-27 08:39:32.8",76,0,0,0,0,0,0
"2023-05-27 08:39:32.85",77,0,0,0,0,0,0
"2023-05-27 08:39:32.9",78,0,0,0,0,0,0
"2023-05-27 08:39:32.95",79,0,0,0,0,0,0
"2023-05-27 08:39:33",80,0,0,0,0,0,0
