"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","EXO_data"
"TIMESTAMP","RECORD","Chlorophyll","nLFCond","Pressure","Turbidity","Temp","Cond","D_OX","Sal","TSS","VerticalPosition","Depth","D_OX2","SpCond","WiperPosition","BPower","fDOM","D_OX3","Phycoerythrin","pH","CablePower","fDOM2","ORP","TDS","pH2"
"TS","RN","RFU","microSimens/cm","psia","FNU","C","microSimens/cm","%Sat","PSU","mg/L","m","m","%Local","microSimens/cm","volt","volt","QSU","mg/L","RFU","pH","volt","RFU","mV","mg/L","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-30 11:02:00",2044,0.2,0.14,-0.37,6.18,14.42,0.11,91.8,0,0,-0.075,-0.261,94.8,0.13,1.2,0,-3,9.37,3.31,7.09,10.32,-1,227,0.09,-5.05
"2023-05-30 11:04:00",2045,0.21,0.09,-0.37,6.25,14.37,0.07,91.7,0,0,-0.076,-0.262,94.8,0.09,1.2,0,-3,9.37,3.34,7.3,10.31,-1,201.7,0.06,-17.06
"2023-05-30 11:06:00",2046,0.21,0.09,-0.37,6.25,14.37,0.07,91.7,0,0,-0.076,-0.262,94.8,0.09,1.2,0,-3,9.37,3.34,7.3,10.31,-1,201.7,0.06,-17.06
"2023-05-30 11:08:00",2047,0.62,4310,-0.14,7.31,16.2,3630,90.5,2.35,0,0.093,-0.096,93.6,4256,1.2,0,8.78,8.79,2.9,7.66,10.3,2.93,230,2766,-37.61
"2023-05-30 11:10:00",2048,0.62,4310,-0.14,7.31,16.2,3630,90.5,2.35,0,0.093,-0.096,93.6,4256,1.2,0,8.78,8.79,2.9,7.66,10.3,2.93,230,2766,-37.61
"2023-05-30 11:12:00",2049,0.56,6079,-0.03,7.89,16.95,5128,89.5,3.32,0,0.173,-0.018,92.5,6003,1.2,0,13.04,8.5,2.3,7.82,10.31,4.35,239.2,3902,-47.22
"2023-05-30 11:14:00",2050,0.56,6079,-0.03,7.89,16.95,5128,89.5,3.32,0,0.173,-0.018,92.5,6003,1.2,0,13.04,8.5,2.3,7.82,10.31,4.35,239.2,3902,-47.22
"2023-05-30 11:16:00",2051,0.66,6707,0.01,8.03,17.23,5661,89.4,3.66,0,0.195,0.006,92.4,6624,1.19,0,14.66,8.41,2.3,7.9,10.3,4.89,242.6,4306,-51.92
"2023-05-30 11:18:00",2052,0.66,6707,0.01,8.03,17.23,5661,89.4,3.66,0,0.195,0.006,92.4,6624,1.19,0,14.66,8.41,2.3,7.9,10.3,4.89,242.6,4306,-51.92
"2023-05-30 11:20:00",2053,0.71,6992,0.04,8.03,17.34,5903,89.4,3.82,0,0.215,0.028,92.4,6906,1.19,0,15.27,8.38,2.33,7.94,10.31,5.09,244.2,4489,-53.94
"2023-05-30 11:22:00",2054,0.71,6992,0.04,8.03,17.34,5903,89.4,3.82,0,0.215,0.028,92.4,6906,1.19,0,15.27,8.38,2.33,7.94,10.31,5.09,244.2,4489,-53.94
"2023-05-30 11:24:00",2055,0.78,7105,0.05,8.05,17.38,5999,89.6,3.88,0,0.222,0.037,92.6,7017,1.2,0,15.48,8.39,2.48,7.96,10.3,5.16,244.5,4561,-55.06
"2023-05-30 11:26:00",2056,0.78,7105,0.05,8.05,17.38,5999,89.6,3.88,0,0.222,0.037,92.6,7017,1.2,0,15.48,8.39,2.48,7.96,10.3,5.16,244.5,4561,-55.06
"2023-05-30 11:28:00",2057,0.7,7146,0.04,8,17.43,6039,89.5,3.9,0,0.216,0.026,92.6,7058,1.21,0,15.47,8.38,2.25,7.96,10.51,5.16,244.2,4588,-55.27
"2023-05-30 11:30:00",2058,0.7,7146,0.04,8,17.43,6039,89.5,3.9,0,0.216,0.026,92.6,7058,1.21,0,15.47,8.38,2.25,7.96,10.51,5.16,244.2,4588,-55.27
"2023-05-30 11:32:00",2059,0.66,7203,0.03,7.99,17.45,6089,89.7,3.93,0,0.21,0.02,92.7,7114,1.2,0,15.55,8.39,2.18,7.97,10.69,5.18,243.8,4624,-55.6
"2023-05-30 11:34:00",2060,0.66,7203,0.03,7.99,17.45,6089,89.7,3.93,0,0.21,0.02,92.7,7114,1.2,0,15.55,8.39,2.18,7.97,10.69,5.18,243.8,4624,-55.6
"2023-05-30 11:36:00",2061,0.64,7257,0.02,7.97,17.47,6136,89.4,3.97,0,0.202,0.014,92.5,7167,1.2,0,15.61,8.36,2.13,7.96,10.77,5.2,244.2,4659,-55.37
"2023-05-30 11:38:00",2062,0.64,7257,0.02,7.97,17.47,6136,89.4,3.97,0,0.202,0.014,92.5,7167,1.2,0,15.61,8.36,2.13,7.96,10.77,5.2,244.2,4659,-55.37
"2023-05-30 11:40:00",2063,0.66,7236,0.01,7.96,17.5,6124,89.4,3.95,0,0.199,0.01,92.4,7148,1.19,0,15.6,8.35,2.16,7.96,10.78,5.2,245.1,4646,-55.43
"2023-05-30 11:42:00",2064,0.66,7236,0.01,7.96,17.5,6124,89.4,3.95,0,0.199,0.01,92.4,7148,1.19,0,15.6,8.35,2.16,7.96,10.78,5.2,245.1,4646,-55.43
"2023-05-30 11:44:00",2065,0.69,7223,0.01,7.92,17.55,6121,89.6,3.95,0,0.198,0.009,92.6,7135,1.2,0,15.51,8.36,2.22,7.97,10.83,5.17,245.7,4638,-55.58
"2023-05-30 11:46:00",2066,0.69,7223,0.01,7.92,17.55,6121,89.6,3.95,0,0.198,0.009,92.6,7135,1.2,0,15.51,8.36,2.22,7.97,10.83,5.17,245.7,4638,-55.58
"2023-05-30 11:48:00",2067,0.74,7204,0.01,7.97,17.56,6105,89.6,3.94,0,0.198,0.009,92.7,7116,1.21,0,15.53,8.36,2.37,7.97,10.88,5.18,245.7,4625,-55.75
"2023-05-30 11:50:00",2068,0.74,7204,0.01,7.97,17.56,6105,89.6,3.94,0,0.198,0.009,92.7,7116,1.21,0,15.53,8.36,2.37,7.97,10.88,5.18,245.7,4625,-55.75
"2023-05-30 11:52:00",2069,0.74,7196,0.01,7.9,17.59,6103,89.9,3.93,0,0.198,0.008,93,7109,1.21,0,15.44,8.38,2.36,7.97,10.84,5.15,245.6,4621,-56.11
"2023-05-30 11:54:00",2070,0.74,7196,0.01,7.9,17.59,6103,89.9,3.93,0,0.198,0.008,93,7109,1.21,0,15.44,8.38,2.36,7.97,10.84,5.15,245.6,4621,-56.11
"2023-05-30 11:56:00",2071,0.71,7224,0.01,7.88,17.6,6129,90,3.95,0,0.198,0.009,93,7137,1.2,0,15.44,8.39,2.3,7.98,10.87,5.15,246.1,4639,-56.14
"2023-05-30 11:58:00",2072,0.71,7224,0.01,7.88,17.6,6129,90,3.95,0,0.198,0.009,93,7137,1.2,0,15.44,8.39,2.3,7.98,10.87,5.15,246.1,4639,-56.14
"2023-05-30 12:00:00",2073,0.75,7381,0.01,7.96,17.5,6245,89.6,4.04,0,0.198,0.009,92.6,7290,1.2,0,15.6,8.36,2.34,7.97,10.86,5.2,247.1,4739,-55.88
