"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-01 03:02:00",3244,12.55598,17.89658
"2023-06-01 03:04:00",3245,12.57538,17.89145
"2023-06-01 03:06:00",3246,12.55724,17.89117
"2023-06-01 03:08:00",3247,12.56541,17.88336
"2023-06-01 03:10:00",3248,12.56131,17.88062
"2023-06-01 03:12:00",3249,12.56926,17.87158
"2023-06-01 03:14:00",3250,12.55354,17.86743
"2023-06-01 03:16:00",3251,12.55977,17.85657
"2023-06-01 03:18:00",3252,12.54793,17.85272
"2023-06-01 03:20:00",3253,12.56431,17.84317
"2023-06-01 03:22:00",3254,12.55066,17.83914
"2023-06-01 03:24:00",3255,12.56301,17.82785
"2023-06-01 03:26:00",3256,12.54922,17.8226
"2023-06-01 03:28:00",3257,12.55673,17.81253
"2023-06-01 03:30:00",3258,12.54525,17.80823
"2023-06-01 03:32:00",3259,12.56026,17.79803
"2023-06-01 03:34:00",3260,12.55145,17.79446
"2023-06-01 03:36:00",3261,12.55101,17.78439
"2023-06-01 03:38:00",3262,12.54222,17.78049
"2023-06-01 03:40:00",3263,12.55604,17.76968
"2023-06-01 03:42:00",3264,12.54523,17.76453
"2023-06-01 03:44:00",3265,12.55306,17.7532
"2023-06-01 03:46:00",3266,12.53858,17.74878
"2023-06-01 03:48:00",3267,12.54775,17.73941
"2023-06-01 03:50:00",3268,12.53637,17.73691
"2023-06-01 03:52:00",3269,12.53941,17.72879
"2023-06-01 03:54:00",3270,12.53693,17.72672
"2023-06-01 03:56:00",3271,12.54543,17.71716
"2023-06-01 03:58:00",3272,12.5282,17.71445
"2023-06-01 04:00:00",3273,12.53137,17.70538
