"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 09:02:00",1984,12.19311,17.37119
"2023-05-30 09:04:00",1985,12.22247,17.38779
"2023-05-30 09:06:00",1986,12.22251,17.41177
"2023-05-30 09:08:00",1987,12.24925,17.42944
"2023-05-30 09:10:00",1988,12.2553,17.45377
"2023-05-30 09:12:00",1989,12.26817,17.47183
"2023-05-30 09:14:00",1990,12.26275,17.49606
"2023-05-30 09:16:00",1991,12.27702,17.51468
"2023-05-30 09:18:00",1992,12.26279,17.53961
"2023-05-30 09:20:00",1993,12.28131,17.55792
"2023-05-30 09:22:00",1994,12.27636,17.58304
"2023-05-30 09:24:00",1995,12.2954,17.60373
"2023-05-30 09:26:00",1996,12.28145,17.63287
"2023-05-30 09:28:00",1997,12.29524,17.65625
"2023-05-30 09:30:00",1998,12.29389,17.68655
"2023-05-30 09:32:00",1999,12.31524,17.71094
"2023-05-30 09:34:00",2000,12.3033,17.74112
"2023-05-30 09:36:00",2001,12.30353,17.76379
"2023-05-30 09:38:00",2002,12.28486,17.7912
"2023-05-30 09:40:00",2003,12.2883,17.81149
"2023-05-30 09:42:00",2004,12.28428,17.83755
"2023-05-30 09:44:00",2005,12.27682,17.85541
"2023-05-30 09:46:00",2006,12.25025,17.87698
"2023-05-30 09:48:00",2007,12.24788,17.89053
"2023-05-30 09:50:00",2008,12.19712,17.90897
"2023-05-30 09:52:00",2009,12.20096,17.91968
"2023-05-30 09:54:00",2010,12.18126,17.93646
"2023-05-30 09:56:00",2011,12.18157,17.9476
"2023-05-30 09:58:00",2012,12.15635,17.96606
"2023-05-30 10:00:00",2013,12.15468,17.97916
