"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","51671","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 15:01:34.25",0,0,0,0,0,0,0
"2023-05-26 15:01:34.3",1,0,0,0,0,0,0
"2023-05-26 15:01:34.35",2,0,0,0,0,0,0
"2023-05-26 15:01:34.4",3,0,0,0,0,0,0
"2023-05-26 15:01:34.45",4,0,0,0,0,0,0
"2023-05-26 15:01:34.5",5,0,0,0,0,0,0
"2023-05-26 15:01:34.55",6,0,0,0,0,0,0
"2023-05-26 15:01:34.6",7,0,0,0,0,0,0
"2023-05-26 15:01:34.65",8,0,0,0,0,0,0
"2023-05-26 15:01:34.7",9,0,0,0,0,0,0
"2023-05-26 15:01:34.75",10,0,0,0,0,0,0
"2023-05-26 15:01:34.8",11,0,0,0,0,0,0
"2023-05-26 15:01:34.85",12,0,0,0,0,0,0
"2023-05-26 15:01:34.9",13,0,0,0,0,0,0
"2023-05-26 15:01:34.95",14,0,0,0,0,0,0
"2023-05-26 15:01:35",15,0,0,0,0,0,0
"2023-05-26 15:01:35.05",16,0,0,0,0,0,0
"2023-05-26 15:01:35.1",17,0,0,0,0,0,0
"2023-05-26 15:01:35.15",18,0,0,0,0,0,0
"2023-05-26 15:01:35.2",19,0,0,0,0,0,0
"2023-05-26 15:01:35.25",20,0,0,0,0,0,0
"2023-05-26 15:01:35.3",21,0,0,0,0,0,0
"2023-05-26 15:01:35.35",22,0,0,0,0,0,0
"2023-05-26 15:01:35.4",23,0,0,0,0,0,0
"2023-05-26 15:01:35.45",24,0,0,0,0,0,0
"2023-05-26 15:01:35.5",25,0,0,0,0,0,0
"2023-05-26 15:01:35.55",26,0,0,0,0,0,0
"2023-05-26 15:01:35.6",27,0,0,0,0,0,0
"2023-05-26 15:01:35.65",28,0,0,0,0,0,0
"2023-05-26 15:01:35.7",29,0,0,0,0,0,0
"2023-05-26 15:01:35.75",30,0,0,0,0,0,0
"2023-05-26 15:01:35.8",31,0,0,0,0,0,0
"2023-05-26 15:01:35.85",32,0,0,0,0,0,0
"2023-05-26 15:01:35.9",33,0,0,0,0,0,0
"2023-05-26 15:01:35.95",34,0,0,0,0,0,0
"2023-05-26 15:01:36",35,0,0,0,0,0,0
"2023-05-26 15:01:36.05",36,0,0,0,0,0,0
"2023-05-26 15:01:36.1",37,0,0,0,0,0,0
"2023-05-26 15:01:36.15",38,0,0,0,0,0,0
"2023-05-26 15:01:36.2",39,0,0,0,0,0,0
"2023-05-26 15:01:36.25",40,0,0,0,0,0,0
"2023-05-26 15:01:36.3",41,0,0,0,0,0,0
"2023-05-26 15:01:36.35",42,0,0,0,0,0,0
"2023-05-26 15:01:36.4",43,0,0,0,0,0,0
"2023-05-26 15:01:36.45",44,0,0,0,0,0,0
"2023-05-26 15:01:36.5",45,0,0,0,0,0,0
"2023-05-26 15:01:36.55",46,0,0,0,0,0,0
"2023-05-26 15:01:36.6",47,0,0,0,0,0,0
"2023-05-26 15:01:36.65",48,0,0,0,0,0,0
"2023-05-26 15:01:36.7",49,0,0,0,0,0,0
"2023-05-26 15:01:36.75",50,0,0,0,0,0,0
"2023-05-26 15:01:36.8",51,0,0,0,0,0,0
"2023-05-26 15:01:36.85",52,0,0,0,0,0,0
"2023-05-26 15:01:36.9",53,0,0,0,0,0,0
"2023-05-26 15:01:36.95",54,0,0,0,0,0,0
"2023-05-26 15:01:37",55,0,0,0,0,0,0
"2023-05-26 15:01:37.05",56,0,0,0,0,0,0
"2023-05-26 15:01:37.1",57,0,0,0,0,0,0
"2023-05-26 15:01:37.15",58,0,0,0,0,0,0
"2023-05-26 15:01:37.2",59,0,0,0,0,0,0
"2023-05-26 15:01:37.25",60,0,0,0,0,0,0
"2023-05-26 15:01:37.3",61,0,0,0,0,0,0
"2023-05-26 15:01:37.35",62,0,0,0,0,0,0
"2023-05-26 15:01:37.4",63,0,0,0,0,0,0
"2023-05-26 15:01:37.45",64,0,0,0,0,0,0
"2023-05-26 15:01:37.5",65,0,0,0,0,0,0
"2023-05-26 15:01:37.55",66,0,0,0,0,0,0
"2023-05-26 15:01:37.6",67,0,0,0,0,0,0
"2023-05-26 15:01:37.65",68,0,0,0,0,0,0
"2023-05-26 15:01:37.7",69,0,0,0,0,0,0
"2023-05-26 15:01:37.75",70,0,0,0,0,0,0
"2023-05-26 15:01:37.8",71,0,0,0,0,0,0
"2023-05-26 15:01:37.85",72,0,0,0,0,0,0
"2023-05-26 15:01:37.9",73,0,0,0,0,0,0
"2023-05-26 15:01:37.95",74,0,0,0,0,0,0
"2023-05-26 15:01:38",75,0,0,0,0,0,0
"2023-05-26 15:01:38.05",76,0,0,0,0,0,0
"2023-05-26 15:01:38.1",77,0,0,0,0,0,0
"2023-05-26 15:01:38.15",78,0,0,0,0,0,0
"2023-05-26 15:01:38.2",79,0,0,0,0,0,0
"2023-05-26 15:01:38.25",80,0,0,0,0,0,0
