"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-28 21:02:00",904,12.50979,19.11636
"2023-05-28 21:04:00",905,12.53367,19.08002
"2023-05-28 21:06:00",906,12.52452,19.04919
"2023-05-28 21:08:00",907,12.53079,19.01059
"2023-05-28 21:10:00",908,12.51438,18.97522
"2023-05-28 21:12:00",909,12.52407,18.93536
"2023-05-28 21:14:00",910,12.51379,18.90125
"2023-05-28 21:16:00",911,12.52484,18.85947
"2023-05-28 21:18:00",912,12.51348,18.82419
"2023-05-28 21:20:00",913,12.5223,18.78381
"2023-05-28 21:22:00",914,12.50618,18.74948
"2023-05-28 21:24:00",915,12.51365,18.71066
"2023-05-28 21:26:00",916,12.5075,18.67761
"2023-05-28 21:28:00",917,12.51574,18.63861
"2023-05-28 21:30:00",918,12.50339,18.6076
"2023-05-28 21:32:00",919,12.50311,18.57385
"2023-05-28 21:34:00",920,12.48711,18.54535
"2023-05-28 21:36:00",921,12.50557,18.51068
"2023-05-28 21:38:00",922,12.49646,18.48233
"2023-05-28 21:40:00",923,12.50262,18.44888
"2023-05-28 21:42:00",924,12.48538,18.42038
"2023-05-28 21:44:00",925,12.49534,18.38654
"2023-05-28 21:46:00",926,12.49186,18.35806
"2023-05-28 21:48:00",927,12.50082,18.32443
"2023-05-28 21:50:00",928,12.48566,18.29907
"2023-05-28 21:52:00",929,12.49184,18.26581
"2023-05-28 21:54:00",930,12.4796,18.23923
"2023-05-28 21:56:00",931,12.49499,18.20782
"2023-05-28 21:58:00",932,12.48137,18.18192
"2023-05-28 22:00:00",933,12.48747,18.14935
