"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-30 17:00:05",53358,12935.15,64.67575
"2023-05-30 17:00:10",53359,20654.84,103.2742
"2023-05-30 17:00:15",53360,9854.632,49.27316
"2023-05-30 17:00:20",53361,11309.56,56.54778
"2023-05-30 17:00:25",53362,10797.05,53.98525
"2023-05-30 17:00:30",53363,7635.916,38.17958
"2023-05-30 17:00:35",53364,12750.99,63.75498
"2023-05-30 17:00:40",53365,10218.08,51.09039
"2023-05-30 17:00:45",53366,10482.12,52.41059
"2023-05-30 17:00:50",53367,8568.359,42.8418
"2023-05-30 17:00:55",53368,11265.65,56.32826
"2023-05-30 17:01:00",53369,14028.39,70.14197
"2023-05-30 17:01:05",53370,9421.993,47.10997
"2023-05-30 17:01:10",53371,8281.918,41.40959
"2023-05-30 17:01:15",53372,7947.018,39.73509
"2023-05-30 17:01:20",53373,9788.23,48.94115
"2023-05-30 17:01:25",53374,12889.67,64.44835
"2023-05-30 17:01:30",53375,13677.23,68.38613
"2023-05-30 17:01:35",53376,7729.149,38.64574
"2023-05-30 17:01:40",53377,11344.62,56.72312
"2023-05-30 17:01:45",53378,12370.73,61.85364
"2023-05-30 17:01:50",53379,8084.307,40.42154
"2023-05-30 17:01:55",53380,12757.93,63.78966
"2023-05-30 17:02:00",53381,10147.1,50.73553
"2023-05-30 17:02:05",53382,10203.79,51.01896
"2023-05-30 17:02:10",53383,12265.21,61.32605
"2023-05-30 17:02:15",53384,12862.44,64.31218
"2023-05-30 17:02:20",53385,12169.77,60.84887
"2023-05-30 17:02:25",53386,11150.33,55.75164
"2023-05-30 17:02:30",53387,11549.7,57.74848
"2023-05-30 17:02:35",53388,10582.18,52.91089
"2023-05-30 17:02:40",53389,9511.26,47.5563
"2023-05-30 17:02:45",53390,11953.64,59.76818
"2023-05-30 17:02:50",53391,8115.35,40.57676
"2023-05-30 17:02:55",53392,10501.12,52.50558
"2023-05-30 17:03:00",53393,10159.95,50.79978
"2023-05-30 17:03:05",53394,8874.952,44.37476
"2023-05-30 17:03:10",53395,10766.76,53.83379
