"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-28 16:00:05",18078,7541.851,37.70926
"2023-05-28 16:00:10",18079,7628.143,38.14072
"2023-05-28 16:00:15",18080,7690.57,38.45285
"2023-05-28 16:00:20",18081,6582.35,32.91175
"2023-05-28 16:00:25",18082,6942.976,34.71488
"2023-05-28 16:00:30",18083,6816.96,34.0848
"2023-05-28 16:00:35",18084,6818.741,34.09371
"2023-05-28 16:00:40",18085,6876.582,34.38292
"2023-05-28 16:00:45",18086,6902.597,34.51299
"2023-05-28 16:00:50",18087,7640.166,38.20084
"2023-05-28 16:00:55",18088,7676.805,38.38403
"2023-05-28 16:01:00",18089,7630.795,38.15398
"2023-05-28 16:01:05",18090,7676.966,38.38483
"2023-05-28 16:01:10",18091,7625.782,38.12891
"2023-05-28 16:01:15",18092,7647.982,38.23991
"2023-05-28 16:01:20",18093,7628.074,38.14038
"2023-05-28 16:01:25",18094,7623.146,38.11573
"2023-05-28 16:01:30",18095,7607.835,38.03918
"2023-05-28 16:01:35",18096,7608.943,38.04472
"2023-05-28 16:01:40",18097,7594.906,37.97453
"2023-05-28 16:01:45",18098,7569.371,37.84686
"2023-05-28 16:01:50",18099,7551.019,37.7551
"2023-05-28 16:01:55",18100,7532.359,37.6618
"2023-05-28 16:02:00",18101,7512.978,37.5649
"2023-05-28 16:02:05",18102,7498.474,37.49237
"2023-05-28 16:02:10",18103,7482.17,37.41086
"2023-05-28 16:02:15",18104,7457.898,37.28949
"2023-05-28 16:02:20",18105,7220.625,36.10313
"2023-05-28 16:02:25",18106,7199.596,35.99798
"2023-05-28 16:02:30",18107,7199.438,35.9972
"2023-05-28 16:02:35",18108,7180.092,35.90046
"2023-05-28 16:02:40",18109,7183.393,35.91696
"2023-05-28 16:02:45",18110,7192.929,35.96464
"2023-05-28 16:02:50",18111,7228.404,36.14202
"2023-05-28 16:02:55",18112,7245.848,36.22924
"2023-05-28 16:03:00",18113,7259.09,36.29545
"2023-05-28 16:03:05",18114,7267.27,36.33635
"2023-05-28 16:03:10",18115,7258.321,36.29161
