"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-28 14:02:00",694,1011.9,66,17.6,11.3
"2023-05-28 14:04:00",695,1011.8,67,17.5,11.3
"2023-05-28 14:06:00",696,1011.7,67,17.4,11.3
"2023-05-28 14:08:00",697,1011.7,68,17.4,11.4
"2023-05-28 14:10:00",698,1011.7,68,17.3,11.5
"2023-05-28 14:12:00",699,1011.8,67,17.4,11.4
"2023-05-28 14:14:00",700,1011.8,67,17.2,11.2
"2023-05-28 14:16:00",701,1011.7,69,16.9,11.3
"2023-05-28 14:18:00",702,1011.7,69,17,11.4
"2023-05-28 14:20:00",703,1011.7,68,16.8,11
"2023-05-28 14:22:00",704,1011.7,69,16.8,11.3
"2023-05-28 14:24:00",705,1011.7,71,16.7,11.4
"2023-05-28 14:26:00",706,1011.7,70,16.7,11.4
"2023-05-28 14:28:00",707,1011.8,70,16.7,11.3
"2023-05-28 14:30:00",708,1011.7,69,16.5,10.9
"2023-05-28 14:32:00",709,1011.7,71,16.4,11.2
"2023-05-28 14:34:00",710,1011.7,73,16.5,11.8
"2023-05-28 14:36:00",711,1011.6,71,16.3,11.2
"2023-05-28 14:38:00",712,1011.6,71,16.2,11
"2023-05-28 14:40:00",713,1011.6,73,16.2,11.5
"2023-05-28 14:42:00",714,1011.7,72,16.1,11.1
"2023-05-28 14:44:00",715,1011.6,71,16.1,11
"2023-05-28 14:46:00",716,1011.7,73,16,11.2
"2023-05-28 14:48:00",717,1011.6,73,15.9,11.1
"2023-05-28 14:50:00",718,1011.7,73,16,11.3
"2023-05-28 14:52:00",719,1011.8,71,15.9,10.8
"2023-05-28 14:54:00",720,1011.8,73,15.9,11.1
"2023-05-28 14:56:00",721,1011.7,75,15.8,11.5
"2023-05-28 14:58:00",722,1011.7,73,15.8,11
"2023-05-28 15:00:00",723,1011.8,75,16,11.7
