"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-01 01:02:00",3184,12.61021,18.33798
"2023-06-01 01:04:00",3185,12.63295,18.33005
"2023-06-01 01:06:00",3186,12.62433,18.32724
"2023-06-01 01:08:00",3187,12.63364,18.31818
"2023-06-01 01:10:00",3188,12.61417,18.31274
"2023-06-01 01:12:00",3189,12.62247,18.30164
"2023-06-01 01:14:00",3190,12.61947,18.29565
"2023-06-01 01:16:00",3191,12.62814,18.28339
"2023-06-01 01:18:00",3192,12.61206,18.27719
"2023-06-01 01:20:00",3193,12.62367,18.26526
"2023-06-01 01:22:00",3194,12.60729,18.25946
"2023-06-01 01:24:00",3195,12.61635,18.24805
"2023-06-01 01:26:00",3196,12.60947,18.2424
"2023-06-01 01:28:00",3197,12.61806,18.23087
"2023-06-01 01:30:00",3198,12.60652,18.22534
"2023-06-01 01:32:00",3199,12.61545,18.21451
"2023-06-01 01:34:00",3200,12.60253,18.20932
"2023-06-01 01:36:00",3201,12.61708,18.19785
"2023-06-01 01:38:00",3202,12.60702,18.19193
"2023-06-01 01:40:00",3203,12.61625,18.18036
"2023-06-01 01:42:00",3204,12.59759,18.1752
"2023-06-01 01:44:00",3205,12.61017,18.16394
"2023-06-01 01:46:00",3206,12.6052,18.15973
"2023-06-01 01:48:00",3207,12.61214,18.14993
"2023-06-01 01:50:00",3208,12.60092,18.1459
"2023-06-01 01:52:00",3209,12.60328,18.13666
"2023-06-01 01:54:00",3210,12.5944,18.13385
"2023-06-01 01:56:00",3211,12.60615,18.12466
"2023-06-01 01:58:00",3212,12.58684,18.12158
"2023-06-01 02:00:00",3213,12.5958,18.11273
