"TOA5","11167","CR1000X","11167","CR1000X.Std.03.02","$*$#$#$*$$.$#$","7948","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 14:19:25.9",1148,0,0,0,0,0,0
"2023-05-26 14:19:25.95",1149,0,0,0,0,0,0
"2023-05-26 14:19:26",1150,0,0,0,0,0,0
"2023-05-26 14:19:26.05",1151,0,0,0,0,0,0
"2023-05-26 14:19:26.1",1152,0,0,0,0,0,0
"2023-05-26 14:19:26.15",1153,0,0,0,0,0,0
"2023-05-26 14:19:26.2",1154,0,0,0,0,0,0
"2023-05-26 14:19:26.25",1155,0,0,0,0,0,0
"2023-05-26 14:19:26.3",1156,0,0,0,0,0,0
"2023-05-26 14:19:26.35",1157,0,0,0,0,0,0
"2023-05-26 14:19:26.4",1158,0,0,0,0,0,0
"2023-05-26 14:19:26.45",1159,0,0,0,0,0,0
"2023-05-26 14:19:26.5",1160,0,0,0,0,0,0
"2023-05-26 14:19:26.55",1161,0,0,0,0,0,0
"2023-05-26 14:19:26.6",1162,0,0,0,0,0,0
"2023-05-26 14:19:26.65",1163,0,0,0,0,0,0
"2023-05-26 14:19:26.7",1164,0,0,0,0,0,0
"2023-05-26 14:19:26.75",1165,0,0,0,0,0,0
"2023-05-26 14:19:26.8",1166,0,0,0,0,0,0
"2023-05-26 14:19:26.85",1167,0,0,0,0,0,0
"2023-05-26 14:19:26.9",1168,0,0,0,0,0,0
"2023-05-26 14:19:26.95",1169,0,0,0,0,0,0
"2023-05-26 14:19:27",1170,0,0,0,0,0,0
"2023-05-26 14:19:27.05",1171,0,0,0,0,0,0
"2023-05-26 14:19:27.1",1172,0,0,0,0,0,0
"2023-05-26 14:19:27.15",1173,0,0,0,0,0,0
"2023-05-26 14:19:27.2",1174,0,0,0,0,0,0
"2023-05-26 14:19:27.25",1175,0,0,0,0,0,0
"2023-05-26 14:19:27.3",1176,0,0,0,0,0,0
"2023-05-26 14:19:27.35",1177,0,0,0,0,0,0
"2023-05-26 14:19:27.4",1178,0,0,0,0,0,0
"2023-05-26 14:19:27.45",1179,0,0,0,0,0,0
"2023-05-26 14:19:27.5",1180,0,0,0,0,0,0
"2023-05-26 14:19:27.55",1181,0,0,0,0,0,0
"2023-05-26 14:19:27.6",1182,0,0,0,0,0,0
"2023-05-26 14:19:27.65",1183,0,0,0,0,0,0
"2023-05-26 14:19:27.7",1184,0,0,0,0,0,0
"2023-05-26 14:19:27.75",1185,0,0,0,0,0,0
"2023-05-26 14:19:27.8",1186,0,0,0,0,0,0
"2023-05-26 14:19:27.85",1187,0,0,0,0,0,0
"2023-05-26 14:19:27.9",1188,0,0,0,0,0,0
"2023-05-26 14:19:27.95",1189,0,0,0,0,0,0
"2023-05-26 14:19:28",1190,0,0,0,0,0,0
"2023-05-26 14:19:28.05",1191,0,0,0,0,0,0
"2023-05-26 14:19:28.1",1192,0,0,0,0,0,0
"2023-05-26 14:19:28.15",1193,0,0,0,0,0,0
"2023-05-26 14:19:28.2",1194,0,0,0,0,0,0
"2023-05-26 14:19:28.25",1195,0,0,0,0,0,0
"2023-05-26 14:19:28.3",1196,0,0,0,0,0,0
"2023-05-26 14:19:28.35",1197,0,0,0,0,0,0
"2023-05-26 14:19:28.4",1198,0,0,0,0,0,0
"2023-05-26 14:19:28.45",1199,0,0,0,0,0,0
"2023-05-26 14:19:28.5",1200,0,0,0,0,0,0
"2023-05-26 14:19:28.55",1201,0,0,0,0,0,0
"2023-05-26 14:19:28.6",1202,0,0,0,0,0,0
"2023-05-26 14:19:28.65",1203,0,0,0,0,0,0
"2023-05-26 14:19:28.7",1204,0,0,0,0,0,0
"2023-05-26 14:19:28.75",1205,0,0,0,0,0,0
"2023-05-26 14:19:28.8",1206,0,0,0,0,0,0
"2023-05-26 14:19:28.85",1207,0,0,0,0,0,0
"2023-05-26 14:19:28.9",1208,0,0,0,0,0,0
"2023-05-26 14:19:28.95",1209,0,0,0,0,0,0
"2023-05-26 14:19:29",1210,0,0,0,0,0,0
"2023-05-26 14:19:29.05",1211,0,0,0,0,0,0
"2023-05-26 14:19:29.1",1212,0,0,0,0,0,0
"2023-05-26 14:19:29.15",1213,0,0,0,0,0,0
"2023-05-26 14:19:29.2",1214,0,0,0,0,0,0
"2023-05-26 14:19:29.25",1215,0,0,0,0,0,0
"2023-05-26 14:19:29.3",1216,0,0,0,0,0,0
"2023-05-26 14:19:29.35",1217,0,0,0,0,0,0
"2023-05-26 14:19:29.4",1218,0,0,0,0,0,0
"2023-05-26 14:19:29.45",1219,0,0,0,0,0,0
"2023-05-26 14:19:29.5",1220,0,0,0,0,0,0
"2023-05-26 14:19:29.55",1221,0,0,0,0,0,0
"2023-05-26 14:19:29.6",1222,0,0,0,0,0,0
"2023-05-26 14:19:29.65",1223,0,0,0,0,0,0
"2023-05-26 14:19:29.7",1224,0,0,0,0,0,0
"2023-05-26 14:19:29.75",1225,0,0,0,0,0,0
"2023-05-26 14:19:29.8",1226,0,0,0,0,0,0
"2023-05-26 14:19:29.85",1227,0,0,0,0,0,0
"2023-05-26 14:19:29.9",1228,0,0,0,0,0,0
"2023-05-26 14:19:29.95",1229,0,0,0,0,0,0
"2023-05-26 14:19:30",1230,0,0,0,0,0,0
"2023-05-26 14:19:30.05",1231,0,0,0,0,0,0
"2023-05-26 14:19:30.1",1232,0,0,0,0,0,0
"2023-05-26 14:19:30.15",1233,0,0,0,0,0,0
"2023-05-26 14:19:30.2",1234,0,0,0,0,0,0
"2023-05-26 14:19:30.25",1235,0,0,0,0,0,0
"2023-05-26 14:19:30.3",1236,0,0,0,0,0,0
"2023-05-26 14:19:30.35",1237,0,0,0,0,0,0
"2023-05-26 14:19:30.4",1238,0,0,0,0,0,0
"2023-05-26 14:19:30.45",1239,0,0,0,0,0,0
"2023-05-26 14:19:30.5",1240,0,0,0,0,0,0
"2023-05-26 14:19:30.55",1241,0,0,0,0,0,0
"2023-05-26 14:19:30.6",1242,0,0,0,0,0,0
"2023-05-26 14:19:30.65",1243,0,0,0,0,0,0
"2023-05-26 14:19:30.7",1244,0,0,0,0,0,0
"2023-05-26 14:19:30.75",1245,0,0,0,0,0,0
"2023-05-26 14:19:30.8",1246,0,0,0,0,0,0
"2023-05-26 14:19:30.85",1247,0,0,0,0,0,0
"2023-05-26 14:19:30.9",1248,0,0,0,0,0,0
"2023-05-26 14:19:30.95",1249,0,0,0,0,0,0
"2023-05-26 14:19:31",1250,0,0,0,0,0,0
"2023-05-26 14:19:31.05",1251,0,0,0,0,0,0
"2023-05-26 14:19:31.1",1252,0,0,0,0,0,0
"2023-05-26 14:19:31.15",1253,0,0,0,0,0,0
"2023-05-26 14:19:31.2",1254,0,0,0,0,0,0
"2023-05-26 14:19:31.25",1255,0,0,0,0,0,0
"2023-05-26 14:19:31.3",1256,0,0,0,0,0,0
"2023-05-26 14:19:31.35",1257,0,0,0,0,0,0
"2023-05-26 14:19:31.4",1258,0,0,0,0,0,0
"2023-05-26 14:19:31.45",1259,0,0,0,0,0,0
"2023-05-26 14:19:31.5",1260,0,0,0,0,0,0
"2023-05-26 14:19:31.55",1261,0,0,0,0,0,0
"2023-05-26 14:19:31.6",1262,0,0,0,0,0,0
"2023-05-26 14:19:31.65",1263,0,0,0,0,0,0
"2023-05-26 14:19:31.7",1264,0,0,0,0,0,0
"2023-05-26 14:19:31.75",1265,0,0,0,0,0,0
"2023-05-26 14:19:31.8",1266,0,0,0,0,0,0
"2023-05-26 14:19:31.85",1267,0,0,0,0,0,0
"2023-05-26 14:19:31.9",1268,0,0,0,0,0,0
"2023-05-26 14:19:31.95",1269,0,0,0,0,0,0
"2023-05-26 14:19:32",1270,0,0,0,0,0,0
"2023-05-26 14:19:32.05",1271,0,0,0,0,0,0
"2023-05-26 14:19:32.1",1272,0,0,0,0,0,0
"2023-05-26 14:19:32.15",1273,0,0,0,0,0,0
"2023-05-26 14:19:32.2",1274,0,0,0,0,0,0
"2023-05-26 14:19:32.25",1275,0,0,0,0,0,0
"2023-05-26 14:19:32.3",1276,0,0,0,0,0,0
"2023-05-26 14:19:32.35",1277,0,0,0,0,0,0
"2023-05-26 14:19:32.4",1278,0,0,0,0,0,0
"2023-05-26 14:19:32.45",1279,0,0,0,0,0,0
"2023-05-26 14:19:32.5",1280,0,0,0,0,0,0
"2023-05-26 14:19:32.55",1281,0,0,0,0,0,0
"2023-05-26 14:19:32.6",1282,0,0,0,0,0,0
"2023-05-26 14:19:32.65",1283,0,0,0,0,0,0
"2023-05-26 14:19:32.7",1284,0,0,0,0,0,0
"2023-05-26 14:19:32.75",1285,0,0,0,0,0,0
"2023-05-26 14:19:32.8",1286,0,0,0,0,0,0
"2023-05-26 14:19:32.85",1287,0,0,0,0,0,0
"2023-05-26 14:19:32.9",1288,0,0,0,0,0,0
"2023-05-26 14:19:32.95",1289,0,0,0,0,0,0
"2023-05-26 14:19:33",1290,0,0,0,0,0,0
"2023-05-26 14:19:33.05",1291,0,0,0,0,0,0
"2023-05-26 14:19:58.8",1292,0,0,0,0,0,0
"2023-05-26 14:19:58.85",1293,0,0,0,0,0,0
"2023-05-26 14:19:58.9",1294,0,0,0,0,0,0
"2023-05-26 14:19:58.95",1295,0,0,0,0,0,0
"2023-05-26 14:19:59",1296,0,0,0,0,0,0
"2023-05-26 14:19:59.05",1297,0,0,0,0,0,0
"2023-05-26 14:19:59.1",1298,0,0,0,0,0,0
"2023-05-26 14:19:59.15",1299,0,0,0,0,0,0
"2023-05-26 14:19:59.2",1300,0,0,0,0,0,0
"2023-05-26 14:19:59.25",1301,0,0,0,0,0,0
"2023-05-26 14:19:59.3",1302,0,0,0,0,0,0
"2023-05-26 14:19:59.35",1303,0,0,0,0,0,0
"2023-05-26 14:19:59.4",1304,0,0,0,0,0,0
"2023-05-26 14:19:59.45",1305,0,0,0,0,0,0
"2023-05-26 14:19:59.5",1306,0,0,0,0,0,0
"2023-05-26 14:19:59.55",1307,0,0,0,0,0,0
"2023-05-26 14:19:59.6",1308,0,0,0,0,0,0
"2023-05-26 14:19:59.65",1309,0,0,0,0,0,0
"2023-05-26 14:19:59.7",1310,0,0,0,0,0,0
"2023-05-26 14:19:59.75",1311,0,0,0,0,0,0
"2023-05-26 14:19:59.8",1312,0,0,0,0,0,0
"2023-05-26 14:19:59.85",1313,0,0,0,0,0,0
"2023-05-26 14:19:59.9",1314,0,0,0,0,0,0
"2023-05-26 14:19:59.95",1315,0,0,0,0,0,0
"2023-05-26 14:20:00",1316,0,0,0,0,0,0
"2023-05-26 14:20:00.05",1317,0,0,0,0,0,0
"2023-05-26 14:20:00.1",1318,0,0,0,0,0,0
"2023-05-26 14:20:00.15",1319,0,0,0,0,0,0
"2023-05-26 14:20:00.2",1320,0,0,0,0,0,0
"2023-05-26 14:20:00.25",1321,0,0,0,0,0,0
"2023-05-26 14:20:00.3",1322,0,0,0,0,0,0
"2023-05-26 14:20:00.35",1323,0,0,0,0,0,0
"2023-05-26 14:20:00.4",1324,0,0,0,0,0,0
"2023-05-26 14:20:00.45",1325,0,0,0,0,0,0
"2023-05-26 14:20:00.5",1326,0,0,0,0,0,0
"2023-05-26 14:20:00.55",1327,0,0,0,0,0,0
"2023-05-26 14:20:00.6",1328,0,0,0,0,0,0
"2023-05-26 14:20:00.65",1329,0,0,0,0,0,0
"2023-05-26 14:20:00.7",1330,0,0,0,0,0,0
"2023-05-26 14:20:00.75",1331,0,0,0,0,0,0
"2023-05-26 14:20:00.8",1332,0,0,0,0,0,0
"2023-05-26 14:20:00.85",1333,0,0,0,0,0,0
"2023-05-26 14:20:00.9",1334,0,0,0,0,0,0
"2023-05-26 14:20:00.95",1335,0,0,0,0,0,0
"2023-05-26 14:20:01",1336,0,0,0,0,0,0
"2023-05-26 14:20:01.05",1337,0,0,0,0,0,0
"2023-05-26 14:20:01.1",1338,0,0,0,0,0,0
"2023-05-26 14:20:01.15",1339,0,0,0,0,0,0
"2023-05-26 14:20:01.2",1340,0,0,0,0,0,0
"2023-05-26 14:20:01.25",1341,0,0,0,0,0,0
"2023-05-26 14:20:01.3",1342,0,0,0,0,0,0
"2023-05-26 14:20:01.35",1343,0,0,0,0,0,0
"2023-05-26 14:20:01.4",1344,0,0,0,0,0,0
"2023-05-26 14:20:01.45",1345,0,0,0,0,0,0
"2023-05-26 14:20:01.5",1346,0,0,0,0,0,0
"2023-05-26 14:20:01.55",1347,0,0,0,0,0,0
"2023-05-26 14:20:01.6",1348,0,0,0,0,0,0
"2023-05-26 14:20:01.65",1349,0,0,0,0,0,0
"2023-05-26 14:20:01.7",1350,0,0,0,0,0,0
"2023-05-26 14:20:01.75",1351,0,0,0,0,0,0
"2023-05-26 14:20:01.8",1352,0,0,0,0,0,0
"2023-05-26 14:20:01.85",1353,0,0,0,0,0,0
"2023-05-26 14:20:01.9",1354,0,0,0,0,0,0
"2023-05-26 14:20:01.95",1355,0,0,0,0,0,0
"2023-05-26 14:20:02",1356,0,0,0,0,0,0
"2023-05-26 14:20:02.05",1357,0,0,0,0,0,0
"2023-05-26 14:20:02.1",1358,0,0,0,0,0,0
"2023-05-26 14:20:02.15",1359,0,0,0,0,0,0
"2023-05-26 14:20:02.2",1360,0,0,0,0,0,0
"2023-05-26 14:20:02.25",1361,0,0,0,0,0,0
"2023-05-26 14:20:02.3",1362,0,0,0,0,0,0
"2023-05-26 14:20:02.35",1363,0,0,0,0,0,0
"2023-05-26 14:20:02.4",1364,0,0,0,0,0,0
"2023-05-26 14:20:02.45",1365,0,0,0,0,0,0
"2023-05-26 14:20:02.5",1366,0,0,0,0,0,0
"2023-05-26 14:20:02.55",1367,0,0,0,0,0,0
"2023-05-26 14:20:02.6",1368,0,0,0,0,0,0
"2023-05-26 14:20:02.65",1369,0,0,0,0,0,0
"2023-05-26 14:20:02.7",1370,0,0,0,0,0,0
"2023-05-26 14:20:02.75",1371,0,0,0,0,0,0
"2023-05-26 14:20:02.8",1372,0,0,0,0,0,0
"2023-05-26 14:20:02.85",1373,0,0,0,0,0,0
"2023-05-26 14:20:02.9",1374,0,0,0,0,0,0
"2023-05-26 14:20:02.95",1375,0,0,0,0,0,0
"2023-05-26 14:20:03",1376,0,0,0,0,0,0
"2023-05-26 14:20:03.05",1377,0,0,0,0,0,0
"2023-05-26 14:20:03.1",1378,0,0,0,0,0,0
"2023-05-26 14:20:03.15",1379,0,0,0,0,0,0
"2023-05-26 14:20:03.2",1380,0,0,0,0,0,0
"2023-05-26 14:20:03.25",1381,0,0,0,0,0,0
"2023-05-26 14:20:03.3",1382,0,0,0,0,0,0
"2023-05-26 14:20:03.35",1383,0,0,0,0,0,0
"2023-05-26 14:20:03.4",1384,0,0,0,0,0,0
"2023-05-26 14:20:03.45",1385,0,0,0,0,0,0
"2023-05-26 14:20:03.5",1386,0,0,0,0,0,0
"2023-05-26 14:20:03.55",1387,0,0,0,0,0,0
"2023-05-26 14:20:03.6",1388,0,0,0,0,0,0
"2023-05-26 14:20:03.65",1389,0,0,0,0,0,0
"2023-05-26 14:20:03.7",1390,0,0,0,0,0,0
"2023-05-26 14:20:03.75",1391,0,0,0,0,0,0
"2023-05-26 14:20:03.8",1392,0,0,0,0,0,0
"2023-05-26 14:20:03.85",1393,0,0,0,0,0,0
"2023-05-26 14:20:03.9",1394,0,0,0,0,0,0
"2023-05-26 14:20:03.95",1395,0,0,0,0,0,0
"2023-05-26 14:20:04",1396,0,0,0,0,0,0
"2023-05-26 14:20:04.05",1397,0,0,0,0,0,0
"2023-05-26 14:20:04.1",1398,0,0,0,0,0,0
"2023-05-26 14:20:04.15",1399,0,0,0,0,0,0
"2023-05-26 14:20:04.2",1400,0,0,0,0,0,0
"2023-05-26 14:20:04.25",1401,0,0,0,0,0,0
"2023-05-26 14:20:04.3",1402,0,0,0,0,0,0
"2023-05-26 14:20:04.35",1403,0,0,0,0,0,0
"2023-05-26 14:20:04.4",1404,0,0,0,0,0,0
"2023-05-26 14:20:04.45",1405,0,0,0,0,0,0
"2023-05-26 14:20:04.5",1406,0,0,0,0,0,0
"2023-05-26 14:20:04.55",1407,0,0,0,0,0,0
"2023-05-26 14:20:04.6",1408,0,0,0,0,0,0
"2023-05-26 14:20:04.65",1409,0,0,0,0,0,0
"2023-05-26 14:20:04.7",1410,0,0,0,0,0,0
"2023-05-26 14:20:04.75",1411,0,0,0,0,0,0
"2023-05-26 14:20:04.8",1412,0,0,0,0,0,0
"2023-05-26 14:20:04.85",1413,0,0,0,0,0,0
"2023-05-26 14:20:04.9",1414,0,0,0,0,0,0
"2023-05-26 14:20:04.95",1415,0,0,0,0,0,0
"2023-05-26 14:20:05",1416,0,0,0,0,0,0
"2023-05-26 14:20:05.05",1417,0,0,0,0,0,0
"2023-05-26 14:20:05.1",1418,0,0,0,0,0,0
"2023-05-26 14:20:05.15",1419,0,0,0,0,0,0
"2023-05-26 14:20:05.2",1420,0,0,0,0,0,0
"2023-05-26 14:20:05.25",1421,0,0,0,0,0,0
"2023-05-26 14:20:05.3",1422,0,0,0,0,0,0
"2023-05-26 14:20:05.35",1423,0,0,0,0,0,0
"2023-05-26 14:20:05.4",1424,0,0,0,0,0,0
"2023-05-26 14:20:05.45",1425,0,0,0,0,0,0
"2023-05-26 14:20:05.5",1426,0,0,0,0,0,0
"2023-05-26 14:20:05.55",1427,0,0,0,0,0,0
"2023-05-26 14:20:05.6",1428,0,0,0,0,0,0
"2023-05-26 14:20:05.65",1429,0,0,0,0,0,0
"2023-05-26 14:20:05.7",1430,0,0,0,0,0,0
"2023-05-26 14:20:05.75",1431,0,0,0,0,0,0
"2023-05-26 14:20:05.8",1432,0,0,0,0,0,0
"2023-05-26 14:20:05.85",1433,0,0,0,0,0,0
"2023-05-26 14:20:05.9",1434,0,0,0,0,0,0
"2023-05-26 14:20:05.95",1435,0,0,0,0,0,0
"2023-05-26 14:20:06",1436,0,0,0,0,0,0
"2023-05-26 14:20:06.05",1437,0,0,0,0,0,0
"2023-05-26 14:20:06.1",1438,0,0,0,0,0,0
"2023-05-26 14:20:06.15",1439,0,0,0,0,0,0
"2023-05-26 14:20:06.2",1440,0,0,0,0,0,0
"2023-05-26 14:20:06.25",1441,0,0,0,0,0,0
"2023-05-26 14:20:06.3",1442,0,0,0,0,0,0
"2023-05-26 14:20:06.35",1443,0,0,0,0,0,0
"2023-05-26 14:20:06.4",1444,0,0,0,0,0,0
"2023-05-26 14:20:06.45",1445,0,0,0,0,0,0
"2023-05-26 14:20:06.5",1446,0,0,0,0,0,0
"2023-05-26 14:20:06.55",1447,0,0,0,0,0,0
"2023-05-26 14:20:06.6",1448,0,0,0,0,0,0
"2023-05-26 14:20:06.65",1449,0,0,0,0,0,0
"2023-05-26 14:20:06.7",1450,0,0,0,0,0,0
"2023-05-26 14:20:06.75",1451,0,0,0,0,0,0
"2023-05-26 14:20:06.8",1452,0,0,0,0,0,0
"2023-05-26 14:20:06.85",1453,0,0,0,0,0,0
"2023-05-26 14:20:06.9",1454,0,0,0,0,0,0
"2023-05-26 14:20:06.95",1455,0,0,0,0,0,0
"2023-05-26 14:20:07",1456,0,0,0,0,0,0
"2023-05-26 14:20:07.05",1457,0,0,0,0,0,0
"2023-05-26 14:20:07.1",1458,0,0,0,0,0,0
"2023-05-26 14:20:07.15",1459,0,0,0,0,0,0
"2023-05-26 14:20:07.2",1460,0,0,0,0,0,0
"2023-05-26 14:20:07.25",1461,0,0,0,0,0,0
"2023-05-26 14:20:07.3",1462,0,0,0,0,0,0
"2023-05-26 14:20:07.35",1463,0,0,0,0,0,0
"2023-05-26 14:20:07.4",1464,0,0,0,0,0,0
"2023-05-26 14:20:07.45",1465,0,0,0,0,0,0
"2023-05-26 14:20:07.5",1466,0,0,0,0,0,0
"2023-05-26 14:20:07.55",1467,0,0,0,0,0,0
"2023-05-26 14:20:07.6",1468,0,0,0,0,0,0
"2023-05-26 14:20:07.65",1469,0,0,0,0,0,0
"2023-05-26 14:20:07.7",1470,0,0,0,0,0,0
"2023-05-26 14:20:07.75",1471,0,0,0,0,0,0
"2023-05-26 14:20:07.8",1472,0,0,0,0,0,0
"2023-05-26 14:20:07.85",1473,0,0,0,0,0,0
"2023-05-26 14:20:07.9",1474,0,0,0,0,0,0
"2023-05-26 14:20:07.95",1475,0,0,0,0,0,0
"2023-05-26 14:20:08",1476,0,0,0,0,0,0
"2023-05-26 14:20:08.05",1477,0,0,0,0,0,0
"2023-05-26 14:20:08.1",1478,0,0,0,0,0,0
"2023-05-26 14:20:08.15",1479,0,0,0,0,0,0
"2023-05-26 14:20:08.2",1480,0,0,0,0,0,0
"2023-05-26 14:20:08.25",1481,0,0,0,0,0,0
"2023-05-26 14:20:08.3",1482,0,0,0,0,0,0
"2023-05-26 14:20:08.35",1483,0,0,0,0,0,0
"2023-05-26 14:20:08.4",1484,0,0,0,0,0,0
"2023-05-26 14:20:08.45",1485,0,0,0,0,0,0
"2023-05-26 14:20:08.5",1486,0,0,0,0,0,0
"2023-05-26 14:20:08.55",1487,0,0,0,0,0,0
"2023-05-26 14:20:08.6",1488,0,0,0,0,0,0
"2023-05-26 14:20:08.65",1489,0,0,0,0,0,0
"2023-05-26 14:20:08.7",1490,0,0,0,0,0,0
"2023-05-26 14:20:08.75",1491,0,0,0,0,0,0
"2023-05-26 14:20:08.8",1492,0,0,0,0,0,0
"2023-05-26 14:20:08.85",1493,0,0,0,0,0,0
"2023-05-26 14:20:08.9",1494,0,0,0,0,0,0
"2023-05-26 14:20:08.95",1495,0,0,0,0,0,0
"2023-05-26 14:20:09",1496,0,0,0,0,0,0
"2023-05-26 14:20:09.05",1497,0,0,0,0,0,0
"2023-05-26 14:20:09.1",1498,0,0,0,0,0,0
"2023-05-26 14:20:09.15",1499,0,0,0,0,0,0
"2023-05-26 14:20:09.2",1500,0,0,0,0,0,0
"2023-05-26 14:20:09.25",1501,0,0,0,0,0,0
"2023-05-26 14:20:09.3",1502,0,0,0,0,0,0
"2023-05-26 14:20:09.35",1503,0,0,0,0,0,0
"2023-05-26 14:20:09.4",1504,0,0,0,0,0,0
"2023-05-26 14:20:09.45",1505,0,0,0,0,0,0
"2023-05-26 14:20:09.5",1506,0,0,0,0,0,0
"2023-05-26 14:20:09.55",1507,0,0,0,0,0,0
"2023-05-26 14:20:09.6",1508,0,0,0,0,0,0
"2023-05-26 14:20:09.65",1509,0,0,0,0,0,0
"2023-05-26 14:20:09.7",1510,0,0,0,0,0,0
"2023-05-26 14:20:09.75",1511,0,0,0,0,0,0
"2023-05-26 14:20:09.8",1512,0,0,0,0,0,0
"2023-05-26 14:20:09.85",1513,0,0,0,0,0,0
"2023-05-26 14:20:09.9",1514,0,0,0,0,0,0
"2023-05-26 14:20:09.95",1515,0,0,0,0,0,0
"2023-05-26 14:20:10",1516,0,0,0,0,0,0
"2023-05-26 14:20:10.05",1517,0,0,0,0,0,0
"2023-05-26 14:20:10.1",1518,0,0,0,0,0,0
"2023-05-26 14:20:10.15",1519,0,0,0,0,0,0
"2023-05-26 14:20:10.2",1520,0,0,0,0,0,0
"2023-05-26 14:20:10.25",1521,0,0,0,0,0,0
"2023-05-26 14:20:10.3",1522,0,0,0,0,0,0
"2023-05-26 14:20:10.35",1523,0,0,0,0,0,0
"2023-05-26 14:20:10.4",1524,0,0,0,0,0,0
"2023-05-26 14:20:10.45",1525,0,0,0,0,0,0
"2023-05-26 14:20:10.5",1526,0,0,0,0,0,0
"2023-05-26 14:20:10.55",1527,0,0,0,0,0,0
"2023-05-26 14:20:10.6",1528,0,0,0,0,0,0
"2023-05-26 14:20:10.65",1529,0,0,0,0,0,0
"2023-05-26 14:20:10.7",1530,0,0,0,0,0,0
"2023-05-26 14:20:10.75",1531,0,0,0,0,0,0
"2023-05-26 14:20:10.8",1532,0,0,0,0,0,0
"2023-05-26 14:20:10.85",1533,0,0,0,0,0,0
"2023-05-26 14:20:10.9",1534,0,0,0,0,0,0
"2023-05-26 14:20:10.95",1535,0,0,0,0,0,0
"2023-05-26 14:20:11",1536,0,0,0,0,0,0
"2023-05-26 14:20:11.05",1537,0,0,0,0,0,0
"2023-05-26 14:20:11.1",1538,0,0,0,0,0,0
"2023-05-26 14:20:11.15",1539,0,0,0,0,0,0
"2023-05-26 14:20:11.2",1540,0,0,0,0,0,0
"2023-05-26 14:20:11.25",1541,0,0,0,0,0,0
"2023-05-26 14:20:11.3",1542,0,0,0,0,0,0
"2023-05-26 14:20:11.35",1543,0,0,0,0,0,0
"2023-05-26 14:20:11.4",1544,0,0,0,0,0,0
"2023-05-26 14:20:11.45",1545,0,0,0,0,0,0
"2023-05-26 14:20:11.5",1546,0,0,0,0,0,0
"2023-05-26 14:20:11.55",1547,0,0,0,0,0,0
"2023-05-26 14:20:11.6",1548,0,0,0,0,0,0
"2023-05-26 14:20:11.65",1549,0,0,0,0,0,0
"2023-05-26 14:20:11.7",1550,0,0,0,0,0,0
"2023-05-26 14:20:11.75",1551,0,0,0,0,0,0
"2023-05-26 14:20:11.8",1552,0,0,0,0,0,0
"2023-05-26 14:20:11.85",1553,0,0,0,0,0,0
"2023-05-26 14:20:11.9",1554,0,0,0,0,0,0
"2023-05-26 14:20:11.95",1555,0,0,0,0,0,0
"2023-05-26 14:20:12",1556,0,0,0,0,0,0
"2023-05-26 14:20:12.05",1557,0,0,0,0,0,0
"2023-05-26 14:20:12.1",1558,0,0,0,0,0,0
"2023-05-26 14:20:12.15",1559,0,0,0,0,0,0
"2023-05-26 14:20:12.2",1560,0,0,0,0,0,0
"2023-05-26 14:20:12.25",1561,0,0,0,0,0,0
"2023-05-26 14:20:12.3",1562,0,0,0,0,0,0
"2023-05-26 14:20:12.35",1563,0,0,0,0,0,0
"2023-05-26 14:20:12.4",1564,0,0,0,0,0,0
"2023-05-26 14:20:12.45",1565,0,0,0,0,0,0
"2023-05-26 14:20:12.5",1566,0,0,0,0,0,0
"2023-05-26 14:20:12.55",1567,0,0,0,0,0,0
"2023-05-26 14:20:12.6",1568,0,0,0,0,0,0
"2023-05-26 14:20:12.65",1569,0,0,0,0,0,0
"2023-05-26 14:20:12.7",1570,0,0,0,0,0,0
"2023-05-26 14:20:12.75",1571,0,0,0,0,0,0
"2023-05-26 14:20:12.8",1572,0,0,0,0,0,0
"2023-05-26 14:20:12.85",1573,0,0,0,0,0,0
"2023-05-26 14:20:12.9",1574,0,0,0,0,0,0
"2023-05-26 14:20:12.95",1575,0,0,0,0,0,0
"2023-05-26 14:20:13",1576,0,0,0,0,0,0
"2023-05-26 14:20:13.05",1577,0,0,0,0,0,0
"2023-05-26 14:20:13.1",1578,0,0,0,0,0,0
"2023-05-26 14:20:13.15",1579,0,0,0,0,0,0
"2023-05-26 14:20:13.2",1580,0,0,0,0,0,0
"2023-05-26 14:20:13.25",1581,0,0,0,0,0,0
"2023-05-26 14:20:13.3",1582,0,0,0,0,0,0
"2023-05-26 14:20:13.35",1583,0,0,0,0,0,0
"2023-05-26 14:20:13.4",1584,0,0,0,0,0,0
"2023-05-26 14:20:13.45",1585,0,0,0,0,0,0
"2023-05-26 14:20:13.5",1586,0,0,0,0,0,0
"2023-05-26 14:20:13.55",1587,0,0,0,0,0,0
"2023-05-26 14:20:13.6",1588,0,0,0,0,0,0
"2023-05-26 14:20:13.65",1589,0,0,0,0,0,0
"2023-05-26 14:20:13.7",1590,0,0,0,0,0,0
"2023-05-26 14:20:13.75",1591,0,0,0,0,0,0
"2023-05-26 14:20:13.8",1592,0,0,0,0,0,0
"2023-05-26 14:20:13.85",1593,0,0,0,0,0,0
"2023-05-26 14:20:13.9",1594,0,0,0,0,0,0
