"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-06-02 11:02:00",4204,1015.7,69,16.3,10.6
"2023-06-02 11:04:00",4205,1015.6,68,16.3,10.4
"2023-06-02 11:06:00",4206,1015.7,69,16.4,10.8
"2023-06-02 11:08:00",4207,1015.7,68,16.4,10.6
"2023-06-02 11:10:00",4208,1015.7,70,16.5,11.1
"2023-06-02 11:12:00",4209,1015.7,69,16.6,11
"2023-06-02 11:14:00",4210,1015.7,67,16.5,10.5
"2023-06-02 11:16:00",4211,1015.7,68,16.5,10.7
"2023-06-02 11:18:00",4212,1015.8,70,16.7,11.3
"2023-06-02 11:20:00",4213,1015.8,69,16.9,11.3
"2023-06-02 11:22:00",4214,1015.9,68,16.7,10.8
"2023-06-02 11:24:00",4215,1015.7,68,16.6,10.9
"2023-06-02 11:26:00",4216,1015.8,66,16.6,10.4
"2023-06-02 11:28:00",4217,1015.7,66,16.5,10.2
"2023-06-02 11:30:00",4218,1015.8,67,16.6,10.6
"2023-06-02 11:32:00",4219,1015.7,67,16.8,10.8
"2023-06-02 11:34:00",4220,1015.7,68,16.4,10.6
"2023-06-02 11:36:00",4221,1015.9,68,16.9,11
"2023-06-02 11:38:00",4222,1015.8,68,17,11.1
"2023-06-02 11:40:00",4223,1015.8,69,16.9,11.2
"2023-06-02 11:42:00",4224,1015.9,69,17.1,11.5
"2023-06-02 11:44:00",4225,1015.8,64,17.1,10.4
"2023-06-02 11:46:00",4226,1016,64,17.9,11
"2023-06-02 11:48:00",4227,1016.1,62,18.2,10.8
"2023-06-02 11:50:00",4228,1016.1,64,18.5,11.6
"2023-06-02 11:52:00",4229,1015.8,63,18.4,11.3
"2023-06-02 11:54:00",4230,1015.7,64,18.2,11.4
"2023-06-02 11:56:00",4231,1015.7,62,18.4,11
"2023-06-02 11:58:00",4232,1015.7,60,18.5,10.8
"2023-06-02 12:00:00",4233,1015.6,62,18.4,11.2
