"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-30 06:00:05",45438,81.62626,0.4081314
"2023-05-30 06:00:10",45439,81.99928,0.4099964
"2023-05-30 06:00:15",45440,82.66133,0.4133067
"2023-05-30 06:00:20",45441,83.25354,0.4162677
"2023-05-30 06:00:25",45442,83.75439,0.418772
"2023-05-30 06:00:30",45443,84.49155,0.4224578
"2023-05-30 06:00:35",45444,84.88494,0.4244247
"2023-05-30 06:00:40",45445,85.41866,0.4270933
"2023-05-30 06:00:45",45446,86.17774,0.4308888
"2023-05-30 06:00:50",45447,86.60266,0.4330133
"2023-05-30 06:00:55",45448,87.06902,0.4353451
"2023-05-30 06:01:00",45449,87.74333,0.4387167
"2023-05-30 06:01:05",45450,88.34998,0.4417499
"2023-05-30 06:01:10",45451,89.02713,0.4451357
"2023-05-30 06:01:15",45452,89.6227,0.4481136
"2023-05-30 06:01:20",45453,90.26314,0.4513157
"2023-05-30 06:01:25",45454,90.75066,0.4537534
"2023-05-30 06:01:30",45455,91.33058,0.4566529
"2023-05-30 06:01:35",45456,91.73344,0.4586672
"2023-05-30 06:01:40",45457,92.06318,0.460316
"2023-05-30 06:01:45",45458,92.67901,0.463395
"2023-05-30 06:01:50",45459,92.86582,0.4643291
"2023-05-30 06:01:55",45460,93.73555,0.4686778
"2023-05-30 06:02:00",45461,94.06193,0.4703097
"2023-05-30 06:02:05",45462,94.5268,0.472634
"2023-05-30 06:02:10",45463,95.04586,0.4752294
"2023-05-30 06:02:15",45464,95.51086,0.4775544
"2023-05-30 06:02:20",45465,96.16053,0.4808027
"2023-05-30 06:02:25",45466,96.79205,0.4839603
"2023-05-30 06:02:30",45467,97.63601,0.4881801
"2023-05-30 06:02:35",45468,98.28477,0.4914239
"2023-05-30 06:02:40",45469,98.86796,0.4943398
"2023-05-30 06:02:45",45470,99.5933,0.4979666
"2023-05-30 06:02:50",45471,100.2915,0.5014573
"2023-05-30 06:02:55",45472,100.9526,0.504763
"2023-05-30 06:03:00",45473,101.4314,0.507157
"2023-05-30 06:03:05",45474,102.1137,0.5105684
