"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-01 04:02:00",3274,12.52938,17.70425
"2023-06-01 04:04:00",3275,12.54462,17.70084
"2023-06-01 04:06:00",3276,12.53434,17.70462
"2023-06-01 04:08:00",3277,12.53593,17.70209
"2023-06-01 04:10:00",3278,12.52799,17.70477
"2023-06-01 04:12:00",3279,12.53804,17.69986
"2023-06-01 04:14:00",3280,12.53073,17.69894
"2023-06-01 04:16:00",3281,12.53923,17.69202
"2023-06-01 04:18:00",3282,12.52352,17.69116
"2023-06-01 04:20:00",3283,12.52942,17.68362
"2023-06-01 04:22:00",3284,12.52809,17.68195
"2023-06-01 04:24:00",3285,12.53518,17.67435
"2023-06-01 04:26:00",3286,12.52032,17.67383
"2023-06-01 04:28:00",3287,12.52338,17.66745
"2023-06-01 04:30:00",3288,12.5157,17.66626
"2023-06-01 04:32:00",3289,12.52799,17.65814
"2023-06-01 04:34:00",3290,12.51756,17.65625
"2023-06-01 04:36:00",3291,12.52662,17.64832
"2023-06-01 04:38:00",3292,12.50901,17.6456
"2023-06-01 04:40:00",3293,12.52177,17.63721
"2023-06-01 04:42:00",3294,12.5163,17.63455
"2023-06-01 04:44:00",3295,12.52801,17.62503
"2023-06-01 04:46:00",3296,12.51525,17.62323
"2023-06-01 04:48:00",3297,12.52191,17.61542
"2023-06-01 04:50:00",3298,12.5093,17.61243
"2023-06-01 04:52:00",3299,12.52,17.60388
"2023-06-01 04:54:00",3300,12.50985,17.60181
"2023-06-01 04:56:00",3301,12.52105,17.5943
"2023-06-01 04:58:00",3302,12.50825,17.59253
"2023-06-01 05:00:00",3303,12.50267,17.58453
