"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-06-02 03:02:00",3964,12.76067,18.10773
"2023-06-02 03:04:00",3965,12.77238,18.09964
"2023-06-02 03:06:00",3966,12.77553,18.09732
"2023-06-02 03:08:00",3967,12.78355,18.08804
"2023-06-02 03:10:00",3968,12.77267,18.08374
"2023-06-02 03:12:00",3969,12.77837,18.07269
"2023-06-02 03:14:00",3970,12.76752,18.06729
"2023-06-02 03:16:00",3971,12.77906,18.05542
"2023-06-02 03:18:00",3972,12.7711,18.04831
"2023-06-02 03:20:00",3973,12.78267,18.03497
"2023-06-02 03:22:00",3974,12.76222,18.02701
"2023-06-02 03:24:00",3975,12.77453,18.01437
"2023-06-02 03:26:00",3976,12.76706,18.00787
"2023-06-02 03:28:00",3977,12.77461,17.99612
"2023-06-02 03:30:00",3978,12.76345,17.99048
"2023-06-02 03:32:00",3979,12.77041,17.97864
"2023-06-02 03:34:00",3980,12.75867,17.97244
"2023-06-02 03:36:00",3981,12.77242,17.96042
"2023-06-02 03:38:00",3982,12.76288,17.95395
"2023-06-02 03:40:00",3983,12.77595,17.94162
"2023-06-02 03:42:00",3984,12.75676,17.93515
"2023-06-02 03:44:00",3985,12.76881,17.92264
"2023-06-02 03:46:00",3986,12.76172,17.91608
"2023-06-02 03:48:00",3987,12.77278,17.90445
"2023-06-02 03:50:00",3988,12.75496,17.89886
"2023-06-02 03:52:00",3989,12.77291,17.88782
"2023-06-02 03:54:00",3990,12.75655,17.88324
"2023-06-02 03:56:00",3991,12.76555,17.87354
"2023-06-02 03:58:00",3992,12.75972,17.86923
"2023-06-02 04:00:00",3993,12.75943,17.85965
