"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.15 CR1000X R350 and IMU through SDM-SIO1A.CR1X","7948","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-26 14:41:05",0,10.36327,0.05181637
"2023-05-26 14:41:10",1,10.40356,0.0520178
"2023-05-26 14:41:15",2,10.39673,0.05198366
"2023-05-26 14:41:20",3,10.38581,0.05192904
"2023-05-26 14:41:25",4,10.20076,0.05100382
"2023-05-26 14:41:30",5,10.32688,0.05163442
"2023-05-26 14:41:35",6,10.39709,0.05198547
"2023-05-26 14:41:40",7,10.31728,0.05158642
"2023-05-26 14:41:45",8,10.31383,0.05156915
"2023-05-26 14:41:50",9,10.35934,0.05179669
"2023-05-26 14:41:55",10,10.20751,0.05103756
"2023-05-26 14:42:00",11,10.28808,0.05144042
"2023-05-26 14:42:05",12,10.22778,0.05113892
"2023-05-26 14:42:10",13,10.45255,0.05226274
"2023-05-26 14:42:15",14,10.24401,0.05122005
"2023-05-26 14:42:20",15,10.54433,0.05272164
"2023-05-26 14:42:25",16,10.31526,0.05157632
"2023-05-26 14:42:30",17,10.52685,0.05263427
"2023-05-26 14:42:35",18,10.52167,0.05260837
"2023-05-26 14:42:40",19,10.38178,0.05190889
"2023-05-26 14:42:45",20,10.28345,0.05141726
"2023-05-26 14:42:50",21,10.27261,0.05136304
"2023-05-26 14:42:55",22,10.42636,0.0521318
"2023-05-26 14:43:00",23,10.21458,0.05107292
"2023-05-26 14:43:05",24,10.44843,0.05224214
"2023-05-26 14:43:10",25,10.38979,0.05194894
"2023-05-26 14:43:15",26,10.44481,0.05222407
"2023-05-26 14:43:20",27,10.2562,0.05128098
"2023-05-26 14:43:25",28,10.14072,0.0507036
"2023-05-26 14:43:30",29,10.44791,0.05223953
"2023-05-26 14:43:35",30,10.31745,0.05158725
"2023-05-26 14:43:40",31,10.49972,0.0524986
"2023-05-26 14:43:45",32,13.01632,0.06508162
"2023-05-26 14:43:50",33,8.786062,0.04393032
"2023-05-26 14:43:55",34,9.255555,0.04627778
"2023-05-26 14:44:00",35,11.10607,0.05553036
"2023-05-26 14:44:05",36,10.18339,0.05091695
