"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","MS3"
"TIMESTAMP","RECORD","BP","RH","AirTemp","DP"
"TS","RN","hPa","%","Deg_C","Deg_C"
"","","Smp","Smp","Smp","Smp"
"2023-05-28 15:02:00",724,1011.7,74,16,11.4
"2023-05-28 15:04:00",725,1011.6,76,15.8,11.6
"2023-05-28 15:06:00",726,1011.7,77,16.1,12.1
"2023-05-28 15:08:00",727,1011.7,74,16,11.5
"2023-05-28 15:10:00",728,1011.8,74,16.3,11.6
"2023-05-28 15:12:00",729,1011.8,75,16.3,12
"2023-05-28 15:14:00",730,1011.7,70,16.3,11
"2023-05-28 15:16:00",731,1011.6,72,16.2,11.3
"2023-05-28 15:18:00",732,1011.7,72,16.4,11.4
"2023-05-28 15:20:00",733,1011.6,71,16.4,11.3
"2023-05-28 15:22:00",734,1011.6,73,16.7,11.9
"2023-05-28 15:24:00",735,1011.5,70,16.5,11.1
"2023-05-28 15:26:00",736,1011.4,69,16.4,10.8
"2023-05-28 15:28:00",737,1011.5,70,16.3,11
"2023-05-28 15:30:00",738,1011.4,71,16.4,11.3
"2023-05-28 15:32:00",739,1011.4,72,16.4,11.4
"2023-05-28 15:34:00",740,1011.4,73,16.3,11.6
"2023-05-28 15:36:00",741,1011.5,73,16.4,11.6
"2023-05-28 15:38:00",742,1011.5,72,16.4,11.5
"2023-05-28 15:40:00",743,1011.4,71,16.3,11.1
"2023-05-28 15:42:00",744,1011.4,73,16.1,11.4
"2023-05-28 15:44:00",745,1011.3,72,15.9,10.9
"2023-05-28 15:46:00",746,1011.4,73,15.9,11.2
"2023-05-28 15:48:00",747,1011.6,73,15.8,11
"2023-05-28 15:50:00",748,1011.6,72,15.9,10.9
"2023-05-28 15:52:00",749,1011.8,73,15.8,11
"2023-05-28 15:54:00",750,1012.1,71,16.2,11.2
"2023-05-28 15:56:00",751,1011.7,70,16.5,11.1
"2023-05-28 15:58:00",752,1011.4,70,16.5,11.1
"2023-05-28 16:00:00",753,1011.5,69,16.6,11.1
