"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 08:02:00",1954,12.16518,17.01108
"2023-05-30 08:04:00",1955,12.17501,17.02042
"2023-05-30 08:06:00",1956,12.16884,17.03549
"2023-05-30 08:08:00",1957,12.18825,17.04254
"2023-05-30 08:10:00",1958,12.17473,17.05511
"2023-05-30 08:12:00",1959,12.19235,17.06085
"2023-05-30 08:14:00",1960,12.17553,17.07306
"2023-05-30 08:16:00",1961,12.17749,17.07883
"2023-05-30 08:18:00",1962,12.17335,17.09036
"2023-05-30 08:20:00",1963,12.18408,17.09518
"2023-05-30 08:22:00",1964,12.17392,17.10611
"2023-05-30 08:24:00",1965,12.18515,17.11121
"2023-05-30 08:26:00",1966,12.1781,17.12372
"2023-05-30 08:28:00",1967,12.19993,17.13104
"2023-05-30 08:30:00",1968,12.18892,17.14539
"2023-05-30 08:32:00",1969,12.20976,17.15424
"2023-05-30 08:34:00",1970,12.20463,17.17078
"2023-05-30 08:36:00",1971,12.21715,17.18185
"2023-05-30 08:38:00",1972,12.21307,17.20007
"2023-05-30 08:40:00",1973,12.21495,17.21216
"2023-05-30 08:42:00",1974,12.19348,17.23035
"2023-05-30 08:44:00",1975,12.20356,17.24136
"2023-05-30 08:46:00",1976,12.18516,17.25821
"2023-05-30 08:48:00",1977,12.19952,17.26807
"2023-05-30 08:50:00",1978,12.19309,17.28455
"2023-05-30 08:52:00",1979,12.20846,17.29535
"2023-05-30 08:54:00",1980,12.19398,17.31271
"2023-05-30 08:56:00",1981,12.19662,17.32394
"2023-05-30 08:58:00",1982,12.18998,17.34109
"2023-05-30 09:00:00",1983,12.20436,17.35223
