"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.8 CR1000X R350 through SDM-SIO1A.CR1X","55658","PAR_aqua1"
"TIMESTAMP","RECORD","PAR_aqua1_Den","PAR_aqua1_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-26 15:02:30",0,"NAN",0.05025329
"2023-05-26 15:02:35",1,"NAN",0.04916561
"2023-05-26 15:02:40",2,"NAN",0.04705431
"2023-05-26 15:02:45",3,"NAN",0.04824441
"2023-05-26 15:02:50",4,"NAN",0.04792048
"2023-05-26 15:02:55",5,"NAN",0.04801206
"2023-05-26 15:03:00",6,"NAN",0.0452794
"2023-05-26 15:03:05",7,"NAN",0.04356455
"2023-05-26 15:03:10",8,"NAN",0.04559714
"2023-05-26 15:03:15",9,"NAN",0.04591686
"2023-05-26 15:03:20",10,"NAN",0.04547061
"2023-05-26 15:03:25",11,"NAN",0.04831093
"2023-05-26 15:03:30",12,"NAN",0.04682601
"2023-05-26 15:03:35",13,"NAN",0.04545716
"2023-05-26 15:03:40",14,"NAN",0.04682822
"2023-05-26 15:03:45",15,"NAN",0.04735439
"2023-05-26 15:03:50",16,"NAN",0.04674909
"2023-05-26 15:03:55",17,"NAN",0.04648138
"2023-05-26 15:04:00",18,"NAN",0.0441831
"2023-05-26 15:04:05",19,"NAN",0.04457752
"2023-05-26 15:04:10",20,"NAN",0.04714068
"2023-05-26 15:04:15",21,"NAN",0.04671574
"2023-05-26 15:04:20",22,"NAN",0.0444514
"2023-05-26 15:04:25",23,"NAN",0.05087488
"2023-05-26 15:04:30",24,"NAN",0.05050596
"2023-05-26 15:04:35",25,"NAN",0.05176756
"2023-05-26 15:04:40",26,"NAN",0.05093894
"2023-05-26 15:04:45",27,"NAN",0.05331754
"2023-05-26 15:04:50",28,"NAN",0.05111667
"2023-05-26 15:04:55",29,"NAN",0.05005972
"2023-05-26 15:05:00",30,"NAN",0.0520352
"2023-05-26 15:05:05",31,"NAN",0.05115035
"2023-05-26 15:05:10",32,"NAN",0.05107665
"2023-05-26 15:05:15",33,"NAN",0.0508935
"2023-05-26 15:05:20",34,"NAN",0.0413162
"2023-05-26 15:05:25",35,"NAN",0.03798726
"2023-05-26 15:05:30",36,"NAN",0.05267785
"2023-05-26 15:05:35",37,"NAN",0.05111862
