"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.8 CR1000X R350 through SDM-SIO1A.CR1X","55658","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 15:04:44.45",2692,0,0,0,0,0,0
"2023-05-26 15:04:44.5",2693,0,0,0,0,0,0
"2023-05-26 15:04:44.55",2694,0,0,0,0,0,0
"2023-05-26 15:04:44.6",2695,0,0,0,0,0,0
"2023-05-26 15:04:44.65",2696,0,0,0,0,0,0
"2023-05-26 15:04:44.7",2697,0,0,0,0,0,0
"2023-05-26 15:04:44.75",2698,0,0,0,0,0,0
"2023-05-26 15:04:44.8",2699,0,0,0,0,0,0
"2023-05-26 15:04:44.85",2700,0,0,0,0,0,0
"2023-05-26 15:04:44.9",2701,0,0,0,0,0,0
"2023-05-26 15:04:44.95",2702,0,0,0,0,0,0
"2023-05-26 15:04:45",2703,0,0,0,0,0,0
"2023-05-26 15:04:45.05",2704,0,0,0,0,0,0
"2023-05-26 15:04:45.1",2705,0,0,0,0,0,0
"2023-05-26 15:04:45.15",2706,0,0,0,0,0,0
"2023-05-26 15:04:45.2",2707,0,0,0,0,0,0
"2023-05-26 15:04:45.25",2708,0,0,0,0,0,0
"2023-05-26 15:04:45.3",2709,0,0,0,0,0,0
"2023-05-26 15:04:45.35",2710,0,0,0,0,0,0
"2023-05-26 15:04:45.4",2711,0,0,0,0,0,0
"2023-05-26 15:04:45.45",2712,0,0,0,0,0,0
"2023-05-26 15:04:45.5",2713,0,0,0,0,0,0
"2023-05-26 15:04:45.55",2714,0,0,0,0,0,0
"2023-05-26 15:04:45.6",2715,0,0,0,0,0,0
"2023-05-26 15:04:45.65",2716,0,0,0,0,0,0
"2023-05-26 15:04:45.7",2717,0,0,0,0,0,0
"2023-05-26 15:04:45.75",2718,0,0,0,0,0,0
"2023-05-26 15:04:45.8",2719,0,0,0,0,0,0
"2023-05-26 15:04:45.85",2720,0,0,0,0,0,0
"2023-05-26 15:04:45.9",2721,0,0,0,0,0,0
"2023-05-26 15:04:45.95",2722,0,0,0,0,0,0
"2023-05-26 15:04:46",2723,0,0,0,0,0,0
"2023-05-26 15:04:46.05",2724,0,0,0,0,0,0
"2023-05-26 15:04:46.1",2725,0,0,0,0,0,0
"2023-05-26 15:04:46.15",2726,0,0,0,0,0,0
"2023-05-26 15:04:46.2",2727,0,0,0,0,0,0
"2023-05-26 15:04:46.25",2728,0,0,0,0,0,0
"2023-05-26 15:04:46.3",2729,0,0,0,0,0,0
"2023-05-26 15:04:46.35",2730,0,0,0,0,0,0
"2023-05-26 15:04:46.4",2731,0,0,0,0,0,0
"2023-05-26 15:04:46.45",2732,0,0,0,0,0,0
"2023-05-26 15:04:46.5",2733,0,0,0,0,0,0
"2023-05-26 15:04:46.55",2734,0,0,0,0,0,0
"2023-05-26 15:04:46.6",2735,0,0,0,0,0,0
"2023-05-26 15:04:46.65",2736,0,0,0,0,0,0
"2023-05-26 15:04:46.7",2737,0,0,0,0,0,0
"2023-05-26 15:04:46.75",2738,0,0,0,0,0,0
"2023-05-26 15:04:46.8",2739,0,0,0,0,0,0
"2023-05-26 15:04:46.85",2740,0,0,0,0,0,0
"2023-05-26 15:04:46.9",2741,0,0,0,0,0,0
"2023-05-26 15:04:46.95",2742,0,0,0,0,0,0
"2023-05-26 15:04:47",2743,0,0,0,0,0,0
"2023-05-26 15:04:47.05",2744,0,0,0,0,0,0
"2023-05-26 15:04:47.1",2745,0,0,0,0,0,0
"2023-05-26 15:04:47.15",2746,0,0,0,0,0,0
"2023-05-26 15:04:47.2",2747,0,0,0,0,0,0
"2023-05-26 15:04:47.25",2748,0,0,0,0,0,0
"2023-05-26 15:04:47.3",2749,0,0,0,0,0,0
"2023-05-26 15:04:47.35",2750,0,0,0,0,0,0
"2023-05-26 15:04:47.4",2751,0,0,0,0,0,0
"2023-05-26 15:04:47.45",2752,0,0,0,0,0,0
"2023-05-26 15:04:47.5",2753,0,0,0,0,0,0
"2023-05-26 15:04:47.55",2754,0,0,0,0,0,0
"2023-05-26 15:04:47.6",2755,0,0,0,0,0,0
"2023-05-26 15:04:47.65",2756,0,0,0,0,0,0
"2023-05-26 15:04:47.7",2757,0,0,0,0,0,0
"2023-05-26 15:04:47.75",2758,0,0,0,0,0,0
"2023-05-26 15:04:47.8",2759,0,0,0,0,0,0
"2023-05-26 15:04:47.85",2760,0,0,0,0,0,0
"2023-05-26 15:04:47.9",2761,0,0,0,0,0,0
"2023-05-26 15:04:47.95",2762,0,0,0,0,0,0
"2023-05-26 15:04:48",2763,0,0,0,0,0,0
"2023-05-26 15:04:48.05",2764,0,0,0,0,0,0
"2023-05-26 15:04:48.1",2765,0,0,0,0,0,0
"2023-05-26 15:04:48.15",2766,0,0,0,0,0,0
"2023-05-26 15:04:48.2",2767,0,0,0,0,0,0
"2023-05-26 15:04:48.25",2768,0,0,0,0,0,0
"2023-05-26 15:04:48.3",2769,0,0,0,0,0,0
"2023-05-26 15:04:48.35",2770,0,0,0,0,0,0
"2023-05-26 15:04:48.4",2771,0,0,0,0,0,0
"2023-05-26 15:04:48.45",2772,0,0,0,0,0,0
"2023-05-26 15:04:48.5",2773,0,0,0,0,0,0
"2023-05-26 15:04:48.55",2774,0,0,0,0,0,0
"2023-05-26 15:04:48.6",2775,0,0,0,0,0,0
"2023-05-26 15:04:48.65",2776,0,0,0,0,0,0
"2023-05-26 15:04:48.7",2777,0,0,0,0,0,0
"2023-05-26 15:04:48.75",2778,0,0,0,0,0,0
"2023-05-26 15:04:48.8",2779,0,0,0,0,0,0
"2023-05-26 15:04:48.85",2780,0,0,0,0,0,0
"2023-05-26 15:04:48.9",2781,0,0,0,0,0,0
"2023-05-26 15:04:48.95",2782,0,0,0,0,0,0
"2023-05-26 15:04:49",2783,0,0,0,0,0,0
"2023-05-26 15:04:49.05",2784,0,0,0,0,0,0
"2023-05-26 15:04:49.1",2785,0,0,0,0,0,0
"2023-05-26 15:04:49.15",2786,0,0,0,0,0,0
"2023-05-26 15:04:49.2",2787,0,0,0,0,0,0
"2023-05-26 15:04:49.25",2788,0,0,0,0,0,0
"2023-05-26 15:04:49.3",2789,0,0,0,0,0,0
"2023-05-26 15:04:49.35",2790,0,0,0,0,0,0
"2023-05-26 15:04:49.4",2791,0,0,0,0,0,0
"2023-05-26 15:04:49.45",2792,0,0,0,0,0,0
"2023-05-26 15:04:49.5",2793,0,0,0,0,0,0
"2023-05-26 15:04:49.55",2794,0,0,0,0,0,0
"2023-05-26 15:04:49.6",2795,0,0,0,0,0,0
"2023-05-26 15:04:49.65",2796,0,0,0,0,0,0
"2023-05-26 15:04:49.7",2797,0,0,0,0,0,0
"2023-05-26 15:04:49.75",2798,0,0,0,0,0,0
"2023-05-26 15:04:49.8",2799,0,0,0,0,0,0
"2023-05-26 15:04:49.85",2800,0,0,0,0,0,0
"2023-05-26 15:04:49.9",2801,0,0,0,0,0,0
"2023-05-26 15:04:49.95",2802,0,0,0,0,0,0
"2023-05-26 15:04:50",2803,0,0,0,0,0,0
"2023-05-26 15:04:50.05",2804,0,0,0,0,0,0
"2023-05-26 15:04:50.1",2805,0,0,0,0,0,0
"2023-05-26 15:04:50.15",2806,0,0,0,0,0,0
"2023-05-26 15:04:50.2",2807,0,0,0,0,0,0
"2023-05-26 15:04:50.25",2808,0,0,0,0,0,0
"2023-05-26 15:04:50.3",2809,0,0,0,0,0,0
"2023-05-26 15:04:50.35",2810,0,0,0,0,0,0
"2023-05-26 15:04:50.4",2811,0,0,0,0,0,0
"2023-05-26 15:04:50.45",2812,0,0,0,0,0,0
"2023-05-26 15:04:50.5",2813,0,0,0,0,0,0
"2023-05-26 15:04:50.55",2814,0,0,0,0,0,0
"2023-05-26 15:04:50.6",2815,0,0,0,0,0,0
"2023-05-26 15:04:50.65",2816,0,0,0,0,0,0
"2023-05-26 15:04:50.7",2817,0,0,0,0,0,0
"2023-05-26 15:04:50.75",2818,0,0,0,0,0,0
"2023-05-26 15:04:50.8",2819,0,0,0,0,0,0
"2023-05-26 15:04:50.85",2820,0,0,0,0,0,0
"2023-05-26 15:04:50.9",2821,0,0,0,0,0,0
"2023-05-26 15:04:50.95",2822,0,0,0,0,0,0
"2023-05-26 15:04:51",2823,0,0,0,0,0,0
"2023-05-26 15:04:51.05",2824,0,0,0,0,0,0
"2023-05-26 15:04:51.1",2825,0,0,0,0,0,0
"2023-05-26 15:04:51.15",2826,0,0,0,0,0,0
"2023-05-26 15:04:51.2",2827,0,0,0,0,0,0
"2023-05-26 15:04:51.25",2828,0,0,0,0,0,0
"2023-05-26 15:04:51.3",2829,0,0,0,0,0,0
"2023-05-26 15:04:51.35",2830,0,0,0,0,0,0
"2023-05-26 15:04:51.4",2831,0,0,0,0,0,0
"2023-05-26 15:04:51.45",2832,0,0,0,0,0,0
"2023-05-26 15:04:51.5",2833,0,0,0,0,0,0
"2023-05-26 15:04:51.55",2834,0,0,0,0,0,0
"2023-05-26 15:04:51.6",2835,0,0,0,0,0,0
"2023-05-26 15:04:51.65",2836,0,0,0,0,0,0
"2023-05-26 15:04:51.7",2837,0,0,0,0,0,0
"2023-05-26 15:04:51.75",2838,0,0,0,0,0,0
"2023-05-26 15:04:51.8",2839,0,0,0,0,0,0
"2023-05-26 15:04:51.85",2840,0,0,0,0,0,0
"2023-05-26 15:04:51.9",2841,0,0,0,0,0,0
"2023-05-26 15:04:51.95",2842,0,0,0,0,0,0
"2023-05-26 15:04:52",2843,0,0,0,0,0,0
"2023-05-26 15:04:52.05",2844,0,0,0,0,0,0
"2023-05-26 15:04:52.1",2845,0,0,0,0,0,0
"2023-05-26 15:04:52.15",2846,0,0,0,0,0,0
"2023-05-26 15:04:52.2",2847,0,0,0,0,0,0
"2023-05-26 15:04:52.25",2848,0,0,0,0,0,0
"2023-05-26 15:04:52.3",2849,0,0,0,0,0,0
"2023-05-26 15:04:52.35",2850,0,0,0,0,0,0
"2023-05-26 15:04:52.4",2851,0,0,0,0,0,0
"2023-05-26 15:04:52.45",2852,0,0,0,0,0,0
"2023-05-26 15:04:52.5",2853,0,0,0,0,0,0
"2023-05-26 15:04:52.55",2854,0,0,0,0,0,0
"2023-05-26 15:04:52.6",2855,0,0,0,0,0,0
"2023-05-26 15:04:52.65",2856,0,0,0,0,0,0
"2023-05-26 15:04:52.7",2857,0,0,0,0,0,0
"2023-05-26 15:04:52.75",2858,0,0,0,0,0,0
"2023-05-26 15:04:52.8",2859,0,0,0,0,0,0
"2023-05-26 15:04:52.85",2860,0,0,0,0,0,0
"2023-05-26 15:04:52.9",2861,0,0,0,0,0,0
"2023-05-26 15:04:52.95",2862,0,0,0,0,0,0
"2023-05-26 15:04:53",2863,0,0,0,0,0,0
"2023-05-26 15:04:53.05",2864,0,0,0,0,0,0
"2023-05-26 15:04:53.1",2865,0,0,0,0,0,0
"2023-05-26 15:04:53.15",2866,0,0,0,0,0,0
"2023-05-26 15:04:53.2",2867,0,0,0,0,0,0
"2023-05-26 15:04:53.25",2868,0,0,0,0,0,0
"2023-05-26 15:04:53.3",2869,0,0,0,0,0,0
"2023-05-26 15:04:53.35",2870,0,0,0,0,0,0
"2023-05-26 15:04:53.4",2871,0,0,0,0,0,0
"2023-05-26 15:04:53.45",2872,0,0,0,0,0,0
"2023-05-26 15:04:53.5",2873,0,0,0,0,0,0
"2023-05-26 15:04:53.55",2874,0,0,0,0,0,0
"2023-05-26 15:04:53.6",2875,0,0,0,0,0,0
"2023-05-26 15:04:53.65",2876,0,0,0,0,0,0
"2023-05-26 15:04:53.7",2877,0,0,0,0,0,0
"2023-05-26 15:04:53.75",2878,0,0,0,0,0,0
"2023-05-26 15:04:53.8",2879,0,0,0,0,0,0
"2023-05-26 15:04:53.85",2880,0,0,0,0,0,0
"2023-05-26 15:04:53.9",2881,0,0,0,0,0,0
"2023-05-26 15:04:53.95",2882,0,0,0,0,0,0
"2023-05-26 15:04:54",2883,0,0,0,0,0,0
"2023-05-26 15:04:54.05",2884,0,0,0,0,0,0
"2023-05-26 15:04:54.1",2885,0,0,0,0,0,0
"2023-05-26 15:04:54.15",2886,0,0,0,0,0,0
"2023-05-26 15:04:54.2",2887,0,0,0,0,0,0
"2023-05-26 15:04:54.25",2888,0,0,0,0,0,0
"2023-05-26 15:04:54.3",2889,0,0,0,0,0,0
"2023-05-26 15:04:54.35",2890,0,0,0,0,0,0
"2023-05-26 15:04:54.4",2891,0,0,0,0,0,0
"2023-05-26 15:04:54.45",2892,0,0,0,0,0,0
"2023-05-26 15:04:54.5",2893,0,0,0,0,0,0
"2023-05-26 15:04:54.55",2894,0,0,0,0,0,0
"2023-05-26 15:04:54.6",2895,0,0,0,0,0,0
"2023-05-26 15:04:54.65",2896,0,0,0,0,0,0
"2023-05-26 15:04:54.7",2897,0,0,0,0,0,0
"2023-05-26 15:04:54.75",2898,0,0,0,0,0,0
"2023-05-26 15:04:54.8",2899,0,0,0,0,0,0
"2023-05-26 15:04:54.85",2900,0,0,0,0,0,0
"2023-05-26 15:04:54.9",2901,0,0,0,0,0,0
"2023-05-26 15:04:54.95",2902,0,0,0,0,0,0
"2023-05-26 15:04:55",2903,0,0,0,0,0,0
"2023-05-26 15:04:55.05",2904,0,0,0,0,0,0
"2023-05-26 15:04:55.1",2905,0,0,0,0,0,0
"2023-05-26 15:04:55.15",2906,0,0,0,0,0,0
"2023-05-26 15:04:55.2",2907,0,0,0,0,0,0
"2023-05-26 15:04:55.25",2908,0,0,0,0,0,0
"2023-05-26 15:04:55.3",2909,0,0,0,0,0,0
"2023-05-26 15:04:55.35",2910,0,0,0,0,0,0
"2023-05-26 15:04:55.4",2911,0,0,0,0,0,0
"2023-05-26 15:04:55.45",2912,0,0,0,0,0,0
"2023-05-26 15:04:55.5",2913,0,0,0,0,0,0
"2023-05-26 15:04:55.55",2914,0,0,0,0,0,0
"2023-05-26 15:04:55.6",2915,0,0,0,0,0,0
"2023-05-26 15:04:55.65",2916,0,0,0,0,0,0
"2023-05-26 15:04:55.7",2917,0,0,0,0,0,0
"2023-05-26 15:04:55.75",2918,0,0,0,0,0,0
"2023-05-26 15:04:55.8",2919,0,0,0,0,0,0
"2023-05-26 15:04:55.85",2920,0,0,0,0,0,0
"2023-05-26 15:04:55.9",2921,0,0,0,0,0,0
"2023-05-26 15:04:55.95",2922,0,0,0,0,0,0
"2023-05-26 15:04:56",2923,0,0,0,0,0,0
"2023-05-26 15:04:56.05",2924,0,0,0,0,0,0
"2023-05-26 15:04:56.1",2925,0,0,0,0,0,0
"2023-05-26 15:04:56.15",2926,0,0,0,0,0,0
"2023-05-26 15:04:56.2",2927,0,0,0,0,0,0
"2023-05-26 15:04:56.25",2928,0,0,0,0,0,0
"2023-05-26 15:04:56.3",2929,0,0,0,0,0,0
"2023-05-26 15:04:56.35",2930,0,0,0,0,0,0
"2023-05-26 15:04:56.4",2931,0,0,0,0,0,0
"2023-05-26 15:04:56.45",2932,0,0,0,0,0,0
"2023-05-26 15:04:56.5",2933,0,0,0,0,0,0
"2023-05-26 15:04:56.55",2934,0,0,0,0,0,0
"2023-05-26 15:04:56.6",2935,0,0,0,0,0,0
"2023-05-26 15:04:56.65",2936,0,0,0,0,0,0
"2023-05-26 15:04:56.7",2937,0,0,0,0,0,0
"2023-05-26 15:04:56.75",2938,0,0,0,0,0,0
"2023-05-26 15:04:56.8",2939,0,0,0,0,0,0
"2023-05-26 15:04:56.85",2940,0,0,0,0,0,0
"2023-05-26 15:04:56.9",2941,0,0,0,0,0,0
"2023-05-26 15:04:56.95",2942,0,0,0,0,0,0
"2023-05-26 15:04:57",2943,0,0,0,0,0,0
"2023-05-26 15:04:57.05",2944,0,0,0,0,0,0
"2023-05-26 15:04:57.1",2945,0,0,0,0,0,0
"2023-05-26 15:04:57.15",2946,0,0,0,0,0,0
"2023-05-26 15:04:57.2",2947,0,0,0,0,0,0
"2023-05-26 15:04:57.25",2948,0,0,0,0,0,0
"2023-05-26 15:04:57.3",2949,0,0,0,0,0,0
"2023-05-26 15:04:57.35",2950,0,0,0,0,0,0
"2023-05-26 15:04:57.4",2951,0,0,0,0,0,0
"2023-05-26 15:04:57.45",2952,0,0,0,0,0,0
"2023-05-26 15:04:57.5",2953,0,0,0,0,0,0
"2023-05-26 15:04:57.55",2954,0,0,0,0,0,0
"2023-05-26 15:04:57.6",2955,0,0,0,0,0,0
"2023-05-26 15:04:57.65",2956,0,0,0,0,0,0
"2023-05-26 15:04:57.7",2957,0,0,0,0,0,0
"2023-05-26 15:04:57.75",2958,0,0,0,0,0,0
"2023-05-26 15:04:57.8",2959,0,0,0,0,0,0
"2023-05-26 15:04:57.85",2960,0,0,0,0,0,0
"2023-05-26 15:04:57.9",2961,0,0,0,0,0,0
"2023-05-26 15:04:57.95",2962,0,0,0,0,0,0
"2023-05-26 15:04:58",2963,0,0,0,0,0,0
"2023-05-26 15:04:58.05",2964,0,0,0,0,0,0
"2023-05-26 15:04:58.1",2965,0,0,0,0,0,0
"2023-05-26 15:04:58.15",2966,0,0,0,0,0,0
"2023-05-26 15:04:58.2",2967,0,0,0,0,0,0
"2023-05-26 15:04:58.25",2968,0,0,0,0,0,0
"2023-05-26 15:04:58.3",2969,0,0,0,0,0,0
"2023-05-26 15:04:58.35",2970,0,0,0,0,0,0
"2023-05-26 15:04:58.4",2971,0,0,0,0,0,0
"2023-05-26 15:04:58.45",2972,0,0,0,0,0,0
"2023-05-26 15:04:58.5",2973,0,0,0,0,0,0
"2023-05-26 15:04:58.55",2974,0,0,0,0,0,0
"2023-05-26 15:04:58.6",2975,0,0,0,0,0,0
"2023-05-26 15:04:58.65",2976,0,0,0,0,0,0
"2023-05-26 15:04:58.7",2977,0,0,0,0,0,0
"2023-05-26 15:04:58.75",2978,0,0,0,0,0,0
"2023-05-26 15:04:58.8",2979,0,0,0,0,0,0
"2023-05-26 15:04:58.85",2980,0,0,0,0,0,0
"2023-05-26 15:04:58.9",2981,0,0,0,0,0,0
"2023-05-26 15:04:58.95",2982,0,0,0,0,0,0
"2023-05-26 15:04:59",2983,0,0,0,0,0,0
"2023-05-26 15:04:59.05",2984,0,0,0,0,0,0
"2023-05-26 15:04:59.1",2985,0,0,0,0,0,0
"2023-05-26 15:04:59.15",2986,0,0,0,0,0,0
"2023-05-26 15:04:59.2",2987,0,0,0,0,0,0
"2023-05-26 15:04:59.25",2988,0,0,0,0,0,0
"2023-05-26 15:04:59.3",2989,0,0,0,0,0,0
"2023-05-26 15:04:59.35",2990,0,0,0,0,0,0
"2023-05-26 15:04:59.4",2991,0,0,0,0,0,0
"2023-05-26 15:04:59.45",2992,0,0,0,0,0,0
"2023-05-26 15:04:59.5",2993,0,0,0,0,0,0
"2023-05-26 15:04:59.55",2994,0,0,0,0,0,0
"2023-05-26 15:04:59.6",2995,0,0,0,0,0,0
"2023-05-26 15:04:59.65",2996,0,0,0,0,0,0
"2023-05-26 15:04:59.7",2997,0,0,0,0,0,0
"2023-05-26 15:04:59.75",2998,0,0,0,0,0,0
"2023-05-26 15:04:59.8",2999,0,0,0,0,0,0
"2023-05-26 15:04:59.85",3000,0,0,0,0,0,0
"2023-05-26 15:04:59.9",3001,0,0,0,0,0,0
"2023-05-26 15:04:59.95",3002,0,0,0,0,0,0
"2023-05-26 15:05:00",3003,0,0,0,0,0,0
"2023-05-26 15:05:00.05",3004,0,0,0,0,0,0
"2023-05-26 15:05:00.1",3005,0,0,0,0,0,0
"2023-05-26 15:05:00.15",3006,0,0,0,0,0,0
"2023-05-26 15:05:00.2",3007,0,0,0,0,0,0
"2023-05-26 15:05:00.25",3008,0,0,0,0,0,0
"2023-05-26 15:05:00.3",3009,0,0,0,0,0,0
"2023-05-26 15:05:00.35",3010,0,0,0,0,0,0
"2023-05-26 15:05:00.4",3011,0,0,0,0,0,0
"2023-05-26 15:05:00.45",3012,0,0,0,0,0,0
"2023-05-26 15:05:00.5",3013,0,0,0,0,0,0
"2023-05-26 15:05:00.55",3014,0,0,0,0,0,0
"2023-05-26 15:05:00.6",3015,0,0,0,0,0,0
"2023-05-26 15:05:00.65",3016,0,0,0,0,0,0
"2023-05-26 15:05:00.7",3017,0,0,0,0,0,0
"2023-05-26 15:05:00.75",3018,0,0,0,0,0,0
"2023-05-26 15:05:00.8",3019,0,0,0,0,0,0
"2023-05-26 15:05:00.85",3020,0,0,0,0,0,0
"2023-05-26 15:05:00.9",3021,0,0,0,0,0,0
"2023-05-26 15:05:00.95",3022,0,0,0,0,0,0
"2023-05-26 15:05:01",3023,0,0,0,0,0,0
"2023-05-26 15:05:01.05",3024,0,0,0,0,0,0
"2023-05-26 15:05:01.1",3025,0,0,0,0,0,0
"2023-05-26 15:05:01.15",3026,0,0,0,0,0,0
"2023-05-26 15:05:01.2",3027,0,0,0,0,0,0
"2023-05-26 15:05:01.25",3028,0,0,0,0,0,0
"2023-05-26 15:05:01.3",3029,0,0,0,0,0,0
"2023-05-26 15:05:01.35",3030,0,0,0,0,0,0
"2023-05-26 15:05:01.4",3031,0,0,0,0,0,0
"2023-05-26 15:05:01.45",3032,0,0,0,0,0,0
"2023-05-26 15:05:01.5",3033,0,0,0,0,0,0
"2023-05-26 15:05:01.55",3034,0,0,0,0,0,0
"2023-05-26 15:05:01.6",3035,0,0,0,0,0,0
"2023-05-26 15:05:01.65",3036,0,0,0,0,0,0
"2023-05-26 15:05:01.7",3037,0,0,0,0,0,0
"2023-05-26 15:05:01.75",3038,0,0,0,0,0,0
"2023-05-26 15:05:01.8",3039,0,0,0,0,0,0
"2023-05-26 15:05:01.85",3040,0,0,0,0,0,0
"2023-05-26 15:05:01.9",3041,0,0,0,0,0,0
"2023-05-26 15:05:01.95",3042,0,0,0,0,0,0
"2023-05-26 15:05:02",3043,0,0,0,0,0,0
"2023-05-26 15:05:02.05",3044,0,0,0,0,0,0
"2023-05-26 15:05:02.1",3045,0,0,0,0,0,0
"2023-05-26 15:05:02.15",3046,0,0,0,0,0,0
"2023-05-26 15:05:02.2",3047,0,0,0,0,0,0
"2023-05-26 15:05:02.25",3048,0,0,0,0,0,0
"2023-05-26 15:05:02.3",3049,0,0,0,0,0,0
"2023-05-26 15:05:02.35",3050,0,0,0,0,0,0
"2023-05-26 15:05:02.4",3051,0,0,0,0,0,0
"2023-05-26 15:05:02.45",3052,0,0,0,0,0,0
"2023-05-26 15:05:02.5",3053,0,0,0,0,0,0
"2023-05-26 15:05:02.55",3054,0,0,0,0,0,0
"2023-05-26 15:05:02.6",3055,0,0,0,0,0,0
"2023-05-26 15:05:02.65",3056,0,0,0,0,0,0
"2023-05-26 15:05:02.7",3057,0,0,0,0,0,0
"2023-05-26 15:05:02.75",3058,0,0,0,0,0,0
"2023-05-26 15:05:02.8",3059,0,0,0,0,0,0
"2023-05-26 15:05:02.85",3060,0,0,0,0,0,0
"2023-05-26 15:05:02.9",3061,0,0,0,0,0,0
"2023-05-26 15:05:02.95",3062,0,0,0,0,0,0
"2023-05-26 15:05:03",3063,0,0,0,0,0,0
"2023-05-26 15:05:03.05",3064,0,0,0,0,0,0
"2023-05-26 15:05:03.1",3065,0,0,0,0,0,0
"2023-05-26 15:05:03.15",3066,0,0,0,0,0,0
"2023-05-26 15:05:03.2",3067,0,0,0,0,0,0
"2023-05-26 15:05:03.25",3068,0,0,0,0,0,0
"2023-05-26 15:05:03.3",3069,0,0,0,0,0,0
"2023-05-26 15:05:03.35",3070,0,0,0,0,0,0
"2023-05-26 15:05:03.4",3071,0,0,0,0,0,0
"2023-05-26 15:05:03.45",3072,0,0,0,0,0,0
"2023-05-26 15:05:03.5",3073,0,0,0,0,0,0
"2023-05-26 15:05:03.55",3074,0,0,0,0,0,0
"2023-05-26 15:05:03.6",3075,0,0,0,0,0,0
"2023-05-26 15:05:03.65",3076,0,0,0,0,0,0
"2023-05-26 15:05:03.7",3077,0,0,0,0,0,0
"2023-05-26 15:05:03.75",3078,0,0,0,0,0,0
"2023-05-26 15:05:03.8",3079,0,0,0,0,0,0
"2023-05-26 15:05:03.85",3080,0,0,0,0,0,0
"2023-05-26 15:05:03.9",3081,0,0,0,0,0,0
"2023-05-26 15:05:03.95",3082,0,0,0,0,0,0
"2023-05-26 15:05:04",3083,0,0,0,0,0,0
"2023-05-26 15:05:04.05",3084,0,0,0,0,0,0
"2023-05-26 15:05:04.1",3085,0,0,0,0,0,0
"2023-05-26 15:05:04.15",3086,0,0,0,0,0,0
"2023-05-26 15:05:04.2",3087,0,0,0,0,0,0
"2023-05-26 15:05:04.25",3088,0,0,0,0,0,0
"2023-05-26 15:05:04.3",3089,0,0,0,0,0,0
"2023-05-26 15:05:04.35",3090,0,0,0,0,0,0
"2023-05-26 15:05:04.4",3091,0,0,0,0,0,0
"2023-05-26 15:05:04.45",3092,0,0,0,0,0,0
"2023-05-26 15:05:04.5",3093,0,0,0,0,0,0
"2023-05-26 15:05:04.55",3094,0,0,0,0,0,0
"2023-05-26 15:05:04.6",3095,0,0,0,0,0,0
"2023-05-26 15:05:04.65",3096,0,0,0,0,0,0
"2023-05-26 15:05:04.7",3097,0,0,0,0,0,0
"2023-05-26 15:05:04.75",3098,0,0,0,0,0,0
"2023-05-26 15:05:04.8",3099,0,0,0,0,0,0
"2023-05-26 15:05:04.85",3100,0,0,0,0,0,0
"2023-05-26 15:05:04.9",3101,0,0,0,0,0,0
"2023-05-26 15:05:04.95",3102,0,0,0,0,0,0
"2023-05-26 15:05:05",3103,0,0,0,0,0,0
"2023-05-26 15:05:05.05",3104,0,0,0,0,0,0
"2023-05-26 15:05:05.1",3105,0,0,0,0,0,0
"2023-05-26 15:05:05.15",3106,0,0,0,0,0,0
"2023-05-26 15:05:05.2",3107,0,0,0,0,0,0
"2023-05-26 15:05:05.25",3108,0,0,0,0,0,0
"2023-05-26 15:05:05.3",3109,0,0,0,0,0,0
"2023-05-26 15:05:05.35",3110,0,0,0,0,0,0
"2023-05-26 15:05:05.4",3111,0,0,0,0,0,0
"2023-05-26 15:05:05.45",3112,0,0,0,0,0,0
"2023-05-26 15:05:05.5",3113,0,0,0,0,0,0
"2023-05-26 15:05:05.55",3114,0,0,0,0,0,0
"2023-05-26 15:05:05.6",3115,0,0,0,0,0,0
"2023-05-26 15:05:05.65",3116,0,0,0,0,0,0
"2023-05-26 15:05:05.7",3117,0,0,0,0,0,0
"2023-05-26 15:05:05.75",3118,0,0,0,0,0,0
"2023-05-26 15:05:05.8",3119,0,0,0,0,0,0
"2023-05-26 15:05:05.85",3120,0,0,0,0,0,0
"2023-05-26 15:05:05.9",3121,0,0,0,0,0,0
"2023-05-26 15:05:05.95",3122,0,0,0,0,0,0
"2023-05-26 15:05:06",3123,0,0,0,0,0,0
"2023-05-26 15:05:06.05",3124,0,0,0,0,0,0
"2023-05-26 15:05:06.1",3125,0,0,0,0,0,0
"2023-05-26 15:05:06.15",3126,0,0,0,0,0,0
"2023-05-26 15:05:06.2",3127,0,0,0,0,0,0
"2023-05-26 15:05:06.25",3128,0,0,0,0,0,0
"2023-05-26 15:05:06.3",3129,0,0,0,0,0,0
"2023-05-26 15:05:06.35",3130,0,0,0,0,0,0
"2023-05-26 15:05:06.4",3131,0,0,0,0,0,0
"2023-05-26 15:05:06.45",3132,0,0,0,0,0,0
"2023-05-26 15:05:06.5",3133,0,0,0,0,0,0
"2023-05-26 15:05:06.55",3134,0,0,0,0,0,0
"2023-05-26 15:05:06.6",3135,0,0,0,0,0,0
"2023-05-26 15:05:06.65",3136,0,0,0,0,0,0
"2023-05-26 15:05:06.7",3137,0,0,0,0,0,0
"2023-05-26 15:05:06.75",3138,0,0,0,0,0,0
