"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.4.8 CR1000X R350 through SDM-SIO1A.CR1X","55658","WSTable"
"TIMESTAMP","RECORD","fWSV1","fWSV2","fWSV3","fWSC","iWSDiag","iWSValue"
"TS","RN","m/s","m/s","m/s","DegC","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-26 15:02:37.9",161,0,0,0,0,0,0
"2023-05-26 15:02:37.95",162,0,0,0,0,0,0
"2023-05-26 15:02:38",163,0,0,0,0,0,0
"2023-05-26 15:02:38.05",164,0,0,0,0,0,0
"2023-05-26 15:02:38.1",165,0,0,0,0,0,0
"2023-05-26 15:02:38.15",166,0,0,0,0,0,0
"2023-05-26 15:02:38.2",167,0,0,0,0,0,0
"2023-05-26 15:02:38.25",168,0,0,0,0,0,0
"2023-05-26 15:02:38.3",169,0,0,0,0,0,0
"2023-05-26 15:02:38.35",170,0,0,0,0,0,0
"2023-05-26 15:02:38.4",171,0,0,0,0,0,0
"2023-05-26 15:02:38.45",172,0,0,0,0,0,0
"2023-05-26 15:02:38.5",173,0,0,0,0,0,0
"2023-05-26 15:02:38.55",174,0,0,0,0,0,0
"2023-05-26 15:02:38.6",175,0,0,0,0,0,0
"2023-05-26 15:02:38.65",176,0,0,0,0,0,0
"2023-05-26 15:02:38.7",177,0,0,0,0,0,0
"2023-05-26 15:02:38.75",178,0,0,0,0,0,0
"2023-05-26 15:02:38.8",179,0,0,0,0,0,0
"2023-05-26 15:02:38.85",180,0,0,0,0,0,0
"2023-05-26 15:02:38.9",181,0,0,0,0,0,0
"2023-05-26 15:02:38.95",182,0,0,0,0,0,0
"2023-05-26 15:02:39",183,0,0,0,0,0,0
"2023-05-26 15:02:39.05",184,0,0,0,0,0,0
"2023-05-26 15:02:39.1",185,0,0,0,0,0,0
"2023-05-26 15:02:39.15",186,0,0,0,0,0,0
"2023-05-26 15:02:39.2",187,0,0,0,0,0,0
"2023-05-26 15:02:39.25",188,0,0,0,0,0,0
"2023-05-26 15:02:39.3",189,0,0,0,0,0,0
"2023-05-26 15:02:39.35",190,0,0,0,0,0,0
"2023-05-26 15:02:39.4",191,0,0,0,0,0,0
"2023-05-26 15:02:39.45",192,0,0,0,0,0,0
"2023-05-26 15:02:39.5",193,0,0,0,0,0,0
"2023-05-26 15:02:39.55",194,0,0,0,0,0,0
"2023-05-26 15:02:39.6",195,0,0,0,0,0,0
"2023-05-26 15:02:39.65",196,0,0,0,0,0,0
"2023-05-26 15:02:39.7",197,0,0,0,0,0,0
"2023-05-26 15:02:39.75",198,0,0,0,0,0,0
"2023-05-26 15:02:39.8",199,0,0,0,0,0,0
"2023-05-26 15:02:39.85",200,0,0,0,0,0,0
"2023-05-26 15:02:39.9",201,0,0,0,0,0,0
"2023-05-26 15:02:39.95",202,0,0,0,0,0,0
"2023-05-26 15:02:40",203,0,0,0,0,0,0
"2023-05-26 15:02:40.05",204,0,0,0,0,0,0
"2023-05-26 15:02:40.1",205,0,0,0,0,0,0
"2023-05-26 15:02:40.15",206,0,0,0,0,0,0
"2023-05-26 15:02:40.2",207,0,0,0,0,0,0
"2023-05-26 15:02:40.25",208,0,0,0,0,0,0
"2023-05-26 15:02:40.3",209,0,0,0,0,0,0
"2023-05-26 15:02:40.35",210,0,0,0,0,0,0
"2023-05-26 15:02:40.4",211,0,0,0,0,0,0
"2023-05-26 15:02:40.45",212,0,0,0,0,0,0
"2023-05-26 15:02:40.5",213,0,0,0,0,0,0
"2023-05-26 15:02:40.55",214,0,0,0,0,0,0
"2023-05-26 15:02:40.6",215,0,0,0,0,0,0
"2023-05-26 15:02:40.65",216,0,0,0,0,0,0
"2023-05-26 15:02:40.7",217,0,0,0,0,0,0
"2023-05-26 15:02:40.75",218,0,0,0,0,0,0
"2023-05-26 15:02:40.8",219,0,0,0,0,0,0
"2023-05-26 15:02:40.85",220,0,0,0,0,0,0
"2023-05-26 15:02:40.9",221,0,0,0,0,0,0
"2023-05-26 15:02:40.95",222,0,0,0,0,0,0
"2023-05-26 15:02:41",223,0,0,0,0,0,0
"2023-05-26 15:02:41.05",224,0,0,0,0,0,0
"2023-05-26 15:02:41.1",225,0,0,0,0,0,0
"2023-05-26 15:02:41.15",226,0,0,0,0,0,0
"2023-05-26 15:02:41.2",227,0,0,0,0,0,0
"2023-05-26 15:02:41.25",228,0,0,0,0,0,0
"2023-05-26 15:02:41.3",229,0,0,0,0,0,0
"2023-05-26 15:02:41.35",230,0,0,0,0,0,0
"2023-05-26 15:02:41.4",231,0,0,0,0,0,0
"2023-05-26 15:02:41.45",232,0,0,0,0,0,0
"2023-05-26 15:02:41.5",233,0,0,0,0,0,0
"2023-05-26 15:02:41.55",234,0,0,0,0,0,0
"2023-05-26 15:02:41.6",235,0,0,0,0,0,0
"2023-05-26 15:02:41.65",236,0,0,0,0,0,0
"2023-05-26 15:02:41.7",237,0,0,0,0,0,0
"2023-05-26 15:02:41.75",238,0,0,0,0,0,0
"2023-05-26 15:02:41.8",239,0,0,0,0,0,0
"2023-05-26 15:02:41.85",240,0,0,0,0,0,0
"2023-05-26 15:02:41.9",241,0,0,0,0,0,0
"2023-05-26 15:02:41.95",242,0,0,0,0,0,0
"2023-05-26 15:02:42",243,0,0,0,0,0,0
"2023-05-26 15:02:42.05",244,0,0,0,0,0,0
"2023-05-26 15:02:42.1",245,0,0,0,0,0,0
"2023-05-26 15:02:42.15",246,0,0,0,0,0,0
"2023-05-26 15:02:42.2",247,0,0,0,0,0,0
"2023-05-26 15:02:42.25",248,0,0,0,0,0,0
"2023-05-26 15:02:42.3",249,0,0,0,0,0,0
"2023-05-26 15:02:42.35",250,0,0,0,0,0,0
"2023-05-26 15:02:42.4",251,0,0,0,0,0,0
"2023-05-26 15:02:42.45",252,0,0,0,0,0,0
"2023-05-26 15:02:42.5",253,0,0,0,0,0,0
"2023-05-26 15:02:42.55",254,0,0,0,0,0,0
"2023-05-26 15:02:42.6",255,0,0,0,0,0,0
"2023-05-26 15:02:42.65",256,0,0,0,0,0,0
"2023-05-26 15:02:42.7",257,0,0,0,0,0,0
"2023-05-26 15:02:42.75",258,0,0,0,0,0,0
"2023-05-26 15:02:42.8",259,0,0,0,0,0,0
"2023-05-26 15:02:42.85",260,0,0,0,0,0,0
"2023-05-26 15:02:42.9",261,0,0,0,0,0,0
"2023-05-26 15:02:42.95",262,0,0,0,0,0,0
"2023-05-26 15:02:43",263,0,0,0,0,0,0
"2023-05-26 15:02:43.05",264,0,0,0,0,0,0
"2023-05-26 15:02:43.1",265,0,0,0,0,0,0
"2023-05-26 15:02:43.15",266,0,0,0,0,0,0
"2023-05-26 15:02:43.2",267,0,0,0,0,0,0
"2023-05-26 15:02:43.25",268,0,0,0,0,0,0
"2023-05-26 15:02:43.3",269,0,0,0,0,0,0
"2023-05-26 15:02:43.35",270,0,0,0,0,0,0
"2023-05-26 15:02:43.4",271,0,0,0,0,0,0
"2023-05-26 15:02:43.45",272,0,0,0,0,0,0
"2023-05-26 15:02:43.5",273,0,0,0,0,0,0
"2023-05-26 15:02:43.55",274,0,0,0,0,0,0
"2023-05-26 15:02:43.6",275,0,0,0,0,0,0
"2023-05-26 15:02:43.65",276,0,0,0,0,0,0
"2023-05-26 15:02:43.7",277,0,0,0,0,0,0
"2023-05-26 15:02:43.75",278,0,0,0,0,0,0
"2023-05-26 15:02:43.8",279,0,0,0,0,0,0
"2023-05-26 15:02:43.85",280,0,0,0,0,0,0
"2023-05-26 15:02:43.9",281,0,0,0,0,0,0
"2023-05-26 15:02:43.95",282,0,0,0,0,0,0
"2023-05-26 15:02:44",283,0,0,0,0,0,0
"2023-05-26 15:02:44.05",284,0,0,0,0,0,0
"2023-05-26 15:02:44.1",285,0,0,0,0,0,0
"2023-05-26 15:02:44.15",286,0,0,0,0,0,0
"2023-05-26 15:02:44.2",287,0,0,0,0,0,0
"2023-05-26 15:02:44.25",288,0,0,0,0,0,0
"2023-05-26 15:02:44.3",289,0,0,0,0,0,0
"2023-05-26 15:02:44.35",290,0,0,0,0,0,0
"2023-05-26 15:02:44.4",291,0,0,0,0,0,0
"2023-05-26 15:02:44.45",292,0,0,0,0,0,0
"2023-05-26 15:02:44.5",293,0,0,0,0,0,0
"2023-05-26 15:02:44.55",294,0,0,0,0,0,0
"2023-05-26 15:02:44.6",295,0,0,0,0,0,0
"2023-05-26 15:02:44.65",296,0,0,0,0,0,0
"2023-05-26 15:02:44.7",297,0,0,0,0,0,0
"2023-05-26 15:02:44.75",298,0,0,0,0,0,0
"2023-05-26 15:02:44.8",299,0,0,0,0,0,0
"2023-05-26 15:02:44.85",300,0,0,0,0,0,0
"2023-05-26 15:02:44.9",301,0,0,0,0,0,0
"2023-05-26 15:02:44.95",302,0,0,0,0,0,0
"2023-05-26 15:02:45",303,0,0,0,0,0,0
"2023-05-26 15:02:45.05",304,0,0,0,0,0,0
"2023-05-26 15:02:45.1",305,0,0,0,0,0,0
"2023-05-26 15:02:45.15",306,0,0,0,0,0,0
"2023-05-26 15:02:45.2",307,0,0,0,0,0,0
"2023-05-26 15:02:45.25",308,0,0,0,0,0,0
"2023-05-26 15:02:45.3",309,0,0,0,0,0,0
"2023-05-26 15:02:45.35",310,0,0,0,0,0,0
"2023-05-26 15:02:45.4",311,0,0,0,0,0,0
"2023-05-26 15:02:45.45",312,0,0,0,0,0,0
"2023-05-26 15:02:45.5",313,0,0,0,0,0,0
"2023-05-26 15:02:45.55",314,0,0,0,0,0,0
"2023-05-26 15:02:45.6",315,0,0,0,0,0,0
"2023-05-26 15:02:45.65",316,0,0,0,0,0,0
"2023-05-26 15:02:45.7",317,0,0,0,0,0,0
"2023-05-26 15:02:45.75",318,0,0,0,0,0,0
"2023-05-26 15:02:45.8",319,0,0,0,0,0,0
"2023-05-26 15:02:45.85",320,0,0,0,0,0,0
"2023-05-26 15:02:45.9",321,0,0,0,0,0,0
"2023-05-26 15:02:45.95",322,0,0,0,0,0,0
"2023-05-26 15:02:46",323,0,0,0,0,0,0
"2023-05-26 15:02:46.05",324,0,0,0,0,0,0
"2023-05-26 15:02:46.1",325,0,0,0,0,0,0
"2023-05-26 15:02:46.15",326,0,0,0,0,0,0
"2023-05-26 15:02:46.2",327,0,0,0,0,0,0
"2023-05-26 15:02:46.25",328,0,0,0,0,0,0
"2023-05-26 15:02:46.3",329,0,0,0,0,0,0
"2023-05-26 15:02:46.35",330,0,0,0,0,0,0
"2023-05-26 15:02:46.4",331,0,0,0,0,0,0
"2023-05-26 15:02:46.45",332,0,0,0,0,0,0
"2023-05-26 15:02:46.5",333,0,0,0,0,0,0
"2023-05-26 15:02:46.55",334,0,0,0,0,0,0
"2023-05-26 15:02:46.6",335,0,0,0,0,0,0
"2023-05-26 15:02:46.65",336,0,0,0,0,0,0
"2023-05-26 15:02:46.7",337,0,0,0,0,0,0
"2023-05-26 15:02:46.75",338,0,0,0,0,0,0
"2023-05-26 15:02:46.8",339,0,0,0,0,0,0
"2023-05-26 15:02:46.85",340,0,0,0,0,0,0
"2023-05-26 15:02:46.9",341,0,0,0,0,0,0
"2023-05-26 15:02:46.95",342,0,0,0,0,0,0
"2023-05-26 15:02:47",343,0,0,0,0,0,0
"2023-05-26 15:02:47.05",344,0,0,0,0,0,0
"2023-05-26 15:02:47.1",345,0,0,0,0,0,0
"2023-05-26 15:02:47.15",346,0,0,0,0,0,0
"2023-05-26 15:02:47.2",347,0,0,0,0,0,0
"2023-05-26 15:02:47.25",348,0,0,0,0,0,0
"2023-05-26 15:02:47.3",349,0,0,0,0,0,0
"2023-05-26 15:02:47.35",350,0,0,0,0,0,0
"2023-05-26 15:02:47.4",351,0,0,0,0,0,0
"2023-05-26 15:02:47.45",352,0,0,0,0,0,0
"2023-05-26 15:02:47.5",353,0,0,0,0,0,0
"2023-05-26 15:02:47.55",354,0,0,0,0,0,0
"2023-05-26 15:02:47.6",355,0,0,0,0,0,0
"2023-05-26 15:02:47.65",356,0,0,0,0,0,0
"2023-05-26 15:02:47.7",357,0,0,0,0,0,0
"2023-05-26 15:02:47.75",358,0,0,0,0,0,0
"2023-05-26 15:02:47.8",359,0,0,0,0,0,0
"2023-05-26 15:02:47.85",360,0,0,0,0,0,0
"2023-05-26 15:02:47.9",361,0,0,0,0,0,0
"2023-05-26 15:02:47.95",362,0,0,0,0,0,0
"2023-05-26 15:02:48",363,0,0,0,0,0,0
"2023-05-26 15:02:48.05",364,0,0,0,0,0,0
"2023-05-26 15:02:48.1",365,0,0,0,0,0,0
"2023-05-26 15:02:48.15",366,0,0,0,0,0,0
"2023-05-26 15:02:48.2",367,0,0,0,0,0,0
"2023-05-26 15:02:48.25",368,0,0,0,0,0,0
"2023-05-26 15:02:48.3",369,0,0,0,0,0,0
"2023-05-26 15:02:48.35",370,0,0,0,0,0,0
"2023-05-26 15:02:48.4",371,0,0,0,0,0,0
"2023-05-26 15:02:48.45",372,0,0,0,0,0,0
"2023-05-26 15:02:48.5",373,0,0,0,0,0,0
"2023-05-26 15:02:48.55",374,0,0,0,0,0,0
"2023-05-26 15:02:48.6",375,0,0,0,0,0,0
"2023-05-26 15:02:48.65",376,0,0,0,0,0,0
"2023-05-26 15:02:48.7",377,0,0,0,0,0,0
"2023-05-26 15:02:48.75",378,0,0,0,0,0,0
"2023-05-26 15:02:48.8",379,0,0,0,0,0,0
"2023-05-26 15:02:48.85",380,0,0,0,0,0,0
"2023-05-26 15:02:48.9",381,0,0,0,0,0,0
"2023-05-26 15:02:48.95",382,0,0,0,0,0,0
"2023-05-26 15:02:49",383,0,0,0,0,0,0
"2023-05-26 15:02:49.05",384,0,0,0,0,0,0
"2023-05-26 15:02:49.1",385,0,0,0,0,0,0
"2023-05-26 15:02:49.15",386,0,0,0,0,0,0
"2023-05-26 15:02:49.2",387,0,0,0,0,0,0
"2023-05-26 15:02:49.25",388,0,0,0,0,0,0
"2023-05-26 15:02:49.3",389,0,0,0,0,0,0
"2023-05-26 15:02:49.35",390,0,0,0,0,0,0
"2023-05-26 15:02:49.4",391,0,0,0,0,0,0
"2023-05-26 15:02:49.45",392,0,0,0,0,0,0
"2023-05-26 15:02:49.5",393,0,0,0,0,0,0
"2023-05-26 15:02:49.55",394,0,0,0,0,0,0
"2023-05-26 15:02:49.6",395,0,0,0,0,0,0
"2023-05-26 15:02:49.65",396,0,0,0,0,0,0
"2023-05-26 15:02:49.7",397,0,0,0,0,0,0
"2023-05-26 15:02:49.75",398,0,0,0,0,0,0
"2023-05-26 15:02:49.8",399,0,0,0,0,0,0
"2023-05-26 15:02:49.85",400,0,0,0,0,0,0
"2023-05-26 15:02:49.9",401,0,0,0,0,0,0
"2023-05-26 15:02:49.95",402,0,0,0,0,0,0
"2023-05-26 15:02:50",403,0,0,0,0,0,0
"2023-05-26 15:02:50.05",404,0,0,0,0,0,0
"2023-05-26 15:02:50.1",405,0,0,0,0,0,0
"2023-05-26 15:02:50.15",406,0,0,0,0,0,0
"2023-05-26 15:02:50.2",407,0,0,0,0,0,0
"2023-05-26 15:02:50.25",408,0,0,0,0,0,0
"2023-05-26 15:02:50.3",409,0,0,0,0,0,0
"2023-05-26 15:02:50.35",410,0,0,0,0,0,0
"2023-05-26 15:02:50.4",411,0,0,0,0,0,0
"2023-05-26 15:02:50.45",412,0,0,0,0,0,0
"2023-05-26 15:02:50.5",413,0,0,0,0,0,0
"2023-05-26 15:02:50.55",414,0,0,0,0,0,0
"2023-05-26 15:02:50.6",415,0,0,0,0,0,0
"2023-05-26 15:02:50.65",416,0,0,0,0,0,0
"2023-05-26 15:02:50.7",417,0,0,0,0,0,0
"2023-05-26 15:02:50.75",418,0,0,0,0,0,0
"2023-05-26 15:02:50.8",419,0,0,0,0,0,0
"2023-05-26 15:02:50.85",420,0,0,0,0,0,0
"2023-05-26 15:02:50.9",421,0,0,0,0,0,0
"2023-05-26 15:02:50.95",422,0,0,0,0,0,0
"2023-05-26 15:02:51",423,0,0,0,0,0,0
"2023-05-26 15:02:51.05",424,0,0,0,0,0,0
"2023-05-26 15:02:51.1",425,0,0,0,0,0,0
"2023-05-26 15:02:51.15",426,0,0,0,0,0,0
"2023-05-26 15:02:51.2",427,0,0,0,0,0,0
"2023-05-26 15:02:51.25",428,0,0,0,0,0,0
"2023-05-26 15:02:51.3",429,0,0,0,0,0,0
"2023-05-26 15:02:51.35",430,0,0,0,0,0,0
"2023-05-26 15:02:51.4",431,0,0,0,0,0,0
"2023-05-26 15:02:51.45",432,0,0,0,0,0,0
"2023-05-26 15:02:51.5",433,0,0,0,0,0,0
"2023-05-26 15:02:51.55",434,0,0,0,0,0,0
"2023-05-26 15:02:51.6",435,0,0,0,0,0,0
"2023-05-26 15:02:51.65",436,0,0,0,0,0,0
"2023-05-26 15:02:51.7",437,0,0,0,0,0,0
"2023-05-26 15:02:51.75",438,0,0,0,0,0,0
"2023-05-26 15:02:51.8",439,0,0,0,0,0,0
"2023-05-26 15:02:51.85",440,0,0,0,0,0,0
"2023-05-26 15:02:51.9",441,0,0,0,0,0,0
"2023-05-26 15:02:51.95",442,0,0,0,0,0,0
"2023-05-26 15:02:52",443,0,0,0,0,0,0
"2023-05-26 15:02:52.05",444,0,0,0,0,0,0
"2023-05-26 15:02:52.1",445,0,0,0,0,0,0
"2023-05-26 15:02:52.15",446,0,0,0,0,0,0
"2023-05-26 15:02:52.2",447,0,0,0,0,0,0
"2023-05-26 15:02:52.25",448,0,0,0,0,0,0
"2023-05-26 15:02:52.3",449,0,0,0,0,0,0
