"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 17:02:00",2224,12.99425,23.99509
"2023-05-30 17:04:00",2225,13.00699,24.02905
"2023-05-30 17:06:00",2226,12.99651,24.06558
"2023-05-30 17:08:00",2227,12.98123,24.08987
"2023-05-30 17:10:00",2228,13.01662,24.11664
"2023-05-30 17:12:00",2229,13.03489,24.13724
"2023-05-30 17:14:00",2230,13.02436,24.16193
"2023-05-30 17:16:00",2231,13.02706,24.1795
"2023-05-30 17:18:00",2232,13.01728,24.20078
"2023-05-30 17:20:00",2233,13.04475,24.21494
"2023-05-30 17:22:00",2234,13.02634,24.23343
"2023-05-30 17:24:00",2235,13.05113,24.24545
"2023-05-30 17:26:00",2236,13.02698,24.26196
"2023-05-30 17:28:00",2237,13.03665,24.27142
"2023-05-30 17:30:00",2238,13.05607,24.28461
"2023-05-30 17:32:00",2239,13.05727,24.2905
"2023-05-30 17:34:00",2240,13.0385,24.29977
"2023-05-30 17:36:00",2241,13.04516,24.302
"2023-05-30 17:38:00",2242,13.03821,24.30804
"2023-05-30 17:40:00",2243,13.05079,24.30756
"2023-05-30 17:42:00",2244,13.05503,24.31149
"2023-05-30 17:44:00",2245,13.05398,24.30905
"2023-05-30 17:46:00",2246,13.03669,24.31042
"2023-05-30 17:48:00",2247,13.05242,24.30457
"2023-05-30 17:50:00",2248,13.05198,24.30264
"2023-05-30 17:52:00",2249,13.05923,24.29309
"2023-05-30 17:54:00",2250,13.04976,24.28693
"2023-05-30 17:56:00",2251,13.05803,24.27402
"2023-05-30 17:58:00",2252,13.04629,24.26569
"2023-05-30 18:00:00",2253,13.05896,24.2507
