"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-05-30 20:00:05",55518,364.8833,1.824417
"2023-05-30 20:00:10",55519,360.1676,1.800838
"2023-05-30 20:00:15",55520,366.1008,1.830504
"2023-05-30 20:00:20",55521,351.4604,1.757302
"2023-05-30 20:00:25",55522,362.8886,1.814443
"2023-05-30 20:00:30",55523,360.7608,1.803804
"2023-05-30 20:00:35",55524,353.9388,1.769694
"2023-05-30 20:00:40",55525,350.5656,1.752828
"2023-05-30 20:00:45",55526,344.5259,1.72263
"2023-05-30 20:00:50",55527,352.902,1.76451
"2023-05-30 20:00:55",55528,349.66,1.7483
"2023-05-30 20:01:00",55529,351.716,1.75858
"2023-05-30 20:01:05",55530,344.9108,1.724554
"2023-05-30 20:01:10",55531,344.8294,1.724147
"2023-05-30 20:01:15",55532,343.6708,1.718354
"2023-05-30 20:01:20",55533,338.2457,1.691229
"2023-05-30 20:01:25",55534,342.9772,1.714886
"2023-05-30 20:01:30",55535,332.4686,1.662343
"2023-05-30 20:01:35",55536,342.0031,1.710016
"2023-05-30 20:01:40",55537,339.1922,1.695961
"2023-05-30 20:01:45",55538,337.322,1.68661
"2023-05-30 20:01:50",55539,328.8216,1.644108
"2023-05-30 20:01:55",55540,339.2214,1.696107
"2023-05-30 20:02:00",55541,332.9365,1.664683
"2023-05-30 20:02:05",55542,321.565,1.607825
"2023-05-30 20:02:10",55543,330.6564,1.653282
"2023-05-30 20:02:15",55544,335.5318,1.677659
"2023-05-30 20:02:20",55545,331.9326,1.659663
"2023-05-30 20:02:25",55546,330.4419,1.65221
"2023-05-30 20:02:30",55547,333.9503,1.669752
"2023-05-30 20:02:35",55548,330.8679,1.654339
"2023-05-30 20:02:40",55549,326.2981,1.631491
"2023-05-30 20:02:45",55550,323.2343,1.616171
"2023-05-30 20:02:50",55551,322.6014,1.613007
"2023-05-30 20:02:55",55552,325.1639,1.62582
"2023-05-30 20:03:00",55553,323.6943,1.618472
"2023-05-30 20:03:05",55554,321.7591,1.608795
"2023-05-30 20:03:10",55555,312.3444,1.561722
