"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","EXO_data"
"TIMESTAMP","RECORD","Chlorophyll","nLFCond","Pressure","Turbidity","Temp","Cond","D_OX","Sal","TSS","VerticalPosition","Depth","D_OX2","SpCond","WiperPosition","BPower","fDOM","D_OX3","Phycoerythrin","pH","CablePower","fDOM2","ORP","TDS","pH2"
"TS","RN","RFU","microSimens/cm","psia","FNU","C","microSimens/cm","%Sat","PSU","mg/L","m","m","%Local","microSimens/cm","volt","volt","QSU","mg/L","RFU","pH","volt","RFU","mV","mg/L","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-31 16:02:00",2914,0.64,7999,-0.05,8.04,18.57,7252,93.7,4.62,0,0.153,-0.035,96.9,7999,1.2,0,14.63,8.53,1.97,8.05,11.41,4.88,255.6,5373,-60.93
"2023-05-31 16:04:00",2915,0.67,7999,-0.05,8.03,18.56,7311,93.6,4.66,0,0.153,-0.035,96.8,7999,1.2,0,14.64,8.52,2.05,8.05,11.42,4.88,255.8,5419,-60.76
"2023-05-31 16:06:00",2916,0.67,7999,-0.05,8.03,18.56,7311,93.6,4.66,0,0.153,-0.035,96.8,7999,1.2,0,14.64,8.52,2.05,8.05,11.42,4.88,255.8,5419,-60.76
"2023-05-31 16:08:00",2917,0.62,7999,-0.05,8.06,18.55,7345,93.5,4.69,0,0.152,-0.036,96.7,7999,1.19,0,14.63,8.52,1.92,8.05,11.43,4.88,256.1,5445,-60.76
"2023-05-31 16:10:00",2918,0.62,7999,-0.05,8.06,18.55,7345,93.5,4.69,0,0.152,-0.036,96.7,7999,1.19,0,14.63,8.52,1.92,8.05,11.43,4.88,256.1,5445,-60.76
"2023-05-31 16:12:00",2919,0.64,7999,-0.05,8.04,18.56,7291,93.5,4.65,0,0.152,-0.036,96.7,7999,1.2,0,14.62,8.52,1.96,8.05,11.44,4.87,256.3,5404,-60.77
"2023-05-31 16:14:00",2920,0.64,7999,-0.05,8.04,18.56,7291,93.5,4.65,0,0.152,-0.036,96.7,7999,1.2,0,14.62,8.52,1.96,8.05,11.44,4.87,256.3,5404,-60.77
"2023-05-31 16:16:00",2921,0.63,7999,-0.05,7.98,18.59,7326,93.7,4.67,0,0.151,-0.037,96.8,7999,1.2,0,14.7,8.52,1.94,8.06,11.43,4.9,255.9,5426,-60.96
"2023-05-31 16:18:00",2922,0.63,7999,-0.05,7.98,18.59,7326,93.7,4.67,0,0.151,-0.037,96.8,7999,1.2,0,14.7,8.52,1.94,8.06,11.43,4.9,255.9,5426,-60.96
"2023-05-31 16:20:00",2923,0.62,7999,-0.05,7.93,18.65,7327,94,4.66,0,0.151,-0.037,97.2,7999,1.2,0,14.59,8.54,1.93,8.06,11.46,4.86,255.4,5420,-61.46
"2023-05-31 16:22:00",2924,0.62,7999,-0.05,7.93,18.65,7327,94,4.66,0,0.151,-0.037,97.2,7999,1.2,0,14.59,8.54,1.93,8.06,11.46,4.86,255.4,5420,-61.46
"2023-05-31 16:24:00",2925,0.53,7999,-0.05,7.77,18.71,7322,94.2,4.65,0,0.15,-0.037,97.4,7999,1.21,0,14.53,8.55,1.71,8.07,11.45,4.84,255.1,5410,-61.68
"2023-05-31 16:26:00",2926,0.53,7999,-0.05,7.77,18.71,7322,94.2,4.65,0,0.15,-0.037,97.4,7999,1.21,0,14.53,8.55,1.71,8.07,11.45,4.84,255.1,5410,-61.68
"2023-05-31 16:28:00",2927,0.57,7999,-0.05,8.42,18.59,7130,93.2,4.54,0,0.15,-0.038,96.3,7999,1.2,0,14.63,8.48,1.75,8.05,11.44,4.88,255.5,5281,-60.52
"2023-05-31 16:30:00",2928,0.57,7999,-0.05,8.42,18.59,7130,93.2,4.54,0,0.15,-0.038,96.3,7999,1.2,0,14.63,8.48,1.75,8.05,11.44,4.88,255.5,5281,-60.52
"2023-05-31 16:32:00",2929,0.64,7999,-0.06,8.61,18.53,7102,92.9,4.52,0,0.149,-0.039,96,7999,1.2,0,14.69,8.47,1.99,8.04,11.48,4.9,256.6,5267,-59.96
"2023-05-31 16:34:00",2930,0.64,7999,-0.06,8.61,18.53,7102,92.9,4.52,0,0.149,-0.039,96,7999,1.2,0,14.69,8.47,1.99,8.04,11.48,4.9,256.6,5267,-59.96
"2023-05-31 16:36:00",2931,0.64,7999,-0.06,8.98,18.45,6985,92.2,4.45,0,0.149,-0.039,95.3,7984,1.2,0,14.77,8.42,1.96,8.02,11.46,4.92,257.6,5189,-58.89
"2023-05-31 16:38:00",2932,0.64,7999,-0.06,8.98,18.45,6985,92.2,4.45,0,0.149,-0.039,95.3,7984,1.2,0,14.77,8.42,1.96,8.02,11.46,4.92,257.6,5189,-58.89
"2023-05-31 16:40:00",2933,0.63,7999,-0.06,8.74,18.49,7003,92.2,4.46,0,0.148,-0.04,95.3,7998,1.19,0,14.73,8.42,1.93,8.02,11.49,4.91,258.2,5199,-58.81
"2023-05-31 16:42:00",2934,0.63,7999,-0.06,8.74,18.49,7003,92.2,4.46,0,0.148,-0.04,95.3,7998,1.19,0,14.73,8.42,1.93,8.02,11.49,4.91,258.2,5199,-58.81
"2023-05-31 16:44:00",2935,0.64,7999,-0.06,8.59,18.53,7030,92.4,4.48,0,0.148,-0.04,95.6,7999,1.2,0,14.67,8.43,2,8.02,11.49,4.89,258.1,5214,-59.01
"2023-05-31 16:46:00",2936,0.64,7999,-0.06,8.59,18.53,7030,92.4,4.48,0,0.148,-0.04,95.6,7999,1.2,0,14.67,8.43,2,8.02,11.49,4.89,258.1,5214,-59.01
"2023-05-31 16:48:00",2937,0.56,7999,-0.06,8.29,18.58,7109,92.8,4.52,0,0.148,-0.04,95.9,7999,1.2,0,14.64,8.45,1.79,8.03,11.48,4.88,257.8,5267,-59.45
"2023-05-31 16:50:00",2938,0.56,7999,-0.06,8.29,18.58,7109,92.8,4.52,0,0.148,-0.04,95.9,7999,1.2,0,14.64,8.45,1.79,8.03,11.48,4.88,257.8,5267,-59.45
"2023-05-31 16:52:00",2939,0.56,7999,-0.06,8.33,18.49,7325,92.6,4.68,0,0.148,-0.04,95.8,7999,1.21,0,14.7,8.44,1.73,8.03,11.5,4.9,257.9,5438,-59.36
"2023-05-31 16:54:00",2940,0.56,7999,-0.06,8.33,18.49,7325,92.6,4.68,0,0.148,-0.04,95.8,7999,1.21,0,14.7,8.44,1.73,8.03,11.5,4.9,257.9,5438,-59.36
"2023-05-31 16:56:00",2941,0.53,7999,-0.06,8.41,18.46,7384,92.4,4.72,0,0.147,-0.041,95.6,7999,1.2,0,14.7,8.43,1.69,8.02,11.5,4.9,258.3,5486,-59.06
"2023-05-31 16:58:00",2942,0.53,7999,-0.06,8.41,18.46,7384,92.4,4.72,0,0.147,-0.041,95.6,7999,1.2,0,14.7,8.43,1.69,8.02,11.5,4.9,258.3,5486,-59.06
"2023-05-31 17:00:00",2943,0.58,7999,-0.06,8.53,18.42,7353,92.3,4.71,0,0.147,-0.041,95.4,7999,1.19,0,14.74,8.43,1.79,8.02,11.52,4.91,258.3,5466,-58.91
