"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","Batt"
"TIMESTAMP","RECORD","BattV","PTemp"
"TS","RN","V","Deg_C"
"","","Smp","Smp"
"2023-05-30 14:02:00",2134,12.72499,21.57455
"2023-05-30 14:04:00",2135,12.75151,21.58566
"2023-05-30 14:06:00",2136,12.74659,21.60135
"2023-05-30 14:08:00",2137,12.76757,21.60907
"2023-05-30 14:10:00",2138,12.74675,21.62177
"2023-05-30 14:12:00",2139,12.76756,21.62796
"2023-05-30 14:14:00",2140,12.76602,21.63947
"2023-05-30 14:16:00",2141,12.77429,21.64459
"2023-05-30 14:18:00",2142,12.76846,21.65619
"2023-05-30 14:20:00",2143,12.79339,21.66223
"2023-05-30 14:22:00",2144,12.77572,21.67459
"2023-05-30 14:24:00",2145,12.78621,21.6817
"2023-05-30 14:26:00",2146,12.78099,21.69574
"2023-05-30 14:28:00",2147,12.79107,21.70398
"2023-05-30 14:30:00",2148,12.78742,21.71811
"2023-05-30 14:32:00",2149,12.81035,21.72617
"2023-05-30 14:34:00",2150,12.81391,21.74216
"2023-05-30 14:36:00",2151,12.80288,21.75427
"2023-05-30 14:38:00",2152,12.80932,21.77292
"2023-05-30 14:40:00",2153,12.82155,21.78564
"2023-05-30 14:42:00",2154,12.81805,21.80414
"2023-05-30 14:44:00",2155,12.84171,21.81607
"2023-05-30 14:46:00",2156,12.8202,21.83395
"2023-05-30 14:48:00",2157,12.83311,21.84668
"2023-05-30 14:50:00",2158,12.82527,21.86618
"2023-05-30 14:52:00",2159,12.84004,21.8801
"2023-05-30 14:54:00",2160,12.83417,21.89951
"2023-05-30 14:56:00",2161,12.85207,21.9144
"2023-05-30 14:58:00",2162,12.83982,21.936
"2023-05-30 15:00:00",2163,12.84078,21.95325
