"TOA5","11167","CR1000X","11167","CR1000X.Std.06.02","CPU:2021.11.9 FINAL v3.cr1x","30682","PAR_atmo"
"TIMESTAMP","RECORD","PAR_atmo_Den","PAR_atmo_Tot"
"TS","RN","umol/s/m^2","umol/m^2"
"","","Smp","Smp"
"2023-06-01 10:00:05",82878,2932.129,14.66065
"2023-06-01 10:00:10",82879,12416.34,62.0817
"2023-06-01 10:00:15",82880,12888.58,64.44289
"2023-06-01 10:00:20",82881,12025.65,60.12827
"2023-06-01 10:00:25",82882,12291.42,61.4571
"2023-06-01 10:00:30",82883,12303.38,61.51689
"2023-06-01 10:00:35",82884,12651.35,63.25674
"2023-06-01 10:00:40",82885,11560.56,57.8028
"2023-06-01 10:00:45",82886,3911.717,19.55859
"2023-06-01 10:00:50",82887,12549.78,62.74892
"2023-06-01 10:00:55",82888,6494.54,32.4727
"2023-06-01 10:01:00",82889,8563.252,42.81626
"2023-06-01 10:01:05",82890,14197.94,70.98968
"2023-06-01 10:01:10",82891,2835.308,14.17654
"2023-06-01 10:01:15",82892,12509.16,62.54582
"2023-06-01 10:01:20",82893,2979.078,14.89539
"2023-06-01 10:01:25",82894,3304.669,16.52335
"2023-06-01 10:01:30",82895,11351.56,56.75782
"2023-06-01 10:01:35",82896,11843.15,59.21575
"2023-06-01 10:01:40",82897,2995.469,14.97734
"2023-06-01 10:01:45",82898,12962.13,64.81068
"2023-06-01 10:01:50",82899,12735.56,63.67782
"2023-06-01 10:01:55",82900,11585.58,57.92789
"2023-06-01 10:02:00",82901,12788.94,63.94469
"2023-06-01 10:02:05",82902,11733.99,58.66997
"2023-06-01 10:02:10",82903,12265.29,61.32644
"2023-06-01 10:02:15",82904,11069.09,55.34546
"2023-06-01 10:02:20",82905,2978.072,14.89036
"2023-06-01 10:02:25",82906,4638.531,23.19266
"2023-06-01 10:02:30",82907,12967.19,64.83596
"2023-06-01 10:02:35",82908,12906.54,64.53272
"2023-06-01 10:02:40",82909,12001.54,60.0077
"2023-06-01 10:02:45",82910,11540.18,57.7009
"2023-06-01 10:02:50",82911,11374.72,56.87361
"2023-06-01 10:02:55",82912,12020.88,60.10439
"2023-06-01 10:03:00",82913,5742.23,28.71115
"2023-06-01 10:03:05",82914,11822.16,59.11082
"2023-06-01 10:03:10",82915,7337.697,36.68849
